0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00
49.248,45.32,41.396,43.692,35.162,36.362,35.708,37.79,36.592,36.644,42.512,46.514,45.304,47.144,48.242,47.072,49.756,56.742,52.412,53.512,54.998,60.802,57.856,60.714,65.298,68.302,66.218,71.34,73.608,73.3,79.654,87.28,88.974,91.22,96.882,109.798,110.95,101.054,88.364,85.14,95.846,106.914,100.72,111.68,104.822,82.278,69.702,58.92
