step,day,date_label,profile_time,eta_per_kwh,p_load_forecast_total_kw,p_pv_forecast_total_kw,p_load_actual_total_kw,p_pv_actual_total_kw,baseline_grid_actual_kw,pbat_aggregate_kw,battery_action,grid_forecast_qp_kw,grid_actual_calculated_kw,soc_predicted_pct,soc646_measured_pct,qp_status,qp_objective_day,pbat_646_B_kw,pbat_645_B_kw,pbat_611_C_kw,pbat_652_A_kw,pbat_671_A_kw,pbat_671_B_kw,pbat_671_C_kw,pbat_692_C_kw,pbat_692_B_kw,pbat_692_A_kw,pbat_675_C_kw,pbat_675_B_kw,pbat_675_A_kw,pbat_634_C_kw,pbat_634_B_kw,pbat_634_A_kw
11,1,7-Jan-13,5:30,0.03,564.876,0.07,564.876,0.07,564.806,-304.381401,Charge,869.1874,869.187401,11.834701,10.55,optimal,-324.645076,-23.343536,-14.418066,-15.562357,-10.527477,-36.388453,-35.47302,-36.388453,-15.104641,-0.0,-0.0,-27.234125,-8.238895,-43.711915,-11.900626,-10.298619,-15.791216
12,1,7-Jan-13,6:00,0.03,582.84,0.108,582.84,0.108,582.732,-286.45623,Charge,869.188229,869.18823,12.911604,11.67,optimal,-324.645076,-21.968824,-13.568979,-14.645882,-9.907509,-34.245519,-33.383997,-34.245519,-14.215121,-0.0,-0.0,-25.630294,-7.753702,-41.137699,-11.199792,-9.692128,-14.861263
13,1,7-Jan-13,6:30,0.03,585.75,5.42,585.75,5.42,580.33,-288.859105,Charge,869.189105,869.189105,13.99754,12.75,optimal,-324.645076,-22.153104,-13.6828,-14.768736,-9.990616,-34.53278,-33.664031,-34.53278,-14.334362,-0.0,-0.0,-25.845288,-7.818743,-41.482774,-11.293739,-9.773428,-14.985924
14,1,7-Jan-13,7:00,0.03,638.194,49.568,638.194,49.568,588.626,-280.56402,Charge,869.19002,869.19002,15.052292,13.83,optimal,-324.645076,-21.51694,-13.289875,-14.344627,-9.703718,-33.541112,-32.697311,-33.541112,-13.922726,-0.0,-0.0,-25.103097,-7.594214,-40.291525,-10.96942,-9.492768,-14.555577
15,1,7-Jan-13,7:30,0.06,665.806,127.012,665.806,127.012,538.794,229.198467,Discharge,309.595533,309.595533,14.190644,14.71,optimal,-324.645076,17.577627,10.856769,11.718418,7.927165,27.400418,26.7111,27.400418,11.373759,0.0,0.0,20.507231,6.203868,32.914968,8.961143,7.754835,11.890748
16,1,7-Jan-13,8:00,0.06,636.794,237.926,636.794,237.926,398.868,89.272001,Discharge,309.595999,309.595999,13.855035,13.88,optimal,-324.645076,6.846424,4.228674,4.564283,3.087603,10.672367,10.40388,10.672367,4.430039,0.0,0.0,7.987495,2.416385,12.820265,3.490334,3.020481,4.631405
17,1,7-Jan-13,8:30,0.06,676.108,366.944,676.108,366.944,309.164,-0.432469,Idle,309.596469,309.596469,13.856661,13.57,optimal,-324.645076,-0.033167,-0.020485,-0.022111,-0.014958,-0.051701,-0.050401,-0.051701,-0.021461,-0.0,-0.0,-0.038695,-0.011706,-0.062106,-0.016909,-0.014632,-0.022436
18,1,7-Jan-13,9:00,0.06,729.828,505.332,729.828,505.332,224.496,-85.100942,Charge,309.596942,309.596942,14.176589,13.61,optimal,-324.645076,-6.526538,-4.031097,-4.351026,-2.943341,-10.173722,-9.917779,-10.173722,-4.223054,-0.0,-0.0,-7.614295,-2.303484,-12.221263,-3.327255,-2.879355,-4.415011
19,1,7-Jan-13,9:30,0.06,680.404,658.94,680.404,658.94,21.464,-288.133415,Charge,309.597415,309.597415,15.259797,14.02,optimal,-324.645076,-22.09745,-13.648425,-14.731633,-9.965517,-34.446025,-33.579458,-34.446025,-14.29835,-0.0,-0.0,-25.780358,-7.7991,-41.378558,-11.265367,-9.748875,-14.948275
20,1,7-Jan-13,10:00,0.06,682.818,829.604,682.818,829.604,-146.786,-456.383887,Charge,309.597888,309.597887,16.975526,15.17,optimal,-324.645076,-35.00087,-21.618184,-23.333913,-15.784706,-54.560179,-53.187596,-54.560179,-22.647621,-0.0,-0.0,-40.834348,-12.353248,-65.540844,-17.843581,-15.44156,-23.677059
21,1,7-Jan-13,10:30,0.06,710.68,970.704,710.68,970.704,-260.024,-569.622357,Charge,309.598358,309.598357,19.116964,16.93,optimal,-324.645076,-43.685324,-26.982112,-29.123549,-19.701224,-68.09771,-66.38456,-68.09771,-28.266974,-0.0,-0.0,-50.966211,-15.41835,-81.80291,-22.270949,-19.272937,-29.551837
22,1,7-Jan-13,11:00,0.06,757.052,1171.376,757.052,1171.376,-414.324,-723.922823,Charge,309.598823,309.598823,21.838478,19.14,optimal,-324.645076,-55.518893,-34.291081,-37.012595,-25.037932,-86.544157,-84.366946,-86.544157,-35.92399,-0.0,-0.0,-64.772042,-19.594903,-103.961849,-28.303749,-24.493629,-37.556898
23,1,7-Jan-13,11:30,0.06,721.462,1275.472,721.462,1275.472,-554.01,-863.609282,Charge,309.599283,309.599282,25.085129,21.94,optimal,-324.645076,-66.231689,-40.907808,-44.15446,-29.869193,-103.243516,-100.646195,-103.243516,-42.855799,-0.0,-0.0,-77.270304,-23.37589,-124.022085,-33.765175,-29.219863,-44.80379
24,1,7-Jan-13,12:00,0.06,763.036,1318.254,763.036,1318.254,-555.218,-864.817734,Charge,309.599734,309.599734,28.336324,25.17,optimal,-324.645076,-66.324368,-40.965051,-44.216245,-29.910989,-103.387985,-100.787029,-103.387985,-42.915767,-0.0,-0.0,-77.378429,-23.4086,-124.195629,-33.812423,-29.26075,-44.866484
25,1,7-Jan-13,12:30,0.06,817.948,1394.428,817.948,1394.428,-576.48,-886.080176,Charge,309.600177,309.600176,31.667452,28.42,optimal,-324.645076,-67.955021,-41.972219,-45.303347,-30.646382,-105.929886,-103.264983,-105.929886,-43.970896,-0.0,-0.0,-79.280858,-23.984125,-127.249108,-34.643736,-29.980156,-45.969573
26,1,7-Jan-13,13:00,0.06,850.872,1450.29,850.872,1450.29,-599.418,-909.018607,Charge,309.600608,309.600607,35.084815,31.76,optimal,-324.645076,-69.714209,-43.058776,-46.476139,-31.439741,-108.672149,-105.938259,-108.672149,-45.109194,-0.0,-0.0,-81.333244,-24.605015,-130.543274,-35.540577,-30.756269,-47.159612
27,1,7-Jan-13,13:30,0.06,832.132,1468.562,832.132,1468.562,-636.43,-946.031026,Charge,309.601026,309.601026,38.641323,35.21,optimal,-324.645076,-72.552755,-44.811996,-48.368504,-32.71987,-113.096942,-110.251736,-113.096942,-46.945901,-0.0,-0.0,-84.644881,-25.606855,-135.858591,-36.987679,-32.008569,-49.079805
28,1,7-Jan-13,14:00,0.06,867.434,1539.744,867.434,1539.744,-672.31,-981.91143,Charge,309.601431,309.60143,42.332719,38.8,optimal,-324.645076,-75.304486,-46.511594,-50.20299,-33.960846,-117.386404,-114.433287,-117.386404,-48.726432,-0.0,-0.0,-87.855233,-26.578054,-141.011341,-38.390522,-33.222567,-50.94127
29,1,7-Jan-13,14:30,0.3,966.92,1537.734,966.92,1537.734,-570.814,-432.734342,Charge,-138.079657,-138.079658,43.95954,42.27,optimal,-324.645076,-33.187145,-20.497943,-22.124763,-14.966752,-51.732903,-50.431446,-51.732903,-21.474035,-0.0,-0.0,-38.718336,-11.71311,-62.144556,-16.918937,-14.641388,-22.450128
30,1,7-Jan-13,15:00,0.3,1001.206,1483.066,1001.206,1483.066,-481.86,-343.780417,Charge,-138.079582,-138.079583,45.251948,43.85,optimal,-324.645076,-26.365115,-16.284336,-17.576743,-11.89015,-41.098561,-40.064635,-41.098561,-17.05978,-0.0,-0.0,-30.7593,-9.305335,-49.36997,-13.441039,-11.631668,-17.835225
31,1,7-Jan-13,15:30,0.3,1117.768,1391.096,1117.768,1391.096,-273.328,-135.248492,Charge,-138.079508,-138.079508,45.760401,45.05,optimal,-324.645076,-10.372441,-6.406507,-6.91496,-4.677767,-16.168805,-15.762042,-16.168805,-6.711579,-0.0,-0.0,-12.101181,-3.660861,-19.422904,-5.287911,-4.576077,-7.016651
32,1,7-Jan-13,16:00,0.3,1215.124,1279.638,1215.124,1279.638,-64.514,73.565435,Discharge,-138.079434,-138.079435,45.483839,45.46,optimal,-324.645076,5.64186,3.484678,3.76124,2.544368,8.794665,8.573415,8.794665,3.650616,0.0,0.0,6.58217,1.991245,10.56466,2.876243,2.489056,3.816553
33,1,7-Jan-13,16:30,0.3,1177.174,1106.536,1177.174,1106.536,70.638,208.717362,Discharge,-138.079361,-138.079362,44.699187,45.11,optimal,-324.645076,16.006895,9.886612,10.671264,7.218796,24.951925,24.324204,24.951925,10.357403,0.0,0.0,18.674711,5.649492,29.973696,8.160378,7.061866,10.828194
34,1,7-Jan-13,17:00,0.3,1190.878,914.84,1190.878,914.84,276.038,414.117289,Discharge,-138.079288,-138.079289,43.142355,44.25,optimal,-324.645076,31.759371,19.616082,21.172914,14.322854,49.507255,48.261789,49.507255,20.550181,0.0,0.0,37.0526,11.20919,59.470979,16.191052,14.011487,21.48428
35,1,7-Jan-13,17:30,0.3,1282.982,728.164,1282.982,728.164,554.818,692.897218,Discharge,-138.079217,-138.079218,40.537478,42.58,optimal,-324.645076,53.139486,32.821447,35.426324,23.964866,82.835081,80.75118,82.835081,34.384373,0.0,0.0,61.996067,18.755113,99.506292,27.090718,23.443891,35.947299
36,1,7-Jan-13,18:00,0.3,1461.024,523.1,1461.024,523.1,937.924,1076.003148,Discharge,-138.079147,-138.079148,36.492354,39.83,optimal,-324.645076,82.520542,50.96857,55.013695,37.215146,128.634963,125.398863,128.634963,53.395645,0.0,0.0,96.273966,29.124897,154.52376,42.069296,36.406122,55.82272
37,1,7-Jan-13,18:30,0.3,1475.752,325.53,1475.752,325.53,1150.222,1288.301079,Discharge,-138.079078,-138.079079,31.649117,35.69,optimal,-324.645076,98.802038,61.024788,65.868025,44.557782,154.014941,150.140351,154.014941,63.93073,0.0,0.0,115.269044,34.871307,185.011659,50.369666,43.589134,66.836673
38,1,7-Jan-13,19:00,0.3,1447.248,165.692,1447.248,165.692,1281.556,1419.63501,Discharge,-138.079009,-138.07901,26.312143,30.78,optimal,-324.645076,108.874264,67.245869,72.582843,49.100158,169.715764,165.446185,169.715764,70.448053,0.0,0.0,127.019975,38.426211,203.872396,55.504527,48.032764,73.650237
39,1,7-Jan-13,19:30,0.3,1341.372,67.068,1341.372,67.068,1274.304,1412.382943,Discharge,-138.078942,-138.078943,21.002432,25.45,optimal,-324.645076,108.31809,66.90235,72.21206,48.849335,168.848788,164.60102,168.848788,70.088176,0.0,0.0,126.371105,38.229914,202.830934,55.220987,47.787393,73.274002
40,1,7-Jan-13,20:00,0.3,1296.616,12.324,1296.616,12.324,1284.292,1422.370877,Discharge,-138.078876,-138.078877,15.655173,20.15,optimal,-324.645076,109.084082,67.375463,72.722722,49.194782,170.042834,165.765027,170.042834,70.583818,0.0,0.0,127.264763,38.500264,204.265291,55.611493,48.12533,73.792173
41,1,7-Jan-13,20:30,0.06,1239.91,0.068,1239.91,0.068,1239.842,930.235852,Discharge,309.606149,309.606148,12.158046,14.99,optimal,-324.645076,71.341396,44.063804,47.560931,32.173571,111.208647,108.410945,111.208647,46.16208,0.0,0.0,83.231629,25.179316,133.590261,36.370124,31.474145,48.260356
42,1,7-Jan-13,21:00,0.06,1251.986,0.264,1251.986,0.264,1251.722,942.115553,Discharge,309.606448,309.606447,8.616258,11.51,optimal,-324.645076,72.252471,44.626526,48.168314,32.584448,112.628852,109.795422,112.628852,46.751599,0.0,0.0,84.29455,25.500872,135.296294,36.834593,31.87609,48.876672
43,1,7-Jan-13,21:30,0.06,1205.092,0.168,1205.092,0.168,1204.924,895.317289,Discharge,309.606712,309.606711,5.250404,7.99,optimal,-324.645076,68.663431,42.409766,45.775621,30.965861,107.034172,104.341489,107.034172,44.429279,0.0,0.0,80.107336,24.234152,128.575641,35.004886,30.29269,46.448792
44,1,7-Jan-13,22:00,0.06,1250.378,0.0,1250.378,0.0,1250.378,940.77106,Discharge,309.606942,309.60694,1.713671,4.59,optimal,-324.645076,72.149359,44.56284,48.099573,32.537946,112.468119,109.638733,112.468119,46.68488,0.0,0.0,84.174253,25.46448,135.103212,36.782026,31.8306,48.80692
45,1,7-Jan-13,22:30,0.03,1158.618,0.066,1158.618,0.066,1158.552,289.337127,Discharge,869.214874,869.214873,0.625937,1.31,optimal,-324.645076,22.189765,13.705443,14.793176,10.007149,34.589927,33.71974,34.589927,14.358083,0.0,0.0,25.888059,7.831682,41.551422,11.312429,9.789602,15.010723
46,1,7-Jan-13,23:00,0.03,1021.238,0.258,1021.238,0.258,1020.98,151.764884,Discharge,869.215117,869.215116,0.055392,0.28,optimal,-324.645076,11.639111,7.188863,7.759408,5.249011,18.143321,17.686885,18.143321,7.53119,0.0,0.0,13.578963,4.107922,21.794807,5.933665,5.134902,7.873517
47,1,7-Jan-13,23:30,0.03,884.048,0.108,884.048,0.108,883.94,14.724798,Discharge,869.215203,869.215202,3.6e-05,0.0,optimal,-324.645076,1.12927,0.69749,0.752847,0.509279,1.760333,1.716048,1.760333,0.730704,0.0,0.0,1.317482,0.398566,2.114614,0.575706,0.498207,0.763918
48,1,8-Jan-13,0:00,0.03,787.258,0.216,787.258,0.216,787.042,-82.140771,Charge,869.18277,869.182771,0.308836,0.02,optimal,-324.645076,-6.299518,-3.890879,-4.199679,-2.840959,-9.819837,-9.572797,-9.819837,-4.076159,-0.0,-0.0,-7.349437,-2.223359,-11.796156,-3.211519,-2.779199,-4.261438
49,2,8-Jan-13,0:30,0.03,757.586,0.176,757.586,0.176,757.41,-1190.707054,Charge,1948.117054,1948.117054,5.774459,0.74,optimal,1150.962248,-91.317383,-56.401913,-60.878255,-41.182349,-142.347685,-138.766612,-142.347685,-59.087718,-0.0,-0.0,-106.536947,-32.229665,-170.996276,-46.55396,-40.287081,-61.773524
50,2,8-Jan-13,1:00,0.03,684.528,0.0,684.528,0.0,684.528,-1263.589371,Charge,1948.117371,1948.117371,10.524795,5.23,optimal,1150.962248,-96.906854,-59.854233,-64.604569,-43.703091,-151.060684,-147.260415,-151.060684,-62.704435,-0.0,-0.0,-113.057996,-34.202419,-181.462834,-49.403494,-42.753024,-65.554637
51,2,8-Jan-13,1:30,0.03,601.122,0.164,601.122,0.164,600.958,-1347.159784,Charge,1948.117784,1948.117784,15.589306,10.01,optimal,1150.962248,-103.316014,-63.812832,-68.877342,-46.593496,-161.051433,-156.999824,-161.051433,-66.851538,-0.0,-0.0,-120.535349,-36.464475,-193.4643,-52.670909,-45.580594,-69.890244
52,2,8-Jan-13,2:00,0.03,559.964,0.156,559.964,0.156,559.808,-1388.310288,Charge,1948.118288,1948.118288,20.808517,15.07,optimal,1150.962248,-106.471917,-65.762066,-70.981278,-48.016747,-165.970929,-161.79556,-165.970929,-68.893593,-0.0,-0.0,-124.217236,-37.578324,-199.373883,-54.279801,-46.972904,-72.02512
53,2,8-Jan-13,2:30,0.03,585.936,0.296,585.936,0.296,585.64,-1362.478876,Charge,1948.118876,1948.118876,25.930618,20.26,optimal,1150.962248,-104.490861,-64.538473,-69.660574,-47.12333,-162.882813,-158.785132,-162.882813,-67.611734,-0.0,-0.0,-121.906005,-36.879127,-195.66426,-53.269851,-46.098909,-70.684994
54,2,8-Jan-13,3:00,0.03,558.69,0.2,558.69,0.2,558.49,-1389.629538,Charge,1948.119538,1948.119538,31.15479,25.37,optimal,1150.962248,-106.573092,-65.824557,-71.048728,-48.062375,-166.128644,-161.949307,-166.128644,-68.95906,-0.0,-0.0,-124.335274,-37.614033,-199.56334,-54.33138,-47.017541,-72.093563
55,2,8-Jan-13,3:30,0.03,575.054,0.0,575.054,0.0,575.054,-1373.066266,Charge,1948.120266,1948.120266,36.316693,30.61,optimal,1150.962248,-105.302826,-65.039981,-70.201884,-47.48951,-164.148524,-160.019001,-164.148524,-68.137123,-0.0,-0.0,-122.853297,-37.165703,-197.184704,-53.683794,-46.457129,-71.234265
56,2,8-Jan-13,4:00,0.03,568.032,0.06,568.032,0.06,567.972,-1380.149048,Charge,1948.121048,1948.121048,41.505223,35.76,optimal,1150.962248,-105.846017,-65.375481,-70.564011,-47.734478,-164.995262,-160.844438,-164.995262,-68.488599,-0.0,-0.0,-123.48702,-37.357418,-198.201856,-53.960715,-46.696772,-71.601718
57,2,8-Jan-13,4:30,0.03,571.316,0.108,571.316,0.108,571.208,-1376.913873,Charge,1948.121873,1948.121873,46.681591,40.96,optimal,1150.962248,-105.597906,-65.222236,-70.398604,-47.622585,-164.608501,-160.467406,-164.608501,-68.328057,-0.0,-0.0,-123.197557,-37.269849,-197.737255,-53.834227,-46.587311,-71.433878
58,2,8-Jan-13,5:00,0.03,560.216,0.44,560.216,0.44,559.776,-1388.346727,Charge,1948.122727,1948.122727,51.90094,46.15,optimal,1150.962248,-106.474711,-65.763792,-70.983141,-48.018007,-165.975285,-161.799807,-165.975285,-68.895401,-0.0,-0.0,-124.220497,-37.57931,-199.379116,-54.281225,-46.974137,-72.027011
59,2,8-Jan-13,5:30,0.03,559.922,0.232,559.922,0.232,559.69,-1388.433598,Charge,1948.123598,1948.123598,57.120615,51.35,optimal,1150.962248,-106.481374,-65.767907,-70.987582,-48.021012,-165.985671,-161.809931,-165.985671,-68.899712,-0.0,-0.0,-124.228269,-37.581661,-199.391592,-54.284622,-46.977077,-72.031518
60,2,8-Jan-13,6:00,0.03,587.524,0.228,587.524,0.228,587.296,-1360.828473,Charge,1948.124473,1948.124473,62.236511,56.54,optimal,1150.962248,-104.364289,-64.460296,-69.576193,-47.066248,-162.685509,-158.592792,-162.685509,-67.529834,-0.0,-0.0,-121.758337,-36.834455,-195.427247,-53.205324,-46.043069,-70.599372
61,2,8-Jan-13,6:30,0.03,604.91,9.206,604.91,9.206,595.704,-1352.421336,Charge,1948.125336,1948.125336,67.320802,61.64,optimal,1150.962248,-103.719531,-64.062063,-69.146354,-46.775475,-161.680445,-157.613013,-161.680445,-67.112638,-0.0,-0.0,-121.00612,-36.606893,-194.219906,-52.876624,-45.758617,-70.163212
62,2,8-Jan-13,7:00,0.03,661.894,64.44,661.894,64.44,597.454,-1350.672174,Charge,1948.126174,1948.126174,72.398517,66.73,optimal,1150.962248,-103.585385,-63.979208,-69.056923,-46.714977,-161.471335,-157.409163,-161.471335,-67.025837,-0.0,-0.0,-120.849616,-36.559548,-193.968711,-52.808235,-45.699434,-70.072466
63,2,8-Jan-13,7:30,0.06,689.118,175.972,689.118,175.972,513.146,-335.917386,Charge,849.063386,849.063386,73.661364,71.45,optimal,1150.962248,-25.762085,-15.911876,-17.174724,-11.618195,-40.158545,-39.148267,-40.158545,-16.669585,-0.0,-0.0,-30.055766,-9.092501,-48.240767,-13.133612,-11.365626,-17.427293
64,2,8-Jan-13,8:00,0.06,743.098,314.808,743.098,314.808,428.29,-420.773748,Charge,849.063748,849.063748,75.243221,72.75,optimal,1150.962248,-32.269866,-19.931388,-21.513244,-14.553077,-50.303027,-49.037542,-50.303027,-20.880502,-0.0,-0.0,-37.648177,-11.389365,-60.426907,-16.451304,-14.236706,-21.829616
65,2,8-Jan-13,8:30,0.06,823.554,443.502,823.554,443.502,380.052,-469.012096,Charge,849.064096,849.064096,77.006424,74.34,optimal,1150.962248,-35.969349,-22.216362,-23.979566,-16.221471,-56.069867,-54.659304,-56.069867,-23.274284,-0.0,-0.0,-41.96424,-12.695064,-67.354369,-18.337315,-15.86883,-24.332206
66,2,8-Jan-13,9:00,0.06,851.35,595.642,851.35,595.642,255.708,-593.356425,Charge,849.064425,849.064425,79.237087,76.16,optimal,1150.962248,-45.50553,-28.106357,-30.33702,-20.522102,-70.935091,-69.150561,-70.935091,-29.444755,-0.0,-0.0,-53.089785,-16.060775,-85.211336,-23.198898,-20.075969,-30.783153
67,2,8-Jan-13,9:30,0.06,888.854,789.788,888.854,789.788,99.066,-749.998735,Charge,849.064735,849.064735,82.056631,78.47,optimal,1150.962248,-57.5187,-35.526256,-38.3458,-25.939806,-89.661503,-87.405868,-89.661503,-37.217982,-0.0,-0.0,-67.10515,-20.300718,-107.706585,-29.323259,-25.375897,-38.909709
68,2,8-Jan-13,10:00,0.06,993.1,982.948,993.1,982.948,10.152,-838.913021,Charge,849.065021,849.065021,85.21044,81.34,optimal,1150.962248,-64.33769,-39.737985,-42.891794,-29.015037,-100.291106,-97.768059,-100.291106,-41.63027,-0.0,-0.0,-75.060639,-22.70742,-120.475479,-32.799607,-28.384275,-43.522555
69,2,8-Jan-13,10:30,0.06,1218.084,1036.966,1218.084,1036.966,181.118,-667.947282,Charge,849.065282,849.065282,87.72152,84.42,optimal,1150.962248,-51.226032,-31.639608,-34.150688,-23.101936,-79.852344,-77.84348,-79.852344,-33.146256,-0.0,-0.0,-59.763704,-18.079776,-95.923256,-26.115232,-22.59972,-34.652904
70,2,8-Jan-13,11:00,0.06,1283.24,1090.962,1283.24,1090.962,192.278,-656.787516,Charge,849.065516,849.065516,90.190646,86.91,optimal,1150.962248,-50.37017,-31.110988,-33.580114,-22.715959,-78.518207,-76.542906,-78.518207,-32.592463,-0.0,-0.0,-58.765199,-17.777707,-94.320613,-25.67891,-22.222134,-34.073939
71,2,8-Jan-13,11:30,0.06,1446.28,1178.128,1446.28,1178.128,268.152,-580.91372,Charge,849.06572,849.06572,92.374532,89.34,optimal,1150.962248,-44.551278,-27.516966,-29.700852,-20.091753,-69.44758,-67.700471,-69.44758,-28.827297,-0.0,-0.0,-51.976491,-15.72398,-83.424452,-22.712416,-19.654975,-30.137629
72,2,8-Jan-13,12:00,0.06,1578.538,1355.272,1578.538,1355.272,223.266,-625.799893,Charge,849.065893,849.065893,94.727163,91.56,optimal,1150.962248,-47.993676,-29.643153,-31.995784,-21.644207,-74.813671,-72.931567,-74.813671,-31.054732,-0.0,-0.0,-55.992622,-16.938944,-89.870511,-24.467364,-21.173681,-32.46631
73,2,8-Jan-13,12:30,0.06,1841.69,1500.324,1841.69,1500.324,341.366,-507.700034,Charge,849.066034,849.066034,96.63581,93.87,optimal,1150.962248,-38.936394,-24.048949,-25.957596,-17.55955,-60.694966,-59.168049,-60.694966,-25.194137,-0.0,-0.0,-45.425792,-13.742257,-72.910306,-19.849926,-17.177821,-26.339325
74,2,8-Jan-13,13:00,0.06,1973.82,1516.364,1973.82,1516.364,457.456,-391.61014,Charge,849.06614,849.06614,98.108028,95.73,optimal,1150.962248,-30.033259,-18.549954,-20.022173,-13.544411,-46.816551,-45.638776,-46.816551,-19.433285,-0.0,-0.0,-35.038802,-10.599974,-56.238749,-15.311073,-13.249967,-20.316616
75,2,8-Jan-13,13:30,0.06,2069.084,1576.776,2069.084,1576.776,492.308,-356.758212,Charge,849.066212,849.066212,99.449225,97.19,optimal,1150.962248,-27.360404,-16.899073,-18.240269,-12.339006,-42.650042,-41.577085,-42.650042,-17.703791,-0.0,-0.0,-31.920472,-9.656613,-51.233698,-13.948441,-12.070767,-18.508509
76,2,8-Jan-13,14:00,0.06,2252.562,1550.002,2252.562,1550.002,702.56,-146.506248,Charge,849.066248,849.066248,100.0,98.44,optimal,1150.962248,-11.235818,-6.93977,-7.490545,-5.067133,-17.514657,-17.074036,-17.514657,-7.270235,-0.0,-0.0,-13.108454,-3.965583,-21.039619,-5.728064,-4.956978,-7.6007
77,2,8-Jan-13,14:30,0.3,2376.652,1383.374,2376.652,1383.374,993.278,735.889688,Discharge,257.388312,257.388312,97.233497,98.65,optimal,1150.962248,56.436653,34.857933,37.624435,25.451824,87.974782,85.76158,87.974782,36.517834,0.0,0.0,65.842762,19.918819,105.680399,28.771627,24.898523,38.177736
