step,day,date_label,profile_time,eta_per_kwh,p_load_forecast_total_kw,p_pv_forecast_total_kw,p_load_actual_total_kw,p_pv_actual_total_kw,baseline_grid_actual_kw,pbat_aggregate_kw,battery_action,grid_forecast_qp_kw,grid_actual_calculated_kw,soc_predicted_pct,soc646_measured_pct,qp_status,qp_objective_day,pbat_646_B_kw,pbat_645_B_kw,pbat_611_C_kw,pbat_652_A_kw,pbat_671_A_kw,pbat_671_B_kw,pbat_671_C_kw,pbat_692_C_kw,pbat_692_B_kw,pbat_692_A_kw,pbat_675_C_kw,pbat_675_B_kw,pbat_675_A_kw,pbat_634_C_kw,pbat_634_B_kw,pbat_634_A_kw
27,1,7-Jan-13,13:30,0.06,832.132,1468.562,832.132,1468.562,-636.43,-427.692504,Charge,-208.73749,-208.737496,98.257694,96.77,optimal,-2041.136296,-32.800478,-20.259119,-21.866985,-14.792372,-51.130156,-49.843863,-51.130156,-21.223839,-0.0,-0.0,-38.267224,-11.576639,-61.420502,-16.721812,-14.470799,-22.188558
28,1,7-Jan-13,14:00,0.06,867.434,1539.744,867.434,1539.744,-672.31,-463.560353,Charge,-208.749642,-208.749647,100.000402,98.41,optimal,-2041.136296,-35.551245,-21.958122,-23.70083,-16.032914,-55.418117,-54.023951,-55.418117,-23.003747,-0.0,-0.0,-41.476453,-12.547498,-66.571449,-18.124164,-15.684373,-24.049372
29,1,7-Jan-13,14:30,0.3,966.92,1537.734,966.92,1537.734,-570.814,929.129782,Discharge,-1499.943809,-1499.943782,96.507433,99.65,optimal,-2041.136296,71.25657,44.011411,47.50438,32.135316,111.076418,108.282042,111.076418,46.107192,0.0,0.0,83.132665,25.149378,133.43142,36.326879,31.436722,48.202974
30,1,7-Jan-13,15:00,0.3,1001.206,1483.066,1001.206,1483.066,-481.86,1018.0921,Discharge,-1499.95213,-1499.9521,92.680019,96.13,optimal,-2041.136296,78.079244,48.225415,52.052829,35.212208,121.711762,118.649831,121.711762,50.521864,0.0,0.0,91.092451,27.55738,146.207211,39.805105,34.446725,52.818312
31,1,7-Jan-13,15:30,0.3,1117.768,1391.096,1117.768,1391.096,-273.328,1226.62714,Discharge,-1499.955171,-1499.95514,88.068639,92.23,optimal,-2041.136296,94.072157,58.103391,62.714771,42.424698,146.641891,142.952787,146.641891,60.870219,0.0,0.0,109.750849,33.201938,176.154725,47.958354,41.502422,63.637047
32,1,7-Jan-13,16:00,0.3,1215.124,1279.638,1215.124,1279.638,-64.514,1435.444901,Discharge,-1499.958934,-1499.958901,82.672229,87.54,optimal,-2041.136296,110.086752,67.994758,73.391168,49.646967,171.605819,167.288691,171.605819,71.232604,0.0,0.0,128.434544,38.854148,206.142839,56.122658,48.567685,74.47045
33,1,7-Jan-13,16:30,0.3,1177.174,1106.536,1177.174,1106.536,70.638,1570.601444,Discharge,-1499.963477,-1499.963444,76.767712,82.1,optimal,-2041.136296,120.452141,74.396911,80.301427,54.321554,187.763631,183.040018,187.763631,77.939621,0.0,0.0,140.527498,42.51252,225.552538,61.406974,53.14065,81.482331
34,1,7-Jan-13,17:00,0.3,1190.878,914.84,1190.878,914.84,276.038,1776.006659,Discharge,-1499.968693,-1499.968659,70.090996,76.14,optimal,-2041.136296,136.205022,84.126631,90.803348,61.425794,212.319593,206.97822,212.319593,88.132661,0.0,0.0,158.905859,48.072361,255.05058,69.437854,60.090451,92.138691
35,1,7-Jan-13,17:30,0.3,1282.982,728.164,1282.982,728.164,554.818,2054.792489,Discharge,-1499.974523,-1499.974489,62.366212,69.37,optimal,-2041.136296,157.585589,97.332276,105.05706,71.068011,245.648125,239.468298,245.648125,101.967146,0.0,0.0,183.849854,55.618443,295.086741,80.337751,69.523054,106.602016
36,1,7-Jan-13,18:00,0.3,1461.024,523.1,1461.024,523.1,937.924,2437.904862,Discharge,-1499.980896,-1499.980862,53.201156,61.48,optimal,-2041.136296,186.96714,115.479704,124.64476,84.318514,291.448777,284.116732,291.448777,120.978738,0.0,0.0,218.12833,65.988402,350.105134,95.316581,82.485503,126.477771
37,1,7-Jan-13,18:30,0.3,1475.752,325.53,1475.752,325.53,1150.222,2650.209901,Discharge,-1499.987933,-1499.987901,43.237961,52.23,optimal,-2041.136296,203.24918,125.536258,135.499454,91.661395,316.829605,308.859049,316.829605,131.514176,0.0,0.0,237.124044,71.735005,380.594053,103.617229,89.668756,137.492093
38,1,7-Jan-13,19:00,0.3,1447.248,165.692,1447.248,165.692,1281.556,2781.551482,Discharge,-1499.995513,-1499.995482,32.781,42.23,optimal,-2041.136296,213.321993,131.757702,142.214662,96.204036,332.531343,324.165774,332.531343,138.031878,0.0,0.0,248.875659,75.290115,399.455889,108.752389,94.112644,144.306054
39,1,7-Jan-13,19:30,0.3,1341.372,67.068,1341.372,67.068,1274.304,2774.307451,Discharge,-1500.003481,-1500.003451,22.351273,31.79,optimal,-2041.136296,212.766436,131.414563,141.844291,95.953491,331.665327,323.321545,331.665327,137.6724,0.0,0.0,248.227509,75.094036,398.415581,108.469164,93.867545,143.930236
40,1,7-Jan-13,20:00,0.3,1296.616,12.324,1296.616,12.324,1284.292,2784.303764,Discharge,-1500.011791,-1500.011764,11.883966,21.34,optimal,-2041.136296,213.533071,131.888073,142.35538,96.299228,332.860375,324.486529,332.860375,138.168457,0.0,0.0,249.121916,75.364613,399.851142,108.859997,94.205766,144.448842
41,1,7-Jan-13,20:30,0.06,1239.91,0.068,1239.91,0.068,1239.842,-494.18785,Charge,1734.029831,1734.02985,13.741815,12.09,optimal,-2041.136296,-37.900121,-23.408898,-25.266747,-17.092211,-59.0796,-57.593321,-59.0796,-24.523608,-0.0,-0.0,-44.216808,-13.376513,-70.969834,-19.32163,-16.720642,-25.638317
42,1,7-Jan-13,21:00,0.06,1251.986,0.264,1251.986,0.264,1251.722,-482.308478,Charge,1734.030462,1734.030478,15.555005,13.95,optimal,-2041.136296,-36.989071,-22.846191,-24.659381,-16.681346,-57.659435,-56.208883,-57.659435,-23.934105,-0.0,-0.0,-43.153916,-13.054966,-69.263849,-18.857174,-16.318708,-25.022019
43,1,7-Jan-13,21:30,0.06,1205.092,0.168,1205.092,0.168,1204.924,-529.105216,Charge,1734.029201,1734.029216,17.544122,15.78,optimal,-2041.136296,-40.577994,-25.062879,-27.051996,-18.29988,-63.253932,-61.662638,-63.253932,-26.256349,-0.0,-0.0,-47.340993,-14.321645,-75.984283,-20.68682,-17.902056,-27.449819
44,1,7-Jan-13,22:00,0.06,1250.378,0.0,1250.378,0.0,1250.378,-483.647316,Charge,1734.025299,1734.025316,19.362345,17.77,optimal,-2041.136296,-37.091749,-22.90961,-24.727833,-16.727652,-57.819491,-56.364913,-57.819491,-24.000543,-0.0,-0.0,-43.273707,-13.091206,-69.456118,-18.909519,-16.364007,-25.091477
45,1,7-Jan-13,22:30,0.03,1158.618,0.066,1158.618,0.066,1158.552,-1841.47716,Charge,3000.029132,3000.02916,26.285191,20.1,optimal,-2041.136296,-141.226068,-87.227865,-94.150712,-63.690187,-220.146518,-214.60824,-220.146518,-91.381573,-0.0,-0.0,-164.763746,-49.844495,-264.452735,-71.997603,-62.305618,-95.535281
46,1,7-Jan-13,23:00,0.03,1021.238,0.258,1021.238,0.258,1020.98,-1979.051987,Charge,3000.031957,3000.031987,33.725237,27.06,optimal,-2041.136296,-151.776919,-93.744568,-101.184613,-68.448415,-236.593433,-230.641397,-236.593433,-98.208595,-0.0,-0.0,-177.073073,-53.568324,-284.209722,-77.376469,-66.960406,-102.672622
47,1,7-Jan-13,23:30,0.03,884.048,0.108,884.048,0.108,883.94,-2116.093983,Charge,3000.033951,3000.033983,41.680477,34.56,optimal,-2041.136296,-162.286907,-100.236031,-108.191271,-73.188213,-252.976649,-246.612457,-252.976649,-105.009175,-0.0,-0.0,-189.334725,-57.277732,-303.890189,-82.734502,-71.597165,-109.782319
48,1,8-Jan-13,0:00,0.03,787.258,0.216,787.258,0.216,787.042,-2212.993071,Charge,3000.035038,3000.035071,50.0,42.54,optimal,-2041.136296,-169.718266,-104.825988,-113.14551,-76.53961,-264.560826,-257.905207,-264.560826,-109.817701,-0.0,-0.0,-198.004643,-59.900564,-317.805772,-86.523037,-74.875705,-114.809415
49,2,8-Jan-13,0:30,0.03,757.586,0.176,757.586,0.176,757.41,-790.006985,Charge,1547.416986,1547.416985,52.969951,50.34,optimal,-1590.456586,-60.587002,-37.421383,-40.391335,-27.32355,-94.444444,-92.068483,-94.444444,-39.203354,-0.0,-0.0,-70.684835,-21.383648,-113.452131,-30.887491,-26.72956,-40.985325
50,2,8-Jan-13,1:00,0.03,684.528,0.0,684.528,0.0,684.528,-862.878853,Charge,1547.406853,1547.406853,56.213856,53.36,optimal,-1590.456586,-66.175671,-40.873209,-44.117114,-29.84393,-103.156194,-100.561069,-103.156194,-42.819552,-0.0,-0.0,-77.20495,-23.356119,-123.917189,-33.736617,-29.195149,-44.765895
51,2,8-Jan-13,1:30,0.03,601.122,0.164,601.122,0.164,600.958,-946.429081,Charge,1547.387082,1547.387081,59.77186,56.63,optimal,-1590.456586,-72.583283,-44.830851,-48.388855,-32.733637,-113.144529,-110.298126,-113.144529,-46.965654,-0.0,-0.0,-84.680497,-25.617629,-135.915755,-37.003242,-32.022037,-49.100456
52,2,8-Jan-13,2:00,0.03,559.964,0.156,559.964,0.156,559.808,-987.550633,Charge,1547.358634,1547.358633,63.484457,60.22,optimal,-1590.456586,-75.736966,-46.778714,-50.491311,-34.155887,-118.060564,-115.090487,-118.060564,-49.006272,-0.0,-0.0,-88.359794,-26.730694,-141.821181,-38.611002,-33.413367,-51.23383
53,2,8-Jan-13,2:30,0.03,585.936,0.296,585.936,0.296,585.64,-961.682901,Charge,1547.322902,1547.322901,67.099806,63.93,optimal,-1590.456586,-73.753125,-45.553401,-49.16875,-33.261213,-114.968106,-112.075827,-114.968106,-47.72261,-0.0,-0.0,-86.045312,-26.030515,-138.106341,-37.599632,-32.538143,-49.89182
54,2,8-Jan-13,3:00,0.03,558.69,0.2,558.69,0.2,558.49,-988.791641,Charge,1547.281641,1547.281641,70.817068,67.57,optimal,-1590.456586,-75.832141,-46.837499,-50.554761,-34.198809,-118.208926,-115.235116,-118.208926,-49.067856,-0.0,-0.0,-88.470831,-26.764285,-141.999401,-38.659523,-33.455356,-51.298213
55,2,8-Jan-13,3:30,0.03,575.054,0.0,575.054,0.0,575.054,-972.182892,Charge,1547.236892,1547.236892,74.471891,71.29,optimal,-1590.456586,-74.558387,-46.050769,-49.705591,-33.624371,-116.223368,-113.29951,-116.223368,-48.243662,-0.0,-0.0,-86.984785,-26.314725,-139.614235,-38.010158,-32.893406,-50.436556
56,2,8-Jan-13,4:00,0.03,568.032,0.06,568.032,0.06,567.972,-979.218882,Charge,1547.190882,1547.190882,78.153165,74.97,optimal,-1590.456586,-75.097989,-46.384052,-50.065326,-33.867721,-117.064513,-114.119494,-117.064513,-48.592817,-0.0,-0.0,-87.614321,-26.505173,-140.624667,-38.28525,-33.131466,-50.801581
57,2,8-Jan-13,4:30,0.03,571.316,0.108,571.316,0.108,571.208,-975.937921,Charge,1547.14592,1547.145921,81.822104,78.65,optimal,-1590.456586,-74.846367,-46.228638,-49.897578,-33.754244,-116.672278,-113.737126,-116.672278,-48.430002,-0.0,-0.0,-87.320761,-26.416365,-140.153491,-38.156971,-33.020456,-50.631366
58,2,8-Jan-13,5:00,0.03,560.216,0.44,560.216,0.44,559.776,-987.328284,Charge,1547.104283,1547.104284,85.533865,82.33,optimal,-1590.456586,-75.719913,-46.768182,-50.479942,-34.148196,-118.033983,-115.064574,-118.033983,-48.995238,-0.0,-0.0,-88.339899,-26.724675,-141.78925,-38.602309,-33.405844,-51.222294
59,2,8-Jan-13,5:30,0.03,559.922,0.232,559.922,0.232,559.69,-987.3781,Charge,1547.068099,1547.0681,89.245813,86.05,optimal,-1590.456586,-75.723734,-46.770542,-50.482489,-34.149919,-118.039938,-115.07038,-118.039938,-48.99771,-0.0,-0.0,-88.344356,-26.726024,-141.796404,-38.604257,-33.40753,-51.224879
60,2,8-Jan-13,6:00,0.03,587.524,0.228,587.524,0.228,587.296,-959.743237,Charge,1547.039236,1547.039237,92.85387,89.77,optimal,-1590.456586,-73.604369,-45.461522,-49.069579,-33.194127,-114.736222,-111.849776,-114.736222,-47.626356,-0.0,-0.0,-85.871763,-25.978012,-137.827788,-37.523796,-32.472516,-49.79119
61,2,8-Jan-13,6:30,0.03,604.91,9.206,604.91,9.206,595.704,-951.315199,Charge,1547.019198,1547.019199,96.430243,93.39,optimal,-1590.456586,-72.958008,-45.062299,-48.638672,-32.902631,-113.728659,-110.867561,-113.728659,-47.208123,-0.0,-0.0,-85.117676,-25.749885,-136.617446,-37.194278,-32.187356,-49.353946
62,2,8-Jan-13,7:00,0.03,661.894,64.44,661.894,64.44,597.454,-949.555039,Charge,1547.009039,1547.009039,99.999999,96.97,optimal,-1590.456586,-72.823018,-44.978923,-48.548679,-32.841753,-113.518234,-110.662429,-113.518234,-47.120776,-0.0,-0.0,-84.960188,-25.702242,-136.364671,-37.12546,-32.127802,-49.26263
63,2,8-Jan-13,7:30,0.06,689.118,175.972,689.118,175.972,513.146,258.023794,Discharge,255.122206,255.122206,99.029984,99.9,optimal,-1590.456586,19.788291,12.22218,13.192194,8.924131,30.846454,30.070442,30.846454,12.804188,0.0,0.0,23.086339,6.984103,37.054545,10.088148,8.730128,13.386197
64,2,8-Jan-13,8:00,0.06,743.098,314.808,743.098,314.808,428.29,173.167742,Discharge,255.122258,255.122258,98.378978,98.95,optimal,-1590.456586,13.280534,8.202683,8.853689,5.98926,20.702008,20.181203,20.702008,8.593286,0.0,0.0,15.493956,4.687247,24.86845,6.770468,5.859059,8.98389
65,2,8-Jan-13,8:30,0.06,823.554,443.502,823.554,443.502,380.052,124.929574,Discharge,255.122426,255.122426,97.909318,98.33,optimal,-1590.456586,9.581065,5.917717,6.387377,4.320872,14.93519,14.559462,14.93519,6.199513,0.0,0.0,11.177909,3.381552,17.941014,4.884465,4.22694,6.481309
66,2,8-Jan-13,9:00,0.06,851.35,595.642,851.35,595.642,255.708,0.585304,Discharge,255.122696,255.122696,97.907117,97.89,optimal,-1590.456586,0.044888,0.027725,0.029925,0.020244,0.069972,0.068212,0.069972,0.029045,0.0,0.0,0.052369,0.015843,0.084055,0.022884,0.019804,0.030365
67,2,8-Jan-13,9:30,0.06,888.854,789.788,888.854,789.788,99.066,-156.057081,Charge,255.123081,255.123081,98.493798,97.95,optimal,-1590.456586,-11.968287,-7.392178,-7.978858,-5.397463,-18.656448,-18.187103,-18.656448,-7.744186,-0.0,-0.0,-13.963002,-4.224101,-22.411205,-6.10148,-5.280127,-8.096194
68,2,8-Jan-13,10:00,0.06,993.1,982.948,993.1,982.948,10.152,-244.971616,Charge,255.123616,255.123616,99.414744,98.57,optimal,-1590.456586,-18.787297,-11.603919,-12.524865,-8.472703,-29.28608,-28.549324,-29.28608,-12.156486,-0.0,-0.0,-21.918513,-6.630811,-35.180134,-9.577838,-8.288513,-12.709054
69,2,8-Jan-13,10:30,0.06,1218.084,1036.966,1218.084,1036.966,181.118,-74.006365,Charge,255.124365,255.124365,99.692963,99.44,optimal,-1590.456586,-5.675676,-3.505565,-3.783784,-2.559619,-8.847377,-8.624802,-8.847377,-3.672496,-0.0,-0.0,-6.621622,-2.00318,-10.627982,-2.893482,-2.503975,-3.839428
70,2,8-Jan-13,11:00,0.06,1283.24,1090.962,1283.24,1090.962,192.278,-62.847421,Charge,255.125421,255.125421,99.929232,99.73,optimal,-1590.456586,-4.819877,-2.976983,-3.213252,-2.17367,-7.513338,-7.324323,-7.513338,-3.118744,-0.0,-0.0,-5.62319,-1.701133,-9.025457,-2.457192,-2.126416,-3.260505
71,2,8-Jan-13,11:30,0.06,1446.28,1178.128,1446.28,1178.128,268.152,13.025085,Discharge,255.126915,255.126915,99.880265,99.94,optimal,-1590.456586,0.998916,0.616978,0.665944,0.450492,1.557134,1.517961,1.557134,0.646358,0.0,0.0,1.165402,0.352559,1.87052,0.509251,0.440698,0.675738
72,2,8-Jan-13,12:00,0.06,1578.538,1355.272,1578.538,1355.272,223.266,-31.863024,Charge,255.129024,255.129024,100.000051,99.91,optimal,-1590.456586,-2.44363,-1.509301,-1.629087,-1.102029,-3.809189,-3.71336,-3.809189,-1.581173,-0.0,-0.0,-2.850902,-0.862458,-4.575818,-1.245772,-1.078072,-1.653044
73,2,8-Jan-13,12:30,0.06,1841.69,1500.324,1841.69,1500.324,341.366,0.031505,Idle,341.334494,341.334495,99.999933,99.99,optimal,-1590.456586,0.002416,0.001492,0.001611,0.00109,0.003766,0.003672,0.003766,0.001563,0.0,0.0,0.002819,0.000853,0.004524,0.001232,0.001066,0.001634
74,2,8-Jan-13,13:00,0.06,1973.82,1516.364,1973.82,1516.364,457.456,0.001366,Idle,457.454635,457.454634,99.999928,99.99,optimal,-1590.456586,0.000105,6.5e-05,7e-05,4.7e-05,0.000163,0.000159,0.000163,6.8e-05,0.0,0.0,0.000122,3.7e-05,0.000196,5.3e-05,4.6e-05,7.1e-05
75,2,8-Jan-13,13:30,0.06,2069.084,1576.776,2069.084,1576.776,492.308,-0.044678,Idle,492.35268,492.352678,100.000096,99.99,optimal,-1590.456586,-0.003426,-0.002116,-0.002284,-0.001545,-0.005341,-0.005207,-0.005341,-0.002217,-0.0,-0.0,-0.003998,-0.001209,-0.006416,-0.001747,-0.001512,-0.002318
76,2,8-Jan-13,14:00,0.06,2252.562,1550.002,2252.562,1550.002,702.56,-0.004022,Idle,702.564019,702.564022,100.000111,99.99,optimal,-1590.456586,-0.000308,-0.000191,-0.000206,-0.000139,-0.000481,-0.000469,-0.000481,-0.0002,-0.0,-0.0,-0.00036,-0.000109,-0.000578,-0.000157,-0.000136,-0.000209
77,2,8-Jan-13,14:30,0.3,2376.652,1383.374,2376.652,1383.374,993.278,176.445722,Discharge,816.83227,816.832278,99.336781,99.93,optimal,-1590.456586,13.531928,8.357955,9.021285,6.102634,21.093887,20.563223,21.093887,8.755953,0.0,0.0,15.787249,4.775974,25.339198,6.89863,5.969968,9.153951
