step,day,date_label,profile_time,eta_per_kwh,p_load_forecast_total_kw,p_pv_forecast_total_kw,p_load_actual_total_kw,p_pv_actual_total_kw,baseline_grid_actual_kw,pbat_aggregate_kw,battery_action,grid_forecast_qp_kw,grid_actual_calculated_kw,soc_predicted_pct,soc646_measured_pct,qp_status,qp_objective_day,pbat_646_B_kw,pbat_645_B_kw,pbat_611_C_kw,pbat_652_A_kw,pbat_671_A_kw,pbat_671_B_kw,pbat_671_C_kw,pbat_692_C_kw,pbat_692_B_kw,pbat_692_A_kw,pbat_675_C_kw,pbat_675_B_kw,pbat_675_A_kw,pbat_634_C_kw,pbat_634_B_kw,pbat_634_A_kw
1,1,7-Jan-13,0:30,0.03,770.334,0.128,770.334,0.128,770.206,-98.988352,Charge,869.194354,869.194352,50.372137,50.03,optimal,-324.645073,-7.591588,-4.688922,-5.061059,-3.423657,-11.833946,-11.536237,-11.833946,-4.912204,-0.0,-0.0,-8.856853,-2.679384,-14.21562,-3.870221,-3.34923,-5.135486
2,1,7-Jan-13,1:00,0.03,727.572,0.104,727.572,0.104,727.468,-141.726352,Charge,869.194354,869.194352,50.904942,50.44,optimal,-324.645073,-10.869239,-6.713354,-7.246159,-4.901814,-16.943226,-16.516981,-16.943226,-7.033037,-0.0,-0.0,-12.680779,-3.836202,-20.353183,-5.541181,-4.795253,-7.352721
3,1,7-Jan-13,1:30,0.03,628.524,0.144,628.524,0.144,628.38,-240.814352,Charge,869.194354,869.194352,51.81026,51.01,optimal,-324.645073,-18.468469,-11.406996,-12.312313,-8.328917,-28.789084,-28.06483,-28.789084,-11.950186,-0.0,-0.0,-21.546547,-6.518283,-34.583114,-9.415298,-8.147854,-12.493376
4,1,7-Jan-13,2:00,0.03,587.784,0.212,587.784,0.212,587.572,-281.622351,Charge,869.194353,869.194351,52.86899,51.92,optimal,-324.645073,-21.598105,-13.340006,-14.398737,-9.740322,-33.667634,-32.82065,-33.667634,-13.975244,-0.0,-0.0,-25.197789,-7.622861,-40.443511,-11.010799,-9.528576,-14.610483
5,1,7-Jan-13,2:30,0.03,548.304,0.108,548.304,0.108,548.196,-320.99835,Charge,869.194352,869.19435,54.075751,53.01,optimal,-324.645073,-24.617919,-15.205185,-16.411946,-11.102199,-38.374991,-37.409582,-38.374991,-15.929241,-0.0,-0.0,-28.720905,-8.688677,-46.098259,-12.550311,-10.860846,-16.653298
6,1,7-Jan-13,3:00,0.03,546.074,0.058,546.074,0.058,546.016,-323.17835,Charge,869.194351,869.19435,55.290707,54.24,optimal,-324.645073,-24.785107,-15.308448,-16.523404,-11.177597,-38.635607,-37.663642,-38.635607,-16.037422,-0.0,-0.0,-28.915958,-8.747685,-46.411327,-12.635544,-10.934606,-16.766396
7,1,7-Jan-13,3:30,0.03,536.482,0.2,536.482,0.2,536.282,-332.912349,Charge,869.19435,869.194349,56.542257,55.47,optimal,-324.645073,-25.531624,-15.769532,-17.021082,-11.514262,-39.799296,-38.798056,-39.799296,-16.520462,-0.0,-0.0,-29.786894,-9.011161,-47.809217,-13.016122,-11.263952,-17.271393
8,1,7-Jan-13,4:00,0.03,531.554,0.048,531.554,0.048,531.506,-337.688347,Charge,869.194349,869.194347,57.811762,56.74,optimal,-324.645073,-25.897903,-15.995764,-17.265269,-11.679447,-40.370261,-39.354657,-40.370261,-16.757467,-0.0,-0.0,-30.214221,-9.140436,-48.495093,-13.202853,-11.425546,-17.51917
9,1,7-Jan-13,4:30,0.03,529.484,0.3,529.484,0.3,529.184,-340.010346,Charge,869.194348,869.194346,59.089997,58.01,optimal,-324.645073,-26.075981,-16.105753,-17.383988,-11.759756,-40.647853,-39.625266,-40.647853,-16.872694,-0.0,-0.0,-30.421978,-9.203288,-48.828553,-13.293638,-11.504109,-17.639634
10,1,7-Jan-13,5:00,0.03,525.65,0.116,525.65,0.116,525.534,-343.660345,Charge,869.194346,869.194345,60.381953,59.29,optimal,-324.645073,-26.355906,-16.278648,-17.570604,-11.885997,-41.084207,-40.050642,-41.084207,-17.053822,-0.0,-0.0,-30.748557,-9.302085,-49.352726,-13.436344,-11.627606,-17.828995
11,1,7-Jan-13,5:30,0.03,564.876,0.07,564.876,0.07,564.806,-304.388343,Charge,869.194345,869.194343,61.52627,60.55,optimal,-324.645073,-23.344068,-14.418395,-15.562712,-10.527717,-36.389283,-35.473829,-36.389283,-15.104985,-0.0,-0.0,-27.234746,-8.239083,-43.712912,-11.900898,-10.298854,-15.791576
12,1,7-Jan-13,6:00,0.03,582.84,0.108,582.84,0.108,582.732,-286.462341,Charge,869.194343,869.194341,62.603196,61.67,optimal,-324.645073,-21.969292,-13.569269,-14.646195,-9.90772,-34.24625,-33.384709,-34.24625,-14.215424,-0.0,-0.0,-25.630841,-7.753868,-41.138577,-11.200031,-9.692335,-14.86158
13,1,7-Jan-13,6:30,0.03,585.75,5.42,585.75,5.42,580.33,-288.864339,Charge,869.194341,869.194339,63.689152,62.75,optimal,-324.645073,-22.153506,-13.683048,-14.769004,-9.990797,-34.533406,-33.664641,-34.533406,-14.334621,-0.0,-0.0,-25.845757,-7.818884,-41.483525,-11.293944,-9.773605,-14.986195
14,1,7-Jan-13,7:00,0.03,638.194,49.568,638.194,49.568,588.626,-280.568337,Charge,869.194339,869.194337,64.743921,63.83,optimal,-324.645073,-21.517271,-13.290079,-14.344847,-9.703867,-33.541628,-32.697814,-33.541628,-13.92294,-0.0,-0.0,-25.103483,-7.594331,-40.292145,-10.969589,-9.492914,-14.555801
