step,day,date_label,profile_time,eta_per_kwh,p_load_forecast_total_kw,p_pv_forecast_total_kw,p_load_actual_total_kw,p_pv_actual_total_kw,baseline_grid_actual_kw,pbat_aggregate_kw,battery_action,grid_forecast_qp_kw,grid_actual_calculated_kw,soc_predicted_pct,soc646_measured_pct,qp_status,qp_objective_day,pbat_646_B_kw,pbat_645_B_kw,pbat_611_C_kw,pbat_652_A_kw,pbat_671_A_kw,pbat_671_B_kw,pbat_671_C_kw,pbat_692_C_kw,pbat_692_B_kw,pbat_692_A_kw,pbat_675_C_kw,pbat_675_B_kw,pbat_675_A_kw,pbat_634_C_kw,pbat_634_B_kw,pbat_634_A_kw
1,1,7-Jan-13,0:30,0.03,770.334,0.128,770.334,0.128,770.206,-98.988295,Charge,869.194356,869.194295,50.372136,50.03,optimal,-324.645103,-7.591584,-4.688919,-5.061056,-3.423655,-11.833939,-11.53623,-11.833939,-4.912201,-0.0,-0.0,-8.856847,-2.679382,-14.215612,-3.870219,-3.349228,-5.135483
2,1,7-Jan-13,1:00,0.03,727.572,0.104,727.572,0.104,727.468,-141.726302,Charge,869.194359,869.194302,50.904941,50.44,optimal,-324.645103,-10.869235,-6.713351,-7.246157,-4.901812,-16.94322,-16.516975,-16.94322,-7.033035,-0.0,-0.0,-12.680774,-3.836201,-20.353176,-5.541179,-4.795251,-7.352718
3,1,7-Jan-13,1:30,0.03,628.524,0.144,628.524,0.144,628.38,-240.814311,Charge,869.194355,869.194311,51.810257,51.01,optimal,-324.645103,-18.468466,-11.406994,-12.312311,-8.328916,-28.789079,-28.064826,-28.789079,-11.950184,-0.0,-0.0,-21.546544,-6.518282,-34.583108,-9.415296,-8.147853,-12.493374
4,1,7-Jan-13,2:00,0.03,587.784,0.212,587.784,0.212,587.572,-281.622315,Charge,869.194347,869.194315,52.868987,51.92,optimal,-324.645103,-21.598102,-13.340004,-14.398735,-9.740321,-33.66763,-32.820646,-33.66763,-13.975243,-0.0,-0.0,-25.197786,-7.62286,-40.443505,-11.010797,-9.528575,-14.610481
5,1,7-Jan-13,2:30,0.03,548.304,0.108,548.304,0.108,548.196,-320.998315,Charge,869.194335,869.194315,54.075748,53.01,optimal,-324.645103,-24.617916,-15.205183,-16.411944,-11.102197,-38.374987,-37.409578,-38.374987,-15.92924,-0.0,-0.0,-28.720902,-8.688676,-46.098254,-12.55031,-10.860845,-16.653296
6,1,7-Jan-13,3:00,0.03,546.074,0.058,546.074,0.058,546.016,-323.178311,Charge,869.194322,869.194311,55.290704,54.24,optimal,-324.645103,-24.785104,-15.308446,-16.523402,-11.177596,-38.635603,-37.663638,-38.635603,-16.03742,-0.0,-0.0,-28.915954,-8.747684,-46.411321,-12.635543,-10.934605,-16.766394
7,1,7-Jan-13,3:30,0.03,536.482,0.2,536.482,0.2,536.282,-332.912307,Charge,869.19431,869.194307,56.542254,55.47,optimal,-324.645103,-25.531621,-15.76953,-17.02108,-11.51426,-39.799291,-38.798051,-39.799291,-16.52046,-0.0,-0.0,-29.786891,-9.01116,-47.809211,-13.01612,-11.26395,-17.27139
8,1,7-Jan-13,4:00,0.03,531.554,0.048,531.554,0.048,531.506,-337.688303,Charge,869.1943,869.194303,57.811759,56.74,optimal,-324.645103,-25.8979,-15.995762,-17.265267,-11.679445,-40.370256,-39.354652,-40.370256,-16.757465,-0.0,-0.0,-30.214217,-9.140435,-48.495087,-13.202851,-11.425544,-17.519168
9,1,7-Jan-13,4:30,0.03,529.484,0.3,529.484,0.3,529.184,-340.010302,Charge,869.194293,869.194302,59.089994,58.01,optimal,-324.645103,-26.075978,-16.105751,-17.383985,-11.759755,-40.647848,-39.625261,-40.647848,-16.872692,-0.0,-0.0,-30.421974,-9.203286,-48.828547,-13.293636,-11.504108,-17.639632
10,1,7-Jan-13,5:00,0.03,525.65,0.116,525.65,0.116,525.534,-343.660304,Charge,869.19429,869.194304,60.38195,59.29,optimal,-324.645103,-26.355903,-16.278646,-17.570602,-11.885995,-41.084202,-40.050637,-41.084202,-17.05382,-0.0,-0.0,-30.748554,-9.302083,-49.35272,-13.436343,-11.627604,-17.828993
11,1,7-Jan-13,5:30,0.03,564.876,0.07,564.876,0.07,564.806,-304.388308,Charge,869.194289,869.194308,61.526268,60.55,optimal,-324.645103,-23.344066,-14.418394,-15.56271,-10.527716,-36.389279,-35.473825,-36.389279,-15.104984,-0.0,-0.0,-27.234743,-8.239082,-43.712907,-11.900896,-10.298853,-15.791574
12,1,7-Jan-13,6:00,0.03,582.84,0.108,582.84,0.108,582.732,-286.462312,Charge,869.19429,869.194312,62.603194,61.67,optimal,-324.645103,-21.96929,-13.569267,-14.646193,-9.907719,-34.246246,-33.384706,-34.246246,-14.215423,-0.0,-0.0,-25.630838,-7.753867,-41.138573,-11.20003,-9.692334,-14.861579
13,1,7-Jan-13,6:30,0.03,585.75,5.42,585.75,5.42,580.33,-288.864316,Charge,869.194292,869.194316,63.68915,62.75,optimal,-324.645103,-22.153504,-13.683047,-14.769003,-9.990796,-34.533403,-33.664638,-34.533403,-14.33462,-0.0,-0.0,-25.845755,-7.818884,-41.483522,-11.293943,-9.773605,-14.986194
14,1,7-Jan-13,7:00,0.03,638.194,49.568,638.194,49.568,588.626,-280.568319,Charge,869.194295,869.194319,64.743919,63.83,optimal,-324.645103,-21.51727,-13.290078,-14.344846,-9.703867,-33.541626,-32.697812,-33.541626,-13.922939,-0.0,-0.0,-25.103481,-7.59433,-40.292142,-10.969588,-9.492913,-14.5558
15,1,7-Jan-13,7:30,0.06,665.806,127.012,665.806,127.012,538.794,229.196815,Discharge,309.597152,309.597185,63.882277,64.71,optimal,-324.645103,17.5775,10.856691,11.718333,7.927108,27.400221,26.710907,27.400221,11.373677,0.0,0.0,20.507083,6.203824,32.914731,8.961078,7.754779,11.890662
16,1,7-Jan-13,8:00,0.06,636.794,237.926,636.794,237.926,398.868,89.270818,Discharge,309.597153,309.597182,63.546673,63.88,optimal,-324.645103,6.846333,4.228618,4.564222,3.087562,10.672226,10.403742,10.672226,4.42998,0.0,0.0,7.987389,2.416353,12.820095,3.490288,3.020441,4.631343
17,1,7-Jan-13,8:30,0.06,676.108,366.944,676.108,366.944,309.164,-0.433179,Idle,309.597155,309.597179,63.548302,63.57,optimal,-324.645103,-0.033221,-0.020519,-0.022147,-0.014982,-0.051786,-0.050483,-0.051786,-0.021496,-0.0,-0.0,-0.038758,-0.011725,-0.062208,-0.016936,-0.014656,-0.022473
18,1,7-Jan-13,9:00,0.06,729.828,505.332,729.828,505.332,224.496,-85.101176,Charge,309.597156,309.597176,63.868232,63.61,optimal,-324.645103,-6.526556,-4.031108,-4.351038,-2.943349,-10.17375,-9.917806,-10.17375,-4.223066,-0.0,-0.0,-7.614316,-2.30349,-12.221297,-3.327264,-2.879363,-4.415023
19,1,7-Jan-13,9:30,0.06,680.404,658.94,680.404,658.94,21.464,-288.133172,Charge,309.597157,309.597172,64.951439,64.02,optimal,-324.645103,-22.097431,-13.648413,-14.731621,-9.965508,-34.445996,-33.57943,-34.445996,-14.298338,-0.0,-0.0,-25.780336,-7.799093,-41.378523,-11.265357,-9.748867,-14.948262
20,1,7-Jan-13,10:00,0.06,682.818,829.604,682.818,829.604,-146.786,-456.383169,Charge,309.597158,309.597169,66.667166,65.17,optimal,-324.645103,-35.000814,-21.61815,-23.333876,-15.784681,-54.560093,-53.187512,-54.560093,-22.647586,-0.0,-0.0,-40.834284,-12.353229,-65.540741,-17.843552,-15.441536,-23.677022
21,1,7-Jan-13,10:30,0.06,710.68,970.704,710.68,970.704,-260.024,-569.621164,Charge,309.597159,309.597164,68.808599,66.93,optimal,-324.645103,-43.685232,-26.982055,-29.123488,-19.701183,-68.097568,-66.384421,-68.097568,-28.266915,-0.0,-0.0,-50.966104,-15.418317,-81.802739,-22.270903,-19.272897,-29.551775
22,1,7-Jan-13,11:00,0.06,757.052,1171.376,757.052,1171.376,-414.324,-723.921159,Charge,309.597159,309.597159,71.530107,69.14,optimal,-324.645103,-55.518766,-34.291002,-37.01251,-25.037875,-86.543958,-84.366752,-86.543958,-35.923907,-0.0,-0.0,-64.771893,-19.594858,-103.96161,-28.303684,-24.493573,-37.556812
23,1,7-Jan-13,11:30,0.06,721.462,1275.472,721.462,1275.472,-554.01,-863.607155,Charge,309.59716,309.597155,74.77675,71.94,optimal,-324.645103,-66.231526,-40.907707,-44.154351,-29.86912,-103.243261,-100.645947,-103.243261,-42.855693,-0.0,-0.0,-77.270114,-23.375833,-124.021779,-33.765092,-29.219791,-44.803679
24,1,7-Jan-13,12:00,0.06,763.036,1318.254,763.036,1318.254,-555.218,-864.815151,Charge,309.597161,309.597151,78.027935,75.17,optimal,-324.645103,-66.324169,-40.964928,-44.216113,-29.9109,-103.387676,-100.786728,-103.387676,-42.915639,-0.0,-0.0,-77.378198,-23.40853,-124.195259,-33.812322,-29.260663,-44.86635
25,1,7-Jan-13,12:30,0.06,817.948,1394.428,817.948,1394.428,-576.48,-886.07715,Charge,309.597163,309.59715,81.359052,78.42,optimal,-324.645103,-67.954789,-41.972076,-45.303193,-30.646277,-105.929524,-103.26463,-105.929524,-43.970746,-0.0,-0.0,-79.280587,-23.984043,-127.248673,-34.643618,-29.980054,-45.969416
26,1,7-Jan-13,13:00,0.06,850.872,1450.29,850.872,1450.29,-599.418,-909.015151,Charge,309.597166,309.597151,84.776402,81.76,optimal,-324.645103,-69.713944,-43.058612,-46.475963,-31.439622,-108.671736,-105.937856,-108.671736,-45.109023,-0.0,-0.0,-81.332935,-24.604921,-130.542777,-35.540442,-30.756152,-47.159433
27,1,7-Jan-13,13:30,0.06,832.132,1468.562,832.132,1468.562,-636.43,-946.027155,Charge,309.597169,309.597155,88.332895,85.21,optimal,-324.645103,-72.552459,-44.811813,-48.368306,-32.719736,-113.096479,-110.251285,-113.096479,-46.945708,-0.0,-0.0,-84.644535,-25.60675,-135.858035,-36.987528,-32.008438,-49.079604
