step,day,date_label,profile_time,eta_per_kwh,p_load_forecast_total_kw,p_pv_forecast_total_kw,p_load_actual_total_kw,p_pv_actual_total_kw,baseline_grid_actual_kw,pbat_aggregate_kw,battery_action,grid_forecast_qp_kw,grid_actual_calculated_kw,soc_predicted_pct,soc646_measured_pct,qp_status,qp_objective_day,pbat_646_B_kw,pbat_645_B_kw,pbat_611_C_kw,pbat_652_A_kw,pbat_671_A_kw,pbat_671_B_kw,pbat_671_C_kw,pbat_692_C_kw,pbat_692_B_kw,pbat_692_A_kw,pbat_675_C_kw,pbat_675_B_kw,pbat_675_A_kw,pbat_634_C_kw,pbat_634_B_kw,pbat_634_A_kw
16,1,7-Jan-13,8:00,0.06,636.794,237.926,636.794,237.926,398.868,614.293092,Discharge,-215.425092,-215.425092,94.853933,96.92,optimal,-3123.521251,47.1112,29.098094,31.407466,21.246227,73.438046,71.590548,73.438046,30.483717,0.0,0.0,54.963066,16.627482,88.21803,24.017474,20.784353,31.869341
17,1,7-Jan-13,8:30,0.06,676.108,366.944,676.108,366.944,309.164,523.913819,Discharge,-214.74982,-214.749819,92.884332,94.65,optimal,-3123.521251,40.179857,24.81697,26.786571,18.120328,62.633306,61.057626,62.633306,25.998731,0.0,0.0,46.8765,14.181126,75.238751,20.483849,17.726407,27.180491
18,1,7-Jan-13,9:00,0.06,729.828,505.332,729.828,505.332,224.496,438.272481,Discharge,-213.776482,-213.776481,91.236691,92.72,optimal,-3123.521251,33.611874,20.760275,22.407916,15.158296,52.394981,51.076868,52.394981,21.74886,0.0,0.0,39.213854,11.863015,62.939883,17.135465,14.828768,22.737445
19,1,7-Jan-13,9:30,0.06,680.404,658.94,680.404,658.94,21.464,234.014835,Discharge,-212.550835,-212.550835,90.356936,91.13,optimal,-3123.521251,17.947002,11.084913,11.964668,8.093746,27.97621,27.272406,27.97621,11.612766,0.0,0.0,20.938169,6.334236,33.606642,9.149452,7.917795,12.140619
20,1,7-Jan-13,10:00,0.06,682.818,829.604,682.818,829.604,-146.786,64.345042,Discharge,-211.131042,-211.131042,90.115038,90.31,optimal,-3123.521251,4.934733,3.047923,3.289822,2.225468,7.692377,7.498858,7.692377,3.193062,0.0,0.0,5.757188,1.74167,9.240529,2.515746,2.177088,3.338201
21,1,7-Jan-13,10:30,0.06,710.68,970.704,710.68,970.704,-260.024,-50.438712,Charge,-209.585288,-209.585288,90.304657,90.11,optimal,-3123.521251,-3.868232,-2.389202,-2.578821,-1.744497,-6.029891,-5.878196,-6.029891,-2.502974,-0.0,-0.0,-4.512937,-1.365258,-7.243454,-1.97204,-1.706573,-2.616745
22,1,7-Jan-13,11:00,0.06,757.052,1171.376,757.052,1171.376,-414.324,-206.335059,Charge,-207.988941,-207.988941,91.080353,90.37,optimal,-3123.521251,-15.824192,-9.773766,-10.549462,-7.136401,-24.667124,-24.046567,-24.667124,-10.239183,-0.0,-0.0,-18.461558,-5.585009,-29.631576,-8.067235,-6.981261,-10.704601
23,1,7-Jan-13,11:30,0.06,721.462,1275.472,721.462,1275.472,-554.01,-347.588789,Charge,-206.421211,-206.421211,92.387077,91.21,optimal,-3123.521251,-26.657185,-16.464732,-17.771457,-12.021868,-41.553848,-40.508468,-41.553848,-17.248767,-0.0,-0.0,-31.10005,-9.408418,-49.916886,-13.589938,-11.760523,-18.032802
24,1,7-Jan-13,12:00,0.06,763.036,1318.254,763.036,1318.254,-555.218,-350.256642,Charge,-204.961358,-204.961358,93.703832,92.53,optimal,-3123.521251,-26.861788,-16.591104,-17.907858,-12.114139,-41.872786,-40.819383,-41.872786,-17.381157,-0.0,-0.0,-31.338752,-9.480631,-50.300014,-13.694245,-11.850789,-18.171209
25,1,7-Jan-13,12:30,0.06,817.948,1394.428,817.948,1394.428,-576.48,-372.795152,Charge,-203.684848,-203.684848,95.105317,93.86,optimal,-3123.521251,-28.590305,-17.658718,-19.060203,-12.893667,-44.56724,-43.446052,-44.56724,-18.499609,-0.0,-0.0,-33.355356,-10.090696,-53.536747,-14.57545,-12.61337,-19.3405
26,1,7-Jan-13,13:00,0.06,850.872,1450.29,850.872,1450.29,-599.418,-396.758757,Charge,-202.659242,-202.659243,96.596892,95.29,optimal,-3123.521251,-30.428115,-18.793836,-20.28541,-13.722483,-47.432062,-46.238803,-47.432062,-19.68878,-0.0,-0.0,-35.499468,-10.739335,-56.978137,-15.512372,-13.424168,-20.583725
27,1,7-Jan-13,13:30,0.06,832.132,1468.562,832.132,1468.562,-636.43,-434.489729,Charge,-201.940271,-201.940271,98.230312,96.77,optimal,-3123.521251,-33.321769,-20.581092,-22.214512,-15.027464,-51.942757,-50.636021,-51.942757,-21.561144,-0.0,-0.0,-38.875397,-11.760624,-62.396645,-16.987568,-14.70078,-22.541196
28,1,7-Jan-13,14:00,0.06,867.434,1539.744,867.434,1539.744,-672.31,-470.74191,Charge,-201.568089,-201.56809,100.000018,98.41,optimal,-3123.521251,-36.102011,-22.298301,-24.068007,-16.281299,-56.276664,-54.860899,-56.276664,-23.360125,-0.0,-0.0,-42.119013,-12.741886,-67.602786,-18.404947,-15.927358,-24.421949
29,1,7-Jan-13,14:30,0.3,966.92,1537.734,966.92,1537.734,-570.814,929.18528,Discharge,-1499.99928,-1499.99928,96.50684,99.65,optimal,-3123.521251,71.260826,44.01404,47.507217,32.137235,111.083052,108.28851,111.083052,46.109946,0.0,0.0,83.13763,25.15088,133.43939,36.329049,31.4386,48.205853
30,1,7-Jan-13,15:00,0.3,1001.206,1483.066,1001.206,1483.066,-481.86,1018.139303,Discharge,-1499.999304,-1499.999303,92.679249,96.13,optimal,-3123.521251,78.082864,48.227651,52.055243,35.213841,121.717405,118.655332,121.717405,50.524206,0.0,0.0,91.096674,27.558658,146.21399,39.80695,34.448322,52.820761
31,1,7-Jan-13,15:30,0.3,1117.768,1391.096,1117.768,1391.096,-273.328,1226.671331,Discharge,-1499.999332,-1499.999331,88.067703,92.23,optimal,-3123.521251,94.075546,58.105484,62.71703,42.426226,146.647174,142.957937,146.647174,60.872412,0.0,0.0,109.754803,33.203134,176.161071,47.960082,41.503917,63.63934
32,1,7-Jan-13,16:00,0.3,1215.124,1279.638,1215.124,1279.638,-64.514,1435.485363,Discharge,-1499.999364,-1499.999363,82.671141,87.54,optimal,-3123.521251,110.089855,67.996675,73.393237,49.648366,171.610656,167.293407,171.610656,71.234612,0.0,0.0,128.438164,38.855243,206.14865,56.12424,48.569054,74.472549
33,1,7-Jan-13,16:30,0.3,1177.174,1106.536,1177.174,1106.536,70.638,1570.6374,Discharge,-1499.9994,-1499.9994,76.766489,82.1,optimal,-3123.521251,120.454898,74.398614,80.303266,54.322797,187.76793,183.044208,187.76793,77.941405,0.0,0.0,140.530715,42.513494,225.557702,61.40838,53.141867,81.484196
34,1,7-Jan-13,17:00,0.3,1190.878,914.84,1190.878,914.84,276.038,1776.03744,Discharge,-1499.999441,-1499.99944,70.089657,76.14,optimal,-3123.521251,136.207383,84.128089,90.804922,61.426859,212.323273,206.981807,212.323273,88.134189,0.0,0.0,158.908613,48.073194,255.055001,69.439058,60.091492,92.140288
35,1,7-Jan-13,17:30,0.3,1282.982,728.164,1282.982,728.164,554.818,2054.817485,Discharge,-1499.999485,-1499.999485,62.364779,69.37,optimal,-3123.521251,157.587506,97.33346,105.058338,71.068875,245.651113,239.471211,245.651113,101.968386,0.0,0.0,183.852091,55.61912,295.09033,80.338729,69.5239,106.603313
36,1,7-Jan-13,18:00,0.3,1461.024,523.1,1461.024,523.1,937.924,2437.923532,Discharge,-1499.999533,-1499.999532,53.199653,61.48,optimal,-3123.521251,186.968572,115.480588,124.645714,84.31916,291.451009,284.118908,291.451009,120.979664,0.0,0.0,218.13,65.988908,350.107816,95.317311,82.486135,126.47874
37,1,7-Jan-13,18:30,0.3,1475.752,325.53,1475.752,325.53,1150.222,2650.221583,Discharge,-1499.999583,-1499.999583,43.236414,52.23,optimal,-3123.521251,203.250076,125.536812,135.500051,91.661799,316.831001,308.86041,316.831001,131.514755,0.0,0.0,237.125089,71.735321,380.595731,103.617686,89.669151,137.492699
38,1,7-Jan-13,19:00,0.3,1447.248,165.692,1447.248,165.692,1281.556,2781.555636,Discharge,-1499.999636,-1499.999636,32.779438,42.23,optimal,-3123.521251,213.322312,131.757899,142.214875,96.20418,332.531839,324.166258,332.531839,138.032084,0.0,0.0,248.876031,75.290228,399.456486,108.752551,94.112785,144.30627
39,1,7-Jan-13,19:30,0.3,1341.372,67.068,1341.372,67.068,1274.304,2774.303692,Discharge,-1499.999692,-1499.999692,22.349725,31.79,optimal,-3123.521251,212.766148,131.414385,141.844099,95.953361,331.664877,323.321107,331.664877,137.672213,0.0,0.0,248.227172,75.093935,398.415041,108.469017,93.867418,143.930041
40,1,7-Jan-13,20:00,0.3,1296.616,12.324,1296.616,12.324,1284.292,2784.29175,Discharge,-1499.99975,-1499.99975,11.882462,21.34,optimal,-3123.521251,213.532149,131.887504,142.354766,96.298812,332.858938,324.485129,332.858938,138.167861,0.0,0.0,249.120841,75.364288,399.849417,108.859527,94.20536,144.448219
41,1,7-Jan-13,20:30,0.06,1239.91,0.068,1239.91,0.068,1239.842,-494.308197,Charge,1734.150197,1734.150197,13.740764,12.09,optimal,-3123.521251,-37.90935,-23.414599,-25.2729,-17.096374,-59.093987,-57.607346,-59.093987,-24.52958,-0.0,-0.0,-44.227576,-13.379771,-70.987117,-19.326336,-16.724713,-25.644561
42,1,7-Jan-13,21:00,0.06,1251.986,0.264,1251.986,0.264,1251.722,-482.435096,Charge,1734.157096,1734.157096,15.55443,13.95,optimal,-3123.521251,-36.998782,-22.852189,-24.665855,-16.685725,-57.674572,-56.223639,-57.674572,-23.940388,-0.0,-0.0,-43.165245,-13.058394,-69.282033,-18.862124,-16.322992,-25.028588
43,1,7-Jan-13,21:30,0.06,1205.092,0.168,1205.092,0.168,1204.924,-529.241821,Charge,1734.165821,1734.165821,17.544061,15.78,optimal,-3123.521251,-40.58847,-25.069349,-27.05898,-18.304604,-63.270263,-61.678558,-63.270263,-26.263128,-0.0,-0.0,-47.353216,-14.325343,-76.003901,-20.692161,-17.906678,-27.456906
44,1,7-Jan-13,22:00,0.06,1250.378,0.0,1250.378,0.0,1250.378,-483.793401,Charge,1734.171401,1734.171401,19.362833,17.77,optimal,-3123.521251,-37.102953,-22.91653,-24.735302,-16.732704,-57.836955,-56.381938,-57.836955,-24.007793,-0.0,-0.0,-43.286778,-13.09516,-69.477097,-18.915231,-16.36895,-25.099056
45,1,7-Jan-13,22:30,0.03,1158.618,0.066,1158.618,0.066,1158.552,-1841.448117,Charge,3000.000117,3000.000117,26.28557,20.09,optimal,-3123.521251,-141.223841,-87.22649,-94.149227,-63.689183,-220.143046,-214.604856,-220.143046,-91.380132,-0.0,-0.0,-164.761147,-49.843708,-264.448564,-71.996468,-62.304636,-95.533774
46,1,7-Jan-13,23:00,0.03,1021.238,0.258,1021.238,0.258,1020.98,-1979.020119,Charge,3000.000119,3000.000119,33.725495,27.06,optimal,-3123.521251,-151.774475,-93.743058,-101.182984,-68.447312,-236.589623,-230.637683,-236.589623,-98.207013,-0.0,-0.0,-177.070221,-53.567462,-284.205145,-77.375223,-66.959327,-102.670969
47,1,7-Jan-13,23:30,0.03,884.048,0.108,884.048,0.108,883.94,-2116.060121,Charge,3000.000121,3000.000121,41.680609,34.56,optimal,-3123.521251,-162.28431,-100.234427,-108.18954,-73.187042,-252.972601,-246.60851,-252.972601,-105.007495,-0.0,-0.0,-189.331695,-57.276815,-303.885326,-82.733178,-71.596019,-109.780563
48,1,8-Jan-13,0:00,0.03,787.258,0.216,787.258,0.216,787.042,-2212.958122,Charge,3000.000122,3000.000122,50.0,42.54,optimal,-3123.521251,-169.715585,-104.824332,-113.143724,-76.538401,-264.556648,-257.901134,-264.556648,-109.815967,-0.0,-0.0,-198.001516,-59.899618,-317.800753,-86.521671,-74.874523,-114.807602
49,2,8-Jan-13,0:30,0.03,757.586,0.176,757.586,0.176,757.41,-750.805783,Charge,1508.215781,1508.215783,52.822578,50.33,optimal,-2258.739017,-57.580594,-35.564484,-38.387063,-25.967719,-89.757985,-87.499922,-89.757985,-37.258031,-0.0,-0.0,-67.17736,-20.322563,-107.822485,-29.354813,-25.403203,-38.951578
50,2,8-Jan-13,1:00,0.03,684.528,0.0,684.528,0.0,684.528,-825.813725,Charge,1510.341723,1510.341725,55.927141,53.19,optimal,-2258.739017,-63.333083,-39.117492,-42.222055,-28.561978,-98.725099,-96.241449,-98.725099,-40.98023,-0.0,-0.0,-73.888596,-22.352853,-118.594302,-32.287454,-27.941066,-42.842968
51,2,8-Jan-13,1:30,0.03,601.122,0.164,601.122,0.164,600.958,-913.522549,Charge,1514.480548,1514.480549,59.361436,56.32,optimal,-2258.739017,-70.059624,-43.272121,-46.706416,-31.595517,-109.21059,-106.463154,-109.21059,-45.332698,-0.0,-0.0,-81.736228,-24.726926,-131.19008,-35.716671,-30.908658,-47.393275
52,2,8-Jan-13,2:00,0.03,559.964,0.156,559.964,0.156,559.808,-960.591549,Charge,1520.399548,1520.399549,62.972683,59.77,optimal,-2258.739017,-73.669427,-45.501705,-49.112951,-33.223467,-114.837636,-111.948639,-114.837636,-47.668453,-0.0,-0.0,-85.947665,-26.000974,-137.949613,-37.556963,-32.501218,-49.835201
53,2,8-Jan-13,2:30,0.03,585.936,0.296,585.936,0.296,585.64,-942.109858,Charge,1527.749857,1527.749858,66.514449,63.39,optimal,-2258.739017,-72.252034,-44.626256,-48.168023,-32.584251,-112.628171,-109.794758,-112.628171,-46.751316,-0.0,-0.0,-84.29404,-25.500718,-135.295476,-36.83437,-31.875897,-48.876376
54,2,8-Jan-13,3:00,0.03,558.69,0.2,558.69,0.2,558.49,-977.584992,Charge,1536.074992,1536.074992,70.189581,66.93,optimal,-2258.739017,-74.972684,-46.306658,-49.981789,-33.81121,-116.869183,-113.929078,-116.869183,-48.511736,-0.0,-0.0,-87.468131,-26.460947,-140.390025,-38.221368,-33.076184,-50.716815
55,2,8-Jan-13,3:30,0.03,575.054,0.0,575.054,0.0,575.054,-969.817493,Charge,1544.871493,1544.871493,73.835511,70.6,optimal,-2258.739017,-74.376981,-45.938723,-49.584654,-33.54256,-115.940588,-113.023843,-115.940588,-48.126282,-0.0,-0.0,-86.773144,-26.250699,-139.274542,-37.917676,-32.813374,-50.31384
56,2,8-Jan-13,4:00,0.03,568.032,0.06,568.032,0.06,567.972,-985.617887,Charge,1553.589888,1553.589887,77.540841,74.24,optimal,-2258.739017,-75.58874,-46.687163,-50.392493,-34.08904,-117.829507,-114.865243,-117.829507,-48.910361,-0.0,-0.0,-88.186864,-26.678379,-141.543621,-38.535436,-33.347974,-51.13356
57,2,8-Jan-13,4:30,0.03,571.316,0.108,571.316,0.108,571.208,-990.489933,Charge,1561.697933,1561.697933,81.264488,77.96,optimal,-2258.739017,-75.962386,-46.917944,-50.641591,-34.257547,-118.411954,-115.433037,-118.411954,-49.152132,-0.0,-0.0,-88.622783,-26.810254,-142.243291,-38.725922,-33.512817,-51.38632
58,2,8-Jan-13,5:00,0.03,560.216,0.44,560.216,0.44,559.776,-1008.838866,Charge,1568.614867,1568.614866,85.057115,81.69,optimal,-2258.739017,-77.369597,-47.787104,-51.579732,-34.892171,-120.605549,-117.571447,-120.605549,-50.062681,-0.0,-0.0,-90.26453,-27.306917,-144.878364,-39.443324,-34.133646,-52.338257
59,2,8-Jan-13,5:30,0.03,559.922,0.232,559.922,0.232,559.69,-1014.306785,Charge,1573.996786,1573.996785,88.870299,85.47,optimal,-2258.739017,-77.788941,-48.046111,-51.859294,-35.081287,-121.259232,-118.208685,-121.259232,-50.334021,-0.0,-0.0,-90.753765,-27.454921,-145.663606,-39.657107,-34.318651,-52.621931
60,2,8-Jan-13,6:00,0.03,587.524,0.228,587.524,0.228,587.296,-990.63198,Charge,1577.927981,1577.92798,92.594479,89.29,optimal,-2258.739017,-75.97328,-46.924673,-50.648853,-34.262459,-118.428936,-115.449592,-118.428936,-49.159181,-0.0,-0.0,-88.635493,-26.814099,-142.26369,-38.731476,-33.517623,-51.393689
61,2,8-Jan-13,6:30,0.03,604.91,9.206,604.91,9.206,595.704,-984.867005,Charge,1580.571006,1580.571005,96.296986,93.01,optimal,-2258.739017,-75.531154,-46.651595,-50.354103,-34.063069,-117.73974,-114.777734,-117.73974,-48.8731,-0.0,-0.0,-88.119679,-26.658054,-141.435788,-38.506078,-33.322568,-51.094604
62,2,8-Jan-13,7:00,0.03,661.894,64.44,661.894,64.44,597.454,-985.006386,Charge,1582.460387,1582.460386,100.000018,96.74,optimal,-2258.739017,-75.541843,-46.658197,-50.361229,-34.06789,-117.756402,-114.793977,-117.756402,-48.880016,-0.0,-0.0,-88.13215,-26.661827,-141.455804,-38.511528,-33.327284,-51.101835
63,2,8-Jan-13,7:30,0.06,689.118,175.972,689.118,175.972,513.146,259.439931,Discharge,253.706068,253.706069,99.02468,99.9,optimal,-2258.739017,19.896897,12.28926,13.264598,8.97311,31.015751,30.235481,31.015751,12.874463,0.0,0.0,23.213046,7.022434,37.257915,10.143516,8.778043,13.459666
64,2,8-Jan-13,8:00,0.06,743.098,314.808,743.098,314.808,428.29,174.447749,Discharge,253.842251,253.842251,98.368861,98.95,optimal,-2258.739017,13.3787,8.263314,8.919133,6.033531,20.855032,20.330377,20.855032,8.656806,0.0,0.0,15.608483,4.721894,25.052271,6.820513,5.902367,9.050297
65,2,8-Jan-13,8:30,0.06,823.554,443.502,823.554,443.502,380.052,125.950262,Discharge,254.101738,254.101738,97.895364,98.33,optimal,-2258.739017,9.659343,5.966065,6.439562,4.356174,15.057212,14.678414,15.057212,6.250163,0.0,0.0,11.269234,3.40918,18.087594,4.924371,4.261475,6.534262
66,2,8-Jan-13,9:00,0.06,851.35,595.642,851.35,595.642,255.708,1.247479,Discharge,254.46052,254.460521,97.890674,97.89,optimal,-2258.739017,0.095671,0.059091,0.063781,0.043146,0.149135,0.145383,0.149135,0.061905,0.0,0.0,0.111617,0.033766,0.179149,0.048774,0.042208,0.064719
67,2,8-Jan-13,9:30,0.06,888.854,789.788,888.854,789.788,99.066,-155.819266,Charge,254.885266,254.885266,98.476461,97.95,optimal,-2258.739017,-11.950049,-7.380913,-7.966699,-5.389238,-18.628017,-18.159388,-18.628017,-7.732385,-0.0,-0.0,-13.941724,-4.217664,-22.377052,-6.092182,-5.27208,-8.083857
68,2,8-Jan-13,10:00,0.06,993.1,982.948,993.1,982.948,10.152,-245.183946,Charge,255.335946,255.335946,99.398205,98.57,optimal,-2258.739017,-18.803581,-11.613976,-12.535721,-8.480046,-29.311464,-28.574069,-29.311464,-12.167023,-0.0,-0.0,-21.937511,-6.636558,-35.210627,-9.586139,-8.295697,-12.720069
69,2,8-Jan-13,10:30,0.06,1218.084,1036.966,1218.084,1036.966,181.118,-74.65115,Charge,255.769151,255.76915,99.678849,99.44,optimal,-2258.739017,-5.725126,-3.536107,-3.816751,-2.581919,-8.924461,-8.699946,-8.924461,-3.704493,-0.0,-0.0,-6.679313,-2.020633,-10.720579,-2.918692,-2.525791,-3.872879
70,2,8-Jan-13,11:00,0.06,1283.24,1090.962,1283.24,1090.962,192.278,-63.864108,Charge,256.142108,256.142108,99.918939,99.73,optimal,-2258.739017,-4.897849,-3.025142,-3.265233,-2.208834,-7.634882,-7.44281,-7.634882,-3.169196,-0.0,-0.0,-5.714157,-1.728653,-9.171462,-2.496943,-2.160816,-3.313251
71,2,8-Jan-13,11:30,0.06,1446.28,1178.128,1446.28,1178.128,268.152,11.735167,Discharge,256.416833,256.416833,99.874822,99.94,optimal,-2258.739017,0.89999,0.555876,0.599994,0.405878,1.402926,1.367632,1.402926,0.582347,0.0,0.0,1.049989,0.317644,1.685276,0.458819,0.397055,0.608817
72,2,8-Jan-13,12:00,0.06,1578.538,1355.272,1578.538,1355.272,223.266,-33.298072,Charge,256.564072,256.564072,100.000003,99.91,optimal,-2258.739017,-2.553687,-1.577277,-1.702458,-1.151663,-3.980747,-3.880602,-3.980747,-1.652386,-0.0,-0.0,-2.979301,-0.901301,-4.781904,-1.30188,-1.126627,-1.727494
73,2,8-Jan-13,12:30,0.06,1841.69,1500.324,1841.69,1500.324,341.366,0.000403,Idle,341.365597,341.365597,100.000001,100.0,optimal,-2258.739017,3.1e-05,1.9e-05,2.1e-05,1.4e-05,4.8e-05,4.7e-05,4.8e-05,2e-05,0.0,0.0,3.6e-05,1.1e-05,5.8e-05,1.6e-05,1.4e-05,2.1e-05
74,2,8-Jan-13,13:00,0.06,1973.82,1516.364,1973.82,1516.364,457.456,0.001092,Idle,457.454908,457.454908,99.999997,100.0,optimal,-2258.739017,8.4e-05,5.2e-05,5.6e-05,3.8e-05,0.000131,0.000127,0.000131,5.4e-05,0.0,0.0,9.8e-05,3e-05,0.000157,4.3e-05,3.7e-05,5.7e-05
75,2,8-Jan-13,13:30,0.06,2069.084,1576.776,2069.084,1576.776,492.308,-0.001597,Idle,492.309597,492.309597,100.000003,100.0,optimal,-2258.739017,-0.000122,-7.6e-05,-8.2e-05,-5.5e-05,-0.000191,-0.000186,-0.000191,-7.9e-05,-0.0,-0.0,-0.000143,-4.3e-05,-0.000229,-6.2e-05,-5.4e-05,-8.3e-05
76,2,8-Jan-13,14:00,0.06,2252.562,1550.002,2252.562,1550.002,702.56,0.001252,Idle,702.558748,702.558748,99.999998,100.0,optimal,-2258.739017,9.6e-05,5.9e-05,6.4e-05,4.3e-05,0.00015,0.000146,0.00015,6.2e-05,0.0,0.0,0.000112,3.4e-05,0.00018,4.9e-05,4.2e-05,6.5e-05
