step,day,date_label,profile_time,eta_per_kwh,p_load_forecast_total_kw,p_pv_forecast_total_kw,p_load_actual_total_kw,p_pv_actual_total_kw,baseline_grid_actual_kw,pbat_aggregate_kw,battery_action,grid_forecast_qp_kw,grid_actual_calculated_kw,soc_predicted_pct,soc646_measured_pct,qp_status,qp_objective_day,pbat_646_B_kw,pbat_645_B_kw,pbat_611_C_kw,pbat_652_A_kw,pbat_671_A_kw,pbat_671_B_kw,pbat_671_C_kw,pbat_692_C_kw,pbat_692_B_kw,pbat_692_A_kw,pbat_675_C_kw,pbat_675_B_kw,pbat_675_A_kw,pbat_634_C_kw,pbat_634_B_kw,pbat_634_A_kw
1,1,7-Jan-13,0:30,0.03,770.334,0.128,770.334,0.128,770.206,-98.988307,Charge,869.194288,869.194307,50.372138,50.03,optimal,-324.645155,-7.591584,-4.68892,-5.061056,-3.423656,-11.833941,-11.536231,-11.833941,-4.912202,-0.0,-0.0,-8.856849,-2.679383,-14.215614,-3.87022,-3.349228,-5.135484
2,1,7-Jan-13,1:00,0.03,727.572,0.104,727.572,0.104,727.468,-141.726315,Charge,869.1943,869.194315,50.904944,50.44,optimal,-324.645155,-10.869236,-6.713352,-7.246157,-4.901812,-16.943221,-16.516977,-16.943221,-7.033035,-0.0,-0.0,-12.680776,-3.836201,-20.353178,-5.541179,-4.795251,-7.352719
3,1,7-Jan-13,1:30,0.03,628.524,0.144,628.524,0.144,628.38,-240.814326,Charge,869.194314,869.194326,51.810261,51.01,optimal,-324.645155,-18.468467,-11.406994,-12.312311,-8.328917,-28.789081,-28.064828,-28.789081,-11.950185,-0.0,-0.0,-21.546545,-6.518283,-34.58311,-9.415297,-8.147853,-12.493375
4,1,7-Jan-13,2:00,0.03,587.784,0.212,587.784,0.212,587.572,-281.622335,Charge,869.194326,869.194335,52.868992,51.92,optimal,-324.645155,-21.598104,-13.340005,-14.398736,-9.740321,-33.667633,-32.820648,-33.667633,-13.975244,-0.0,-0.0,-25.197788,-7.62286,-40.443508,-11.010798,-9.528575,-14.610482
5,1,7-Jan-13,2:30,0.03,548.304,0.108,548.304,0.108,548.196,-320.998338,Charge,869.194338,869.194338,54.075753,53.01,optimal,-324.645155,-24.617918,-15.205184,-16.411945,-11.102198,-38.374989,-37.409581,-38.374989,-15.929241,-0.0,-0.0,-28.720904,-8.688677,-46.098258,-12.550311,-10.860846,-16.653297
6,1,7-Jan-13,3:00,0.03,546.074,0.058,546.074,0.058,546.016,-323.178335,Charge,869.194347,869.194335,55.290709,54.24,optimal,-324.645155,-24.785105,-15.308447,-16.523404,-11.177597,-38.635605,-37.663641,-38.635605,-16.037421,-0.0,-0.0,-28.915956,-8.747684,-46.411325,-12.635544,-10.934605,-16.766395
7,1,7-Jan-13,3:30,0.03,536.482,0.2,536.482,0.2,536.282,-332.912325,Charge,869.194353,869.194325,56.542259,55.47,optimal,-324.645155,-25.531622,-15.769531,-17.021081,-11.514261,-39.799293,-38.798053,-39.799293,-16.520461,-0.0,-0.0,-29.786892,-9.011161,-47.809214,-13.016121,-11.263951,-17.271391
8,1,7-Jan-13,4:00,0.03,531.554,0.048,531.554,0.048,531.506,-337.688311,Charge,869.194354,869.194311,57.811763,56.74,optimal,-324.645155,-25.897901,-15.995762,-17.265267,-11.679445,-40.370257,-39.354653,-40.370257,-16.757465,-0.0,-0.0,-30.214217,-9.140435,-48.495088,-13.202851,-11.425544,-17.519168
9,1,7-Jan-13,4:30,0.03,529.484,0.3,529.484,0.3,529.184,-340.010293,Charge,869.19435,869.194293,59.089996,58.01,optimal,-324.645155,-26.075977,-16.105751,-17.383985,-11.759754,-40.647847,-39.62526,-40.647847,-16.872691,-0.0,-0.0,-30.421974,-9.203286,-48.828546,-13.293636,-11.504108,-17.639632
10,1,7-Jan-13,5:00,0.03,525.65,0.116,525.65,0.116,525.534,-343.660273,Charge,869.194339,869.194273,60.381952,59.29,optimal,-324.645155,-26.355901,-16.278644,-17.5706,-11.885994,-41.084198,-40.050633,-41.084198,-17.053818,-0.0,-0.0,-30.748551,-9.302083,-49.352716,-13.436341,-11.627603,-17.828992
