step,day,date_label,profile_time,eta_per_kwh,p_load_forecast_total_kw,p_pv_forecast_total_kw,p_load_actual_total_kw,p_pv_actual_total_kw,baseline_grid_actual_kw,pbat_aggregate_kw,battery_action,grid_forecast_qp_kw,grid_actual_calculated_kw,soc_predicted_pct,soc646_measured_pct,qp_status,qp_objective_day,pbat_646_B_kw,pbat_645_B_kw,pbat_611_C_kw,pbat_652_A_kw,pbat_671_A_kw,pbat_671_B_kw,pbat_671_C_kw,pbat_692_C_kw,pbat_692_B_kw,pbat_692_A_kw,pbat_675_C_kw,pbat_675_B_kw,pbat_675_A_kw,pbat_634_C_kw,pbat_634_B_kw,pbat_634_A_kw
16,1,7-Jan-13,8:00,0.06,636.794,237.926,636.794,237.926,398.868,125.636903,Discharge,273.231097,273.231097,1.761417,50.0,optimal,1803037.116618,9.635311,5.951222,6.423541,4.345337,15.01975,14.641895,15.01975,6.234613,0.0,0.0,11.241197,3.400698,18.042593,4.91212,4.250873,6.518005
17,1,7-Jan-13,8:30,0.06,676.108,366.944,676.108,366.944,309.164,35.932903,Discharge,273.231097,273.231097,0.0,50.0,optimal,1803037.116618,2.755756,1.702085,1.837171,1.242792,4.295738,4.187669,4.295738,1.783137,0.0,0.0,3.215049,0.97262,5.160289,1.404895,1.215775,1.864188
18,1,7-Jan-13,9:00,0.06,729.828,505.332,729.828,505.332,224.496,0.0,Idle,224.496,224.496,-0.0,50.0,optimal,1803037.116618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1,7-Jan-13,9:30,0.06,680.404,658.94,680.404,658.94,21.464,-0.0,Idle,21.464,21.464,0.0,50.0,optimal,1803037.116618,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20,1,7-Jan-13,10:00,0.06,682.818,829.604,682.818,829.604,-146.786,-0.0,Idle,-146.786,-146.786,0.0,50.0,optimal,1803037.116618,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
21,1,7-Jan-13,10:30,0.06,710.68,970.704,710.68,970.704,-260.024,0.0,Idle,-260.024,-260.024,-0.0,50.0,optimal,1803037.116618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,7-Jan-13,11:00,0.06,757.052,1171.376,757.052,1171.376,-414.324,-0.0,Idle,-414.324,-414.324,0.0,50.0,optimal,1803037.116618,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
23,1,7-Jan-13,11:30,0.06,721.462,1275.472,721.462,1275.472,-554.01,-117.757273,Charge,-436.252727,-436.252727,5.772415,50.0,optimal,1803037.116618,-9.031009,-5.577976,-6.020673,-4.072808,-14.077749,-13.723592,-14.077749,-5.843594,-0.0,-0.0,-10.536177,-3.187415,-16.911007,-4.604044,-3.984269,-6.109212
24,1,7-Jan-13,12:00,0.06,763.036,1318.254,763.036,1318.254,-555.218,-118.965273,Charge,-436.252727,-436.252727,11.604046,50.0,optimal,1803037.116618,-9.123652,-5.635197,-6.082435,-4.114588,-14.222164,-13.864374,-14.222164,-5.90354,-0.0,-0.0,-10.644261,-3.220113,-17.084487,-4.651274,-4.025141,-6.171883
25,1,7-Jan-13,12:30,0.06,817.948,1394.428,817.948,1394.428,-576.48,-140.227273,Charge,-436.252727,-436.252727,18.477932,50.0,optimal,1803037.116618,-10.754272,-6.642344,-7.169515,-4.849966,-16.764012,-16.342276,-16.764012,-6.958647,-0.0,-0.0,-12.546651,-3.795625,-20.137902,-5.48257,-4.744532,-7.274949
26,1,7-Jan-13,13:00,0.06,850.872,1450.29,850.872,1450.29,-599.418,-163.165273,Charge,-436.252727,-436.252727,26.47623,50.0,optimal,1803037.116618,-12.513427,-7.728881,-8.342285,-5.64331,-19.506224,-19.015502,-19.506224,-8.096923,-0.0,-0.0,-14.598998,-4.416504,-23.432005,-6.379394,-5.52063,-8.464965
27,1,7-Jan-13,13:30,0.06,832.132,1468.562,832.132,1468.562,-636.43,-200.177273,Charge,-436.252727,-436.252727,36.288841,50.0,optimal,1803037.116618,-15.351941,-9.482081,-10.234627,-6.923424,-23.930967,-23.32893,-23.930967,-9.933609,-0.0,-0.0,-17.910598,-5.418332,-28.747262,-7.82648,-6.772915,-10.385137
28,1,7-Jan-13,14:00,0.06,867.434,1539.744,867.434,1539.744,-672.31,-236.057273,Charge,-436.252727,-436.252727,47.860276,50.0,optimal,1803037.116618,-18.10364,-11.18166,-12.069094,-8.164387,-28.220381,-27.510434,-28.220381,-11.71412,-0.0,-0.0,-21.120914,-6.38952,-33.899954,-9.229307,-7.9869,-12.24658
29,1,7-Jan-13,14:30,0.3,966.92,1537.734,966.92,1537.734,-570.814,-483.363455,Charge,-87.450545,-87.450545,71.554563,50.0,optimal,1803037.116618,-37.069979,-22.896164,-24.713319,-16.717834,-57.785556,-56.331831,-57.785556,-23.986457,-0.0,-0.0,-43.248309,-13.083522,-69.415353,-18.898421,-16.354403,-25.076751
30,1,7-Jan-13,15:00,0.3,1001.206,1483.066,1001.206,1483.066,-481.86,-394.409455,Charge,-87.450545,-87.450545,90.88836,50.0,optimal,1803037.116618,-30.247943,-18.682553,-20.165295,-13.641229,-47.151205,-45.965012,-47.151205,-19.572198,-0.0,-0.0,-35.289267,-10.675745,-56.640756,-15.42052,-13.344681,-20.461844
31,1,7-Jan-13,15:30,0.3,1117.768,1391.096,1117.768,1391.096,-273.328,-185.877455,Charge,-87.450545,-87.450545,100.0,50.0,optimal,1803037.116618,-14.255263,-8.804722,-9.503509,-6.428844,-22.22144,-21.66241,-22.22144,-9.223994,-0.0,-0.0,-16.631141,-5.031269,-26.69368,-7.267389,-6.289087,-9.643266
32,1,7-Jan-13,16:00,0.3,1215.124,1279.638,1215.124,1279.638,-64.514,0.0,Idle,-64.514,-64.514,100.0,50.0,optimal,1803037.116618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,7-Jan-13,16:30,0.3,1177.174,1106.536,1177.174,1106.536,70.638,-0.0,Idle,70.638,70.638,100.0,50.0,optimal,1803037.116618,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
34,1,7-Jan-13,17:00,0.3,1190.878,914.84,1190.878,914.84,276.038,0.0,Idle,276.038,276.038,100.0,50.0,optimal,1803037.116618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,7-Jan-13,17:30,0.3,1282.982,728.164,1282.982,728.164,554.818,-0.0,Idle,554.818,554.818,100.0,50.0,optimal,1803037.116618,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
36,1,7-Jan-13,18:00,0.3,1461.024,523.1,1461.024,523.1,937.924,160.2644,Discharge,777.6596,777.6596,92.143902,50.0,optimal,1803037.116618,12.290954,7.591472,8.193969,5.542979,19.159428,18.67743,19.159428,7.95297,0.0,0.0,14.339446,4.337984,23.015414,6.265977,5.42248,8.314469
37,1,7-Jan-13,18:30,0.3,1475.752,325.53,1475.752,325.53,1150.222,372.5624,Discharge,777.6596,777.6596,73.881039,50.0,optimal,1803037.116618,28.572455,17.647693,19.048303,12.885617,44.539415,43.418926,44.539415,18.488059,0.0,0.0,33.334531,10.084396,53.503322,14.566349,12.605495,19.328425
38,1,7-Jan-13,19:00,0.3,1447.248,165.692,1447.248,165.692,1281.556,503.8964,Discharge,777.6596,777.6596,49.180235,50.0,optimal,1803037.116618,38.644686,23.868777,25.763124,17.427996,60.240246,58.724768,60.240246,25.005385,0.0,0.0,45.085467,13.639301,72.364069,19.701213,17.049126,26.141994
39,1,7-Jan-13,19:30,0.3,1341.372,67.068,1341.372,67.068,1274.304,496.6444,Discharge,777.6596,777.6596,24.834922,50.0,optimal,1803037.116618,38.088518,23.525261,25.392345,17.177175,59.373278,57.879611,59.373278,24.645512,0.0,0.0,44.436604,13.443006,71.322617,19.417676,16.803758,25.765762
40,1,7-Jan-13,20:00,0.3,1296.616,12.324,1296.616,12.324,1284.292,506.6324,Discharge,777.6596,777.6596,-0.0,50.0,optimal,1803037.116618,38.854515,23.998377,25.90301,17.522624,60.567332,59.043626,60.567332,25.141157,0.0,0.0,45.330267,13.713358,72.756984,19.808184,17.141698,26.283937
41,1,7-Jan-13,20:30,0.06,1239.91,0.068,1239.91,0.068,1239.842,-5.94,Charge,1245.782,1245.782,0.291176,50.0,optimal,1803037.116618,-0.455549,-0.281368,-0.303699,-0.205444,-0.71012,-0.692256,-0.71012,-0.294767,-0.0,-0.0,-0.531474,-0.160782,-0.853038,-0.232241,-0.200977,-0.308165
42,1,7-Jan-13,21:00,0.06,1251.986,0.264,1251.986,0.264,1251.722,5.94,Discharge,1245.782,1245.782,0.0,50.0,optimal,1803037.116618,0.455549,0.281368,0.303699,0.205444,0.71012,0.692256,0.71012,0.294767,0.0,0.0,0.531474,0.160782,0.853038,0.232241,0.200977,0.308165
43,1,7-Jan-13,21:30,0.06,1205.092,0.168,1205.092,0.168,1204.924,-22.727,Charge,1227.651,1227.651,1.114069,50.0,optimal,1803037.116618,-1.742973,-1.076542,-1.161982,-0.786047,-2.716987,-2.648635,-2.716987,-1.127806,-0.0,-0.0,-2.033468,-0.615167,-3.263802,-0.888574,-0.768959,-1.17907
44,1,7-Jan-13,22:00,0.06,1250.378,0.0,1250.378,0.0,1250.378,22.727,Discharge,1227.651,1227.651,-0.0,50.0,optimal,1803037.116618,1.742973,1.076542,1.161982,0.786047,2.716987,2.648635,2.716987,1.127806,0.0,0.0,2.033468,0.615167,3.263802,0.888574,0.768959,1.17907
45,1,7-Jan-13,22:30,0.03,1158.618,0.066,1158.618,0.066,1158.552,-59.0765,Charge,1217.6285,1217.6285,2.895907,50.0,optimal,1803037.116618,-4.530679,-2.798361,-3.020453,-2.043247,-7.062529,-6.884855,-7.062529,-2.931616,-0.0,-0.0,-5.285792,-1.599063,-8.483918,-2.309758,-1.998829,-3.064871
46,1,7-Jan-13,23:00,0.03,1021.238,0.258,1021.238,0.258,1020.98,-196.6485,Charge,1217.6285,1217.6285,12.535539,50.0,optimal,1803037.116618,-15.081314,-9.314929,-10.054209,-6.801377,-23.509106,-22.917682,-23.509106,-9.758497,-0.0,-0.0,-17.594866,-5.322817,-28.240499,-7.688513,-6.653521,-10.202065
47,1,7-Jan-13,23:30,0.03,884.048,0.108,884.048,0.108,883.94,-333.6885,Charge,1217.6285,1217.6285,28.892819,50.0,optimal,1803037.116618,-25.591148,-15.806297,-17.060765,-11.541106,-39.892084,-38.888509,-39.892084,-16.558978,-0.0,-0.0,-29.856339,-9.03217,-47.920679,-13.046468,-11.290212,-17.311659
48,1,8-Jan-13,0:00,0.03,787.258,0.216,787.258,0.216,787.042,-430.5865,Charge,1217.6285,1217.6285,50.0,50.0,optimal,1803037.116618,-33.022423,-20.396203,-22.014949,-14.892465,-51.47613,-50.181133,-51.47613,-21.36745,-0.0,-0.0,-38.526161,-11.654973,-61.836106,-16.834961,-14.568716,-22.338698
49,2,8-Jan-13,0:30,0.03,757.586,0.176,757.586,0.176,757.41,129.332842,Discharge,628.077158,628.077158,43.660155,50.0,optimal,20188010.597941,9.918759,6.126293,6.612506,4.473166,15.461595,15.072624,15.461595,6.418021,0.0,0.0,11.571886,3.500739,18.573363,5.056622,4.375923,6.709749
50,2,8-Jan-13,1:00,0.03,684.528,0.0,684.528,0.0,684.528,56.450842,Discharge,628.077158,628.077158,40.892957,50.0,optimal,20188010.597941,4.329313,2.673987,2.886208,1.952435,6.748635,6.578858,6.748635,2.80132,0.0,0.0,5.050865,1.527993,8.10685,2.207101,1.909991,2.928653
51,2,8-Jan-13,1:30,0.03,601.122,0.164,601.122,0.164,600.958,-27.119158,Charge,628.077158,628.077158,42.222327,50.0,optimal,20188010.597941,-2.079815,-1.284592,-1.386543,-0.937956,-3.242065,-3.160503,-3.242065,-1.345763,-0.0,-0.0,-2.426451,-0.734052,-3.894556,-1.060298,-0.917565,-1.406934
52,2,8-Jan-13,2:00,0.03,559.964,0.156,559.964,0.156,559.808,-68.269158,Charge,628.077158,628.077158,45.568854,50.0,optimal,20188010.597941,-5.23568,-3.233802,-3.490453,-2.361189,-8.161501,-7.95618,-8.161501,-3.387793,-0.0,-0.0,-6.108293,-1.847887,-9.804067,-2.66917,-2.309859,-3.541783
53,2,8-Jan-13,2:30,0.03,585.936,0.296,585.936,0.296,585.64,-42.437158,Charge,628.077158,628.077158,47.649107,50.0,optimal,20188010.597941,-3.254579,-2.010181,-2.169719,-1.467751,-5.073314,-4.945684,-5.073314,-2.105904,-0.0,-0.0,-3.797009,-1.148675,-6.094359,-1.659197,-1.435844,-2.201627
54,2,8-Jan-13,3:00,0.03,558.69,0.2,558.69,0.2,558.49,-69.587158,Charge,628.077158,628.077158,51.060243,50.0,optimal,20188010.597941,-5.336759,-3.296234,-3.55784,-2.406774,-8.319066,-8.109782,-8.319066,-3.453197,-0.0,-0.0,-6.226219,-1.883562,-9.993344,-2.720701,-2.354453,-3.610161
55,2,8-Jan-13,3:30,0.03,575.054,0.0,575.054,0.0,575.054,-53.023158,Charge,628.077158,628.077158,53.659417,50.0,optimal,20188010.597941,-4.066438,-2.511623,-2.710958,-1.833884,-6.338859,-6.179391,-6.338859,-2.631224,-0.0,-0.0,-4.744177,-1.435213,-7.614604,-2.073086,-1.794017,-2.750825
56,2,8-Jan-13,4:00,0.03,568.032,0.06,568.032,0.06,567.972,-60.105158,Charge,628.077158,628.077158,56.605748,50.0,optimal,20188010.597941,-4.609569,-2.847086,-3.073046,-2.078825,-7.185504,-7.004736,-7.185504,-2.982662,-0.0,-0.0,-5.37783,-1.626907,-8.631643,-2.349976,-2.033633,-3.118238
57,2,8-Jan-13,4:30,0.03,571.316,0.108,571.316,0.108,571.208,-56.869158,Charge,628.077158,628.077158,59.393452,50.0,optimal,20188010.597941,-4.361394,-2.693802,-2.907596,-1.966903,-6.798644,-6.627609,-6.798644,-2.822079,-0.0,-0.0,-5.088293,-1.539316,-8.166924,-2.223456,-1.924144,-2.950355
58,2,8-Jan-13,5:00,0.03,560.216,0.44,560.216,0.44,559.776,-68.301158,Charge,628.077158,628.077158,62.741548,50.0,optimal,20188010.597941,-5.238134,-3.235318,-3.492089,-2.362296,-8.165326,-7.959909,-8.165326,-3.389381,-0.0,-0.0,-6.111156,-1.848753,-9.808663,-2.670421,-2.310941,-3.543444
59,2,8-Jan-13,5:30,0.03,559.922,0.232,559.922,0.232,559.69,-68.387158,Charge,628.077158,628.077158,66.09386,50.0,optimal,20188010.597941,-5.244729,-3.239392,-3.496486,-2.36527,-8.175608,-7.969932,-8.175608,-3.393648,-0.0,-0.0,-6.118851,-1.851081,-9.821013,-2.673784,-2.313851,-3.547905
60,2,8-Jan-13,6:00,0.03,587.524,0.228,587.524,0.228,587.296,-40.781158,Charge,628.077158,628.077158,68.092936,50.0,optimal,20188010.597941,-3.127578,-1.931739,-2.085052,-1.410476,-4.875341,-4.752691,-4.875341,-2.023727,-0.0,-0.0,-3.64884,-1.103851,-5.856542,-1.594451,-1.379814,-2.115714
61,2,8-Jan-13,6:30,0.03,604.91,9.206,604.91,9.206,595.704,-32.373158,Charge,628.077158,628.077158,69.679856,50.0,optimal,20188010.597941,-2.482753,-1.533465,-1.655169,-1.119673,-3.870175,-3.772812,-3.870175,-1.606488,-0.0,-0.0,-2.896546,-0.876266,-4.649078,-1.265717,-1.095332,-1.67951
62,2,8-Jan-13,7:00,0.03,661.894,64.44,661.894,64.44,597.454,-30.623158,Charge,628.077158,628.077158,71.180991,50.0,optimal,20188010.597941,-2.348543,-1.450571,-1.565695,-1.059147,-3.660964,-3.568864,-3.660964,-1.519645,-0.0,-0.0,-2.739967,-0.828898,-4.397762,-1.197296,-1.036122,-1.58872
63,2,8-Jan-13,7:30,0.06,689.118,175.972,689.118,175.972,513.146,199.232421,Discharge,313.913579,313.913579,61.414696,50.0,optimal,20188010.597941,15.279479,9.437325,10.186319,6.890745,23.818011,23.218816,23.818011,9.886722,0.0,0.0,17.826059,5.392757,28.611573,7.789538,6.740947,10.336118
64,2,8-Jan-13,8:00,0.06,743.098,314.808,743.098,314.808,428.29,114.376421,Discharge,313.913579,313.913579,55.808008,50.0,optimal,20188010.597941,8.771726,5.41783,5.847817,3.955876,13.673572,13.329583,13.673572,5.675822,0.0,0.0,10.23368,3.095903,16.425486,4.47186,3.869879,5.933814
65,2,8-Jan-13,8:30,0.06,823.554,443.502,823.554,443.502,380.052,66.138421,Discharge,313.913579,313.913579,52.565929,50.0,optimal,20188010.597941,5.07227,3.132873,3.381513,2.287494,7.906774,7.707861,7.906774,3.282057,0.0,0.0,5.917648,1.790213,9.498074,2.585863,2.237766,3.431241
66,2,8-Jan-13,9:00,0.06,851.35,595.642,851.35,595.642,255.708,-58.205579,Charge,313.913579,313.913579,55.419143,50.0,optimal,20188010.597941,-4.463887,-2.757106,-2.975924,-2.013125,-6.958411,-6.783357,-6.958411,-2.888397,-0.0,-0.0,-5.207868,-1.575489,-8.358846,-2.275707,-1.969362,-3.019688
67,2,8-Jan-13,9:30,0.06,888.854,789.788,888.854,789.788,99.066,-214.847579,Charge,313.913579,313.913579,65.950888,50.0,optimal,20188010.597941,-16.477032,-10.176991,-10.984688,-7.430819,-25.684786,-25.038628,-25.684786,-10.661609,-0.0,-0.0,-19.223204,-5.815423,-30.854051,-8.400056,-7.269279,-11.146228
68,2,8-Jan-13,10:00,0.06,993.1,982.948,993.1,982.948,10.152,-303.761579,Charge,313.913579,313.913579,80.841161,50.0,optimal,20188010.597941,-23.296001,-14.388706,-15.530667,-10.50604,-36.314354,-35.400786,-36.314354,-15.073883,-0.0,-0.0,-27.178668,-8.222118,-43.622903,-11.876393,-10.277647,-15.759059
69,2,8-Jan-13,10:30,0.06,1218.084,1036.966,1218.084,1036.966,181.118,-132.795579,Charge,313.913579,313.913579,87.350748,50.0,optimal,20188010.597941,-10.184323,-6.290317,-6.789548,-4.59293,-15.875562,-15.476176,-15.875562,-6.589856,-0.0,-0.0,-11.88171,-3.594467,-19.070643,-5.192008,-4.493083,-6.889395
70,2,8-Jan-13,11:00,0.06,1283.24,1090.962,1283.24,1090.962,192.278,-121.635579,Charge,313.913579,313.913579,93.313277,50.0,optimal,20188010.597941,-9.328443,-5.761685,-6.218962,-4.206945,-14.541396,-14.175575,-14.541396,-6.036051,-0.0,-0.0,-10.883183,-3.292392,-17.467967,-4.755677,-4.11549,-6.310417
71,2,8-Jan-13,11:30,0.06,1446.28,1178.128,1446.28,1178.128,268.152,-45.761579,Charge,313.913579,313.913579,95.556491,50.0,optimal,20188010.597941,-3.509535,-2.167654,-2.33969,-1.582731,-5.470745,-5.333116,-5.470745,-2.270875,-0.0,-0.0,-4.094457,-1.238659,-6.571776,-1.789175,-1.548324,-2.374097
72,2,8-Jan-13,12:00,0.06,1578.538,1355.272,1578.538,1355.272,223.266,-90.647579,Charge,313.913579,313.913579,100.0,50.0,optimal,20188010.597941,-6.95192,-4.293833,-4.634613,-3.135179,-10.836816,-10.564192,-10.836816,-4.498301,-0.0,-0.0,-8.110573,-2.453619,-13.01781,-3.544116,-3.067023,-4.702769
73,2,8-Jan-13,12:30,0.06,1841.69,1500.324,1841.69,1500.324,341.366,0.0,Idle,341.366,341.366,100.0,50.24,optimal,20188010.597941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2,8-Jan-13,13:00,0.06,1973.82,1516.364,1973.82,1516.364,457.456,-0.0,Idle,457.456,457.456,100.0,50.24,optimal,20188010.597941,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
