step,day,date_label,profile_time,eta_per_kwh,p_load_forecast_total_kw,p_pv_forecast_total_kw,p_load_actual_total_kw,p_pv_actual_total_kw,baseline_grid_actual_kw,pbat_aggregate_kw,battery_action,grid_forecast_qp_kw,grid_actual_calculated_kw,soc_predicted_pct,soc646_measured_pct,qp_status,qp_objective_day,pbat_646_B_kw,pbat_645_B_kw,pbat_611_C_kw,pbat_652_A_kw,pbat_671_A_kw,pbat_671_B_kw,pbat_671_C_kw,pbat_692_C_kw,pbat_692_B_kw,pbat_692_A_kw,pbat_675_C_kw,pbat_675_B_kw,pbat_675_A_kw,pbat_634_C_kw,pbat_634_B_kw,pbat_634_A_kw
1,1,7-Jan-13,0:30,0.03,770.334,0.128,770.334,0.128,770.206,-266.201604,Charge,1036.407598,1036.407604,51.000758,50.09,optimal,-701.148955,-20.415461,-12.60955,-13.610308,-9.206973,-31.824102,-31.023495,-31.824102,-13.210004,-0.0,-0.0,-23.818038,-7.205457,-38.228952,-10.407882,-9.006821,-13.810459
2,1,7-Jan-13,1:00,0.03,727.572,0.104,727.572,0.104,727.468,-308.939681,Charge,1036.407675,1036.407681,52.162185,51.09,optimal,-701.148955,-23.693118,-14.633985,-15.795412,-10.685132,-36.93339,-36.004249,-36.93339,-15.330841,-0.0,-0.0,-27.641971,-8.362277,-44.366526,-12.078845,-10.452846,-16.027698
3,1,7-Jan-13,1:30,0.03,628.524,0.144,628.524,0.144,628.38,-408.027835,Charge,1036.407829,1036.407835,53.696125,52.3,optimal,-701.148955,-31.29236,-19.327634,-20.861574,-14.112241,-48.779268,-47.552116,-48.779268,-20.247998,-0.0,-0.0,-36.507754,-11.044362,-58.596479,-15.952968,-13.805453,-21.168361
4,1,7-Jan-13,2:00,0.03,587.784,0.212,587.784,0.212,587.572,-448.836066,Charge,1036.40806,1036.408066,55.383478,53.84,optimal,-701.148955,-34.422014,-21.260656,-22.948009,-15.523653,-53.657845,-52.307963,-53.657845,-22.273068,-0.0,-0.0,-40.159016,-12.148946,-64.456909,-17.548478,-15.186183,-23.28548
5,1,7-Jan-13,2:30,0.03,548.304,0.108,548.304,0.108,548.196,-488.212373,Charge,1036.408367,1036.408373,57.218863,55.52,optimal,-701.148955,-37.441851,-23.125849,-24.961234,-16.885541,-58.365239,-56.896931,-58.365239,-24.22708,-0.0,-0.0,-43.68216,-13.214771,-70.111702,-19.088003,-16.518464,-25.328311
6,1,7-Jan-13,3:00,0.03,546.074,0.058,546.074,0.058,546.016,-490.392757,Charge,1036.408751,1036.408757,59.062445,57.34,optimal,-701.148955,-37.609069,-23.229131,-25.072712,-16.960952,-58.625901,-57.151036,-58.625901,-24.33528,-0.0,-0.0,-43.877247,-13.273789,-70.424824,-19.173251,-16.592236,-25.441429
7,1,7-Jan-13,3:30,0.03,536.482,0.2,536.482,0.2,536.282,-500.127217,Charge,1036.409211,1036.409217,60.942622,59.2,optimal,-701.148955,-38.355621,-23.690237,-25.570414,-17.297633,-59.789645,-58.285503,-59.789645,-24.818343,-0.0,-0.0,-44.748225,-13.537278,-71.822781,-19.553846,-16.921598,-25.94645
8,1,7-Jan-13,4:00,0.03,531.554,0.048,531.554,0.048,531.506,-504.903751,Charge,1036.409746,1036.409751,62.840757,61.07,optimal,-701.148955,-38.721942,-23.916493,-25.814628,-17.462837,-60.360674,-58.842167,-60.360674,-25.055374,-0.0,-0.0,-45.175599,-13.666568,-72.508734,-19.740598,-17.08321,-26.194255
9,1,7-Jan-13,4:30,0.03,529.484,0.3,529.484,0.3,529.184,-507.226361,Charge,1036.410355,1036.410361,64.747623,62.98,optimal,-701.148955,-38.900067,-24.026512,-25.933378,-17.543167,-60.638339,-59.112847,-60.638339,-25.170631,-0.0,-0.0,-45.383411,-13.729435,-72.842282,-19.831407,-17.161794,-26.314751
10,1,7-Jan-13,5:00,0.03,525.65,0.116,525.65,0.116,525.534,-510.877044,Charge,1036.411038,1036.411044,66.668213,64.89,optimal,-701.148955,-39.180044,-24.199439,-26.120029,-17.669432,-61.074774,-59.538302,-61.074774,-25.351793,-0.0,-0.0,-45.710051,-13.828251,-73.366553,-19.97414,-17.285314,-26.504147
