Time,Node 632.Probe1
387.0,-72072.9765625
388.0,22359.671875
389.0,-63837.79296875
390.0,342816.15625
391.0,383058.84375
392.0,333301.375
393.0,357203.09375
394.0,249266.34375
395.0,389104.0625
396.0,238031.375
397.0,323509.4375
398.0,208848.234375
399.0,202460.703125
400.0,212142.625
401.0,311244.46875
402.0,325919.46875
403.0,370570.9375
404.0,238459.9375
405.0,296902.25
406.0,362694.5625
407.0,341581.28125
408.0,377335.53125
409.0,251693.90625
410.0,202744.953125
411.0,245375.375
412.0,284167.84375
413.0,330540.15625
414.0,206393.15625
415.0,276952.34375
416.0,234433.546875
417.0,370677.78125
418.0,330471.0
419.0,198209.984375
420.0,337969.8125
421.0,353798.625
422.0,338377.125
423.0,237696.453125
424.0,316564.90625
425.0,377724.375
426.0,-113192.7109375
427.0,19534.912109375
428.0,-56393.93359375
429.0,-94394.1484375
430.0,-94810.6796875
431.0,-96333.3515625
432.0,-31161.1171875
433.0,-30354.017578125
434.0,-77738.65625
435.0,-60456.609375
436.0,-42300.3828125
437.0,-44080.80859375
438.0,-130627.6640625
439.0,-60334.546875
440.0,-25621.99609375
441.0,20608.875
442.0,-43426.16796875
443.0,-112177.9453125
444.0,36126.453125
445.0,-49961.34765625
446.0,-101673.8515625
447.0,-108710.84375
448.0,28042.701171875
449.0,-132169.546875
450.0,-138490.09375
451.0,-51346.234375
452.0,-87927.9296875
453.0,-133365.546875
454.0,-353449.875
455.0,-241992.09375
456.0,-391480.78125
457.0,-379201.4375
458.0,-240303.9375
459.0,-331273.625
460.0,-174401.875
461.0,-310309.625
462.0,-309506.0625
463.0,-315380.8125
464.0,-176561.5
465.0,-236882.9375
466.0,-246553.546875
467.0,-227715.4375
468.0,-259588.65625
469.0,-295982.8125
470.0,-176433.0
471.0,-165187.9375
472.0,-216479.25
473.0,-194607.25
474.0,-233382.46875
475.0,-303572.21875
476.0,-303004.125
477.0,-323970.5
478.0,315453.53125
479.0,283238.59375
480.0,209309.390625
481.0,291940.3125
482.0,259328.109375
483.0,268592.1875
484.0,328358.125
485.0,171044.21875
486.0,943197.375
487.0,964831.375
488.0,886570.6875
489.0,846526.5
490.0,827850.3125
491.0,812714.5
492.0,192086.171875
493.0,180721.6875
