Time,Time Varying Load 671.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadB.P_measured,Time Varying Load 671.Single phase time-varying loadA1.P_measured,Time Varying Load 671.Single phase time-varying loadA2.P_measured,Time Varying Load 675.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadC.P_measured
293.25,109032.9375,23450.193359375,110011.3515625,111051.109375,142361.578125,82089.875
293.5,109033.6328125,23450.21875,110011.375,111051.640625,142362.375,82081.640625
293.75,113045.6875,23459.32421875,109048.25,112049.6015625,140365.828125,87053.0078125
294.0,113039.921875,23458.302734375,109046.2265625,112052.9765625,140359.8125,87097.9140625
294.25,113040.6328125,23458.033203125,109046.5078125,112014.40625,140362.859375,87096.953125
294.5,113039.7109375,23458.197265625,109046.1796875,112051.1484375,140361.5,87096.3203125
294.75,113042.234375,23458.052734375,109046.0625,112053.8671875,140293.09375,87096.0625
295.0,113043.25,23457.9375,109046.09375,112051.9453125,140366.1875,87097.0546875
295.25,113040.921875,23457.9609375,109046.3203125,112052.921875,140362.375,87097.1171875
295.5,113036.2265625,23458.0703125,109046.4609375,112053.328125,140363.734375,87096.828125
295.75,110036.453125,21450.255859375,105021.1328125,109072.4296875,138366.25,80051.3671875
296.0,110038.078125,21455.671875,105041.4453125,109049.1328125,138362.875,80084.8125
296.25,110036.5546875,21455.671875,105040.65625,109028.9453125,138358.53125,80086.7578125
296.5,110035.703125,21455.615234375,105040.859375,109047.3203125,138358.90625,80086.1953125
296.75,110038.2109375,21455.484375,105040.8125,109050.6484375,138361.765625,80086.8515625
297.0,110035.1796875,21455.6015625,105040.921875,109048.3828125,138353.984375,80086.59375
297.25,110038.4296875,21455.296875,105040.8515625,109048.5234375,138361.578125,80086.5390625
297.5,110032.296875,21455.330078125,105040.8671875,109049.1328125,138361.3125,80086.6640625
297.75,102046.8671875,22456.70703125,97017.1953125,102104.078125,124374.4765625,74047.5703125
298.0,102021.75,22452.154296875,97030.1953125,102039.140625,124344.75,74047.0078125
298.25,101978.7265625,22456.82421875,97030.234375,102004.34375,124347.9453125,74075.9375
298.5,102027.8984375,22456.79296875,97030.4296875,102038.4453125,124344.890625,74076.7265625
298.75,102025.65625,22456.615234375,97029.953125,102040.6015625,124342.15625,74077.4765625
299.0,101961.25,22438.177734375,96909.2890625,101902.703125,124249.578125,73972.4453125
299.25,102028.0625,22456.54296875,97029.7578125,102039.15625,124346.2734375,74078.203125
299.5,102026.90625,22456.81640625,97029.875,102039.3125,124343.796875,74077.7109375
299.75,105025.1875,23457.0078125,94999.328125,109032.734375,128342.4140625,68084.7265625
300.0,105030.3671875,23457.974609375,95007.2421875,109048.7578125,128348.453125,68062.546875
300.25,105025.53125,23450.060546875,95026.9609375,109049.3984375,128349.09375,68042.1796875
300.5,105028.046875,23458.15625,95026.7421875,109029.4609375,128344.453125,68069.5078125
300.75,105032.765625,23458.0703125,95027.4921875,109011.4609375,128350.9453125,68069.5703125
301.0,105031.6328125,23458.072265625,95027.0546875,109050.765625,128350.53125,68069.703125
301.25,105031.8671875,23457.994140625,95027.0859375,109050.2265625,128284.5,68069.28125
301.5,105032.296875,23457.91015625,95027.21875,109047.9140625,128350.328125,68069.984375
301.75,101020.75,22456.619140625,93027.171875,106079.828125,123329.390625,63069.1953125
302.0,101025.921875,22456.751953125,93006.234375,106045.140625,123343.2265625,63062.64453125
302.25,101025.8828125,22456.701171875,93025.0,106044.625,123343.25,63055.85546875
302.5,101025.765625,22448.984375,93024.109375,106026.6328125,123344.5625,63037.421875
302.75,100977.3984375,22456.900390625,93024.7109375,106008.9609375,123342.671875,63063.58984375
303.0,101024.5390625,22456.708984375,93023.5625,106046.1953125,123341.9375,63062.27734375
303.25,101025.6328125,22456.568359375,93024.0625,106046.046875,123280.1171875,63062.7734375
303.5,101023.6171875,22456.9140625,93024.5546875,106044.2578125,123336.5625,63062.921875
303.75,90025.625,24460.01171875,85019.2109375,94106.859375,109344.1640625,58064.1796875
304.0,90012.6796875,24459.44140625,84984.6640625,94028.234375,109326.4921875,58055.96484375
304.25,90011.7890625,24459.171875,85012.359375,93995.5078125,109326.0234375,58055.6328125
304.5,90011.6640625,24459.259765625,85013.390625,93996.3984375,109326.2109375,58050.40625
304.75,90012.859375,24454.203125,85013.109375,94026.2890625,109328.328125,58029.42578125
305.0,90012.375,24459.109375,85013.234375,94028.9609375,109326.3984375,58056.28125
