step,date_label,profile_time,v_632_A_rms_V,v_632_B_rms_V,v_632_C_rms_V,v_633_A_rms_V,v_633_B_rms_V,v_633_C_rms_V,v_634_A_rms_V,v_634_B_rms_V,v_634_C_rms_V,v_645_B_rms_V,v_645_C_rms_V,v_646_B_rms_V,v_646_C_rms_V,v_652_A_rms_V,v_671_A_rms_V,v_671_B_rms_V,v_671_C_rms_V,v_675_A_rms_V,v_675_B_rms_V,v_675_C_rms_V,v_680_A_rms_V,v_680_B_rms_V,v_680_C_rms_V,v_684_A_rms_V,v_684_C_rms_V,v_692_A_rms_V,v_692_B_rms_V,v_692_C_rms_V,v_611_C_rms_V
51,8-Jan-13,1:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.937744140625,2460.577392578125,2460.37646484375,283.154541015625,283.60858154296875,283.5005187988281,2458.214111328125,2460.15673828125,2457.681396484375,2459.620849609375,2381.43798828125,2383.950927734375,2450.47998046875,2432.56640625,2381.396240234375,2450.879150390625,2431.673095703125,2383.94775390625,2450.47998046875,2432.56640625,2383.31494140625,2431.779052734375,2383.94775390625,2450.480224609375,2432.56640625,2430.92919921875
52,8-Jan-13,2:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.02685546875,2460.574462890625,2460.37451171875,283.3740539550781,283.6128845214844,283.5054931640625,2458.523193359375,2460.15966796875,2458.005615234375,2459.651611328125,2387.985595703125,2390.52734375,2450.98779296875,2433.478759765625,2388.228759765625,2451.39990234375,2432.48583984375,2390.52734375,2450.986083984375,2433.478759765625,2389.885986328125,2432.769775390625,2390.52734375,2450.986083984375,2433.477294921875,2431.997314453125
53,8-Jan-13,2:30,2462.223388671875,2460.8935546875,2460.8935546875,2461.3486328125,2460.60107421875,2460.373779296875,283.21710205078125,283.6321716308594,283.5063171386719,2458.473388671875,2460.180419921875,2457.965576171875,2459.66357421875,2383.059814453125,2385.943603515625,2451.184326171875,2431.705810546875,2383.44384765625,2451.671630859375,2430.6025390625,2385.943603515625,2451.184326171875,2431.7060546875,2385.217041015625,2430.914794921875,2385.943603515625,2451.184326171875,2431.7060546875,2430.052978515625
54,8-Jan-13,3:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.0615234375,2460.585693359375,2460.41015625,283.2503662109375,283.62646484375,283.5360107421875,2458.616455078125,2460.189697265625,2458.11962890625,2459.69775390625,2387.359130859375,2390.14208984375,2451.367919921875,2432.628173828125,2387.7919921875,2451.826416015625,2431.526123046875,2390.141357421875,2451.367919921875,2432.628173828125,2389.430908203125,2431.892822265625,2390.141357421875,2451.367919921875,2432.628173828125,2431.0888671875
55,8-Jan-13,3:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.04345703125,2460.586181640625,2460.4072265625,283.2366943359375,283.7785339355469,283.53240966796875,2458.431396484375,2460.2119140625,2457.939453125,2459.724365234375,2384.574462890625,2387.2841796875,2451.376953125,2432.25830078125,2384.804931640625,2453.16650390625,2431.2490234375,2387.2841796875,2451.376953125,2432.258056640625,2386.596923828125,2431.46630859375,2387.2841796875,2451.376953125,2432.258056640625,2430.60693359375
56,8-Jan-13,4:00,2460.8935546875,2462.223388671875,2460.8935546875,2459.9287109375,2460.615478515625,2460.422607421875,283.15399169921875,283.64013671875,283.5376281738281,2458.177490234375,2460.21728515625,2459.004150390625,2459.71337890625,2386.212890625,2388.412353515625,2450.97265625,2434.146484375,2385.970703125,2451.381103515625,2433.293701171875,2388.412353515625,2450.97265625,2434.14794921875,2387.861572265625,2433.4599609375,2388.437255859375,2450.97265625,2434.14794921875,2432.717041015625
57,8-Jan-13,4:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.9443359375,2460.618408203125,2460.363525390625,283.1617126464844,283.6390686035156,283.64752197265625,2458.28076171875,2460.17822265625,2457.762939453125,2459.66064453125,2389.428955078125,2391.4833984375,2450.385009765625,2433.514892578125,2389.138427734375,2450.773681640625,2432.57177734375,2391.4833984375,2450.385009765625,2433.514892578125,2390.970703125,2432.775146484375,2391.4833984375,2450.385009765625,2433.51513671875,2431.983642578125
58,8-Jan-13,5:00,2460.8935546875,2460.8935546875,2462.223388671875,2459.906982421875,2460.609375,2460.430908203125,283.13787841796875,283.63458251953125,283.541748046875,2458.269775390625,2461.552490234375,2457.77685546875,2461.053466796875,2387.947998046875,2390.00146484375,2450.819091796875,2434.499755859375,2387.613525390625,2451.218505859375,2433.6611328125,2390.00146484375,2450.819091796875,2434.499755859375,2389.489501953125,2433.810546875,2390.00146484375,2450.819091796875,2434.49755859375,2433.07177734375
59,8-Jan-13,5:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.950439453125,2460.551025390625,2460.46923828125,283.1689453125,283.5966491699219,283.5696716308594,2458.255859375,2460.173828125,2457.734619140625,2459.65380859375,2388.116455078125,2390.1708984375,2450.638427734375,2434.705078125,2387.820556640625,2450.98388671875,2433.896240234375,2390.1708984375,2450.638427734375,2434.705078125,2389.65576171875,2434.007568359375,2390.17041015625,2450.638427734375,2434.705078125,2433.258544921875
60,8-Jan-13,6:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.8193359375,2460.513671875,2460.49560546875,283.07012939453125,283.5611267089844,283.57708740234375,2458.092041015625,2460.05322265625,2457.49560546875,2459.446533203125,2384.482421875,2386.5361328125,2450.273681640625,2435.83740234375,2384.087646484375,2450.606689453125,2435.046630859375,2386.5361328125,2450.273681640625,2434.520751953125,2386.0234375,2433.837890625,2386.5361328125,2450.273681640625,2434.520751953125,2433.104248046875
61,8-Jan-13,6:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.9560546875,2460.432373046875,2460.43115234375,283.31475830078125,283.5049743652344,283.5325927734375,2458.21630859375,2459.971923828125,2457.5791015625,2459.341552734375,2384.123046875,2386.192138671875,2450.183837890625,2433.509765625,2383.79052734375,2450.542236328125,2432.6103515625,2386.192138671875,2450.183349609375,2433.509765625,2385.680419921875,2432.76220703125,2386.192138671875,2450.183349609375,2433.511474609375,2431.96533203125
62,8-Jan-13,7:00,2462.223388671875,2460.8935546875,2460.8935546875,2461.3525390625,2460.443115234375,2460.36669921875,283.20794677734375,283.51300048828125,283.48968505859375,2458.41943359375,2459.969482421875,2457.790283203125,2459.343994140625,2384.472900390625,2386.6357421875,2449.688720703125,2432.3779296875,2384.302978515625,2450.00146484375,2431.417236328125,2386.6357421875,2449.688720703125,2432.3779296875,2386.10205078125,2431.52490234375,2386.6357421875,2449.688720703125,2432.3779296875,2430.618408203125
63,8-Jan-13,7:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.060546875,2460.4892578125,2460.456787109375,283.24603271484375,283.5572814941406,283.5640563964844,2458.878662109375,2460.0263671875,2458.301513671875,2459.45703125,2393.243408203125,2395.47265625,2450.989501953125,2435.31201171875,2393.487060546875,2451.28564453125,2434.40283203125,2395.47265625,2450.989501953125,2435.31201171875,2394.909423828125,2434.65625,2395.47607421875,2450.989501953125,2435.31201171875,2433.94677734375
64,8-Jan-13,8:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.28271484375,2460.48974609375,2460.53466796875,283.41802978515625,283.7328796386719,283.6397399902344,2459.532470703125,2460.15283203125,2459.05517578125,2459.67578125,2402.882568359375,2404.99609375,2452.184814453125,2436.636962890625,2403.374267578125,2452.466796875,2435.780029296875,2404.99609375,2452.184814453125,2436.636962890625,2404.466796875,2435.95556640625,2404.9951171875,2452.184814453125,2436.636962890625,2435.2236328125
65,8-Jan-13,8:30,2460.8935546875,2462.223388671875,2460.8935546875,2460.258056640625,2460.502685546875,2460.649658203125,283.4091491699219,283.5960998535156,283.7258605957031,2460.77099609375,2460.244873046875,2460.341552734375,2459.80615234375,2406.532958984375,2408.5283203125,2452.5615234375,2439.729736328125,2407.111083984375,2452.751953125,2439.0283203125,2408.5283203125,2452.5615234375,2439.729736328125,2408.01611328125,2439.269287109375,2408.528564453125,2452.5615234375,2439.729736328125,2438.762451171875
66,8-Jan-13,9:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.532958984375,2460.5400390625,2460.79638671875,283.62847900390625,283.6551208496094,284.0136413574219,2460.163330078125,2460.3759765625,2459.839599609375,2460.05859375,2422.35205078125,2423.819580078125,2455.28271484375,2442.611572265625,2422.8994140625,2455.372802734375,2442.0771484375,2423.819580078125,2455.28271484375,2442.611572265625,2423.452880859375,2442.13720703125,2423.817138671875,2455.28271484375,2442.611572265625,2441.6298828125
67,8-Jan-13,9:30,2460.8935546875,2460.8935546875,2462.223388671875,2460.697998046875,2460.6787109375,2460.819580078125,283.7640686035156,283.7732849121094,283.9006042480469,2460.720703125,2461.928466796875,2460.54736328125,2461.765625,2440.76904296875,2441.862548828125,2457.458251953125,2448.364013671875,2441.655517578125,2457.560791015625,2447.898193359375,2441.862548828125,2457.458251953125,2448.364013671875,2441.572265625,2448.29345703125,2441.862548828125,2457.458251953125,2448.364013671875,2448.2001953125
68,8-Jan-13,10:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.95068359375,2460.49169921875,2460.9755859375,283.9508361816406,283.66241455078125,284.0237121582031,2461.157470703125,2460.654052734375,2461.033935546875,2460.52587890625,2454.736328125,2454.697998046875,2455.85400390625,2451.112548828125,2454.981689453125,2455.806396484375,2450.86328125,2454.6982421875,2455.85400390625,2451.112548828125,2454.712158203125,2451.039306640625,2454.6982421875,2457.181640625,2451.112548828125,2450.97021484375
69,8-Jan-13,10:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.431640625,2460.22314453125,2461.060302734375,283.5488586425781,283.42919921875,284.029052734375,2460.37060546875,2460.1669921875,2459.938232421875,2459.733154296875,2433.016357421875,2432.947265625,2452.698486328125,2448.02001953125,2432.578857421875,2452.57958984375,2447.76708984375,2432.947265625,2452.69873046875,2448.02001953125,2432.9755859375,2447.816162109375,2432.947265625,2452.69873046875,2448.02001953125,2448.939697265625
70,8-Jan-13,11:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.44189453125,2460.185791015625,2461.031982421875,283.5517272949219,283.3996276855469,284.0055236816406,2460.27734375,2460.155029296875,2459.834228515625,2459.7314453125,2432.088623046875,2431.92626953125,2452.8759765625,2447.15673828125,2431.57421875,2452.824951171875,2446.81884765625,2431.92626953125,2452.876220703125,2447.15673828125,2431.984375,2446.88916015625,2431.92626953125,2452.876220703125,2447.15673828125,2446.62841796875
71,8-Jan-13,11:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.29541015625,2460.048583984375,2461.27294921875,283.4497375488281,283.3038330078125,284.1666259765625,2459.78515625,2459.98681640625,2459.2255859375,2459.42919921875,2418.41943359375,2418.242431640625,2453.083251953125,2444.58740234375,2417.308837890625,2453.089599609375,2444.36181640625,2418.242431640625,2453.083251953125,2444.587158203125,2418.314453125,2444.126220703125,2418.242431640625,2453.083251953125,2444.587158203125,2443.67138671875
72,8-Jan-13,12:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.24560546875,2460.160400390625,2461.401611328125,283.43017578125,283.39398193359375,284.2684631347656,2459.82568359375,2460.178466796875,2459.375732421875,2459.73583984375,2421.097412109375,2420.6875,2455.434326171875,2444.80224609375,2419.670166015625,2455.68359375,2444.569580078125,2420.6875,2455.43408203125,2444.80224609375,2420.820556640625,2444.3720703125,2420.6875,2455.43408203125,2444.80224609375,2443.952392578125
73,8-Jan-13,12:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.232666015625,2459.721435546875,2461.463623046875,283.392578125,283.0672607421875,284.28204345703125,2459.4248046875,2459.9677734375,2458.838623046875,2459.392578125,2405.9052734375,2406.2578125,2453.669189453125,2440.4365234375,2405.01220703125,2453.9013671875,2439.869384765625,2406.2578125,2453.66748046875,2440.4365234375,2406.192626953125,2439.894775390625,2406.2578125,2453.66748046875,2440.4365234375,2439.34716796875
74,8-Jan-13,13:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.20654296875,2460.75537109375,2461.34375,283.34234619140625,282.8342590332031,284.1676940917969,2459.8369140625,2459.76953125,2459.098388671875,2459.037109375,2391.265380859375,2391.73779296875,2451.904541015625,2437.603515625,2390.265625,2452.222412109375,2436.693603515625,2391.73779296875,2451.90380859375,2437.603515625,2391.63916015625,2437.14794921875,2391.73779296875,2451.90380859375,2437.601806640625,2436.68359375
75,8-Jan-13,13:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.2509765625,2459.301025390625,2461.195068359375,283.3553466796875,282.73199462890625,284.2027282714844,2458.236328125,2459.730712890625,2457.464599609375,2458.94970703125,2386.241455078125,2387.180419921875,2449.845947265625,2439.750732421875,2385.812744140625,2449.913818359375,2437.54736328125,2387.17236328125,2449.845947265625,2439.750732421875,2386.93212890625,2439.48486328125,2387.17236328125,2449.84375,2439.750732421875,2437.884521484375
76,8-Jan-13,14:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.990966796875,2459.422119140625,2462.197998046875,283.14544677734375,282.77978515625,283.791259765625,2457.751708984375,2459.573486328125,2456.8701171875,2458.695556640625,2353.14697265625,2356.03515625,2449.427001953125,2428.071044921875,2353.543212890625,2449.87841796875,2426.61865234375,2356.03515625,2449.425537109375,2428.071044921875,2355.29248046875,2427.441650390625,2356.03515625,2449.425537109375,2428.071044921875,2426.747802734375
77,8-Jan-13,14:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.59619140625,2459.41455078125,2460.771728515625,282.84222412109375,282.7382507324219,283.6881408691406,2456.33740234375,2459.38330078125,2455.28662109375,2459.678955078125,2303.955322265625,2308.762451171875,2449.34130859375,2416.6240234375,2304.33642578125,2450.322509765625,2414.785888671875,2308.762451171875,2449.34130859375,2416.6240234375,2307.524658203125,2415.634033203125,2308.762451171875,2449.34130859375,2416.6240234375,2414.53076171875
78,8-Jan-13,15:00,2460.8935546875,2460.8935546875,2460.8935546875,2458.95751953125,2459.298828125,2460.611572265625,282.34375,282.5927734375,283.5101623535156,2455.06689453125,2459.114013671875,2453.80908203125,2459.19140625,2272.16357421875,2277.48095703125,2446.541259765625,2409.746337890625,2272.07470703125,2447.697265625,2407.620849609375,2277.515625,2446.54296875,2409.746337890625,2276.168701171875,2408.49072265625,2277.525390625,2446.533447265625,2409.746337890625,2407.108154296875
79,8-Jan-13,15:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.215087890625,2458.907470703125,2460.3662109375,282.4894714355469,282.2984313964844,283.315185546875,2454.89697265625,2458.8212890625,2453.466796875,2457.40283203125,2257.560791015625,2264.42919921875,2444.26611328125,2402.394775390625,2258.933349609375,2445.3955078125,2399.61279296875,2264.42919921875,2444.26611328125,2402.38916015625,2262.667724609375,2400.8369140625,2265.6572265625,2444.258544921875,2402.384521484375,2399.12646484375
80,8-Jan-13,16:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.004638671875,2458.8427734375,2460.24755859375,282.47100830078125,282.2255554199219,283.2047424316406,2455.036376953125,2458.53955078125,2453.452880859375,2456.974365234375,2241.58154296875,2249.822509765625,2442.1630859375,2397.179443359375,2244.008056640625,2443.234375,2395.34619140625,2249.822509765625,2442.1630859375,2398.47705078125,2247.70556640625,2396.683837890625,2249.822509765625,2442.1630859375,2398.47705078125,2393.41162109375
81,8-Jan-13,16:30,2460.8935546875,2460.8935546875,2460.8935546875,2458.6572265625,2458.741455078125,2460.191162109375,282.0467224121094,282.1199645996094,283.1285400390625,2453.81396484375,2458.191162109375,2451.9814453125,2456.380859375,2212.58447265625,2220.92724609375,2440.025634765625,2391.0810546875,2213.928466796875,2441.14599609375,2388.095458984375,2220.92724609375,2440.025634765625,2391.0830078125,2218.806884765625,2388.873779296875,2220.91552734375,2441.343017578125,2391.077880859375,2386.45947265625
82,8-Jan-13,17:00,2460.8935546875,2460.8935546875,2460.8935546875,2458.251953125,2458.837890625,2459.48388671875,281.697998046875,282.1100769042969,282.5699462890625,2452.111083984375,2457.994140625,2450.09326171875,2455.995849609375,2152.575439453125,2163.582763671875,2437.752197265625,2374.673583984375,2154.46630859375,2439.384765625,2370.9853515625,2163.582763671875,2437.752197265625,2374.675537109375,2160.77587890625,2371.94970703125,2163.580078125,2437.75244140625,2374.673095703125,2368.95361328125
83,8-Jan-13,17:30,2460.8935546875,2460.8935546875,2460.8935546875,2457.881103515625,2459.833984375,2459.135498046875,281.37017822265625,281.8067626953125,282.2540588378906,2450.962646484375,2457.452392578125,2448.590087890625,2455.107666015625,2102.985595703125,2116.135498046875,2434.6083984375,2361.648681640625,2105.493408203125,2436.547119140625,2357.32177734375,2116.135498046875,2434.6083984375,2361.651611328125,2112.779541015625,2358.476318359375,2116.135498046875,2434.6083984375,2361.651611328125,2354.973876953125
84,8-Jan-13,18:00,2460.8935546875,2460.8935546875,2460.8935546875,2457.682861328125,2459.65380859375,2458.715087890625,281.17724609375,281.6252746582031,281.9077453613281,2449.60302734375,2457.048095703125,2446.94384765625,2454.41650390625,2047.4451904296875,2062.104736328125,2431.9453125,2345.0302734375,2049.494384765625,2434.363525390625,2340.07470703125,2062.15380859375,2433.2568359375,2346.277099609375,2058.436767578125,2341.065185546875,2062.15380859375,2431.955078125,2346.277099609375,2336.756591796875
85,8-Jan-13,18:30,2460.8935546875,2460.8935546875,2462.223388671875,2457.2744140625,2458.4150390625,2458.460205078125,280.85931396484375,281.64410400390625,281.8428649902344,2448.203857421875,2456.941650390625,2445.423828125,2454.1982421875,1989.9727783203125,2006.0943603515625,2432.40087890625,2331.616455078125,1990.9853515625,2435.42138671875,2326.4462890625,2006.0931396484375,2432.40087890625,2331.616455078125,2002.028564453125,2326.973876953125,2006.0931396484375,2432.389404296875,2331.608154296875,2321.91796875
86,8-Jan-13,19:00,2460.8935546875,2460.8935546875,2460.8935546875,2457.232177734375,2458.578369140625,2458.4150390625,280.8363952636719,281.760498046875,281.66534423828125,2448.07080078125,2458.239013671875,2445.267822265625,2454.141845703125,1970.5537109375,1987.6893310546875,2434.14892578125,2326.703857421875,1971.7752685546875,2437.375244140625,2321.566650390625,1987.7066650390625,2434.164794921875,2326.7041015625,1983.391357421875,2321.72802734375,1987.7138671875,2434.164794921875,2326.7041015625,2316.3193359375
87,8-Jan-13,19:30,2460.8935546875,2460.8935546875,2460.8935546875,2456.93115234375,2458.436767578125,2458.162841796875,280.58197021484375,281.61322021484375,281.44146728515625,2447.90576171875,2457.874755859375,2444.890869140625,2453.56396484375,1955.2406005859375,1972.3052978515625,2429.370849609375,2322.57861328125,1956.15087890625,2432.3486328125,2316.948974609375,1972.3455810546875,2429.370849609375,2322.57861328125,1967.7640380859375,2317.57080078125,1972.3455810546875,2429.38134765625,2322.57861328125,2312.107666015625
88,8-Jan-13,20:00,2460.8935546875,2460.8935546875,2460.8935546875,2456.8779296875,2458.029052734375,2458.2578125,280.5189208984375,281.3095397949219,281.4792175292969,2447.6181640625,2456.156005859375,2444.370361328125,2452.93505859375,1961.1409912109375,1977.6434326171875,2424.326416015625,2322.51904296875,1961.9156494140625,2426.978271484375,2316.716064453125,1977.6434326171875,2424.326416015625,2322.50537109375,1973.49462890625,2317.4892578125,1977.6470947265625,2424.334228515625,2322.504150390625,2312.056884765625
89,8-Jan-13,20:30,2460.8935546875,2460.8935546875,2460.8935546875,2456.81298828125,2458.244873046875,2458.431640625,280.6507873535156,281.4803771972656,281.621826171875,2447.527587890625,2456.205810546875,2444.303955078125,2453.0185546875,1964.4287109375,1980.0240478515625,2424.042236328125,2323.59521484375,1964.1376953125,2426.638427734375,2318.022216796875,1981.0936279296875,2424.042236328125,2323.59521484375,1976.127685546875,2318.4833984375,1981.0936279296875,2424.04296875,2323.59521484375,2314.22705078125
90,8-Jan-13,21:00,2462.223388671875,2460.8935546875,2460.8935546875,2458.0263671875,2458.4697265625,2458.56689453125,280.4402770996094,281.6514587402344,281.7320251464844,2447.78271484375,2456.374267578125,2444.6650390625,2453.301513671875,1967.7630615234375,1984.676025390625,2425.932373046875,2326.88330078125,1967.596923828125,2428.4248046875,2321.82958984375,1984.676025390625,2427.244140625,2326.897216796875,1979.6365966796875,2321.82373046875,1984.676025390625,2427.244140625,2326.897216796875,2316.348876953125
91,8-Jan-13,21:30,2460.8935546875,2460.8935546875,2460.8935546875,2456.7734375,2458.5,2458.939697265625,280.52587890625,281.7076110839844,282.0218505859375,2448.916015625,2456.41064453125,2447.18994140625,2453.402587890625,2007.1441650390625,2021.19482421875,2426.4814453125,2339.343994140625,2006.5408935546875,2428.563720703125,2333.57421875,2021.1895751953125,2427.792236328125,2338.053955078125,2017.6851806640625,2333.2080078125,2021.1865234375,2427.792236328125,2338.053955078125,2329.264404296875
92,8-Jan-13,22:00,2460.8935546875,2460.8935546875,2460.8935546875,2456.76220703125,2458.9111328125,2459.14404296875,280.56304931640625,282.1841735839844,282.2060546875,2450.77783203125,2456.7861328125,2446.640869140625,2454.001220703125,2013.5028076171875,2028.57958984375,2431.854248046875,2341.34326171875,2013.86279296875,2434.290771484375,2336.862060546875,2028.57958984375,2431.853759765625,2341.3291015625,2024.7789306640625,2336.828857421875,2029.67041015625,2431.853759765625,2341.3291015625,2331.947509765625
93,8-Jan-13,22:30,2460.8935546875,2462.223388671875,2460.8935546875,2457.2373046875,2459.211181640625,2459.369873046875,280.95758056640625,282.46148681640625,282.434814453125,2452.018310546875,2457.074951171875,2448.09716796875,2454.511962890625,2081.901123046875,2093.634033203125,2436.37841796875,2357.927978515625,2081.013671875,2439.913818359375,2354.239013671875,2093.634033203125,2436.37841796875,2357.932861328125,2090.7080078125,2353.989013671875,2093.634765625,2436.38818359375,2357.93408203125,2349.749755859375
94,8-Jan-13,23:00,2460.8935546875,2460.8935546875,2460.8935546875,2457.58203125,2460.686767578125,2459.52099609375,281.2375793457031,282.4557189941406,282.5858154296875,2451.37109375,2457.48779296875,2449.037841796875,2455.18994140625,2128.85693359375,2138.548583984375,2437.82470703125,2370.43359375,2127.514892578125,2439.717529296875,2367.31494140625,2139.70361328125,2437.830810546875,2370.43359375,2137.29345703125,2367.037109375,2139.70361328125,2437.830810546875,2370.433349609375,2363.395751953125
95,8-Jan-13,23:30,2460.8935546875,2460.8935546875,2462.223388671875,2458.55126953125,2459.38037109375,2459.49853515625,281.9632873535156,282.5412902832031,282.79632568359375,2452.53466796875,2458.06689453125,2450.576416015625,2456.143798828125,2202.22705078125,2209.25244140625,2438.114013671875,2385.89697265625,2201.040771484375,2439.4853515625,2382.902099609375,2209.25244140625,2438.109375,2385.89794921875,2207.50537109375,2383.342529296875,2209.25341796875,2438.109375,2385.89794921875,2380.610107421875
96,9-Jan-13,0:00,2460.8935546875,2460.8935546875,2460.8935546875,2458.4287109375,2459.721435546875,2459.677001953125,281.9098815917969,282.80242919921875,282.7944641113281,2453.222900390625,2458.474853515625,2451.5244140625,2456.8046875,2220.031494140625,2226.59130859375,2441.66845703125,2390.657958984375,2218.72021484375,2443.160400390625,2387.996337890625,2226.59130859375,2441.66845703125,2390.656005859375,2224.97021484375,2388.15576171875,2226.57958984375,2441.66845703125,2390.656005859375,2385.487060546875
97,9-Jan-13,0:30,2460.8935546875,2460.8935546875,2460.8935546875,2458.686279296875,2460.050537109375,2459.84521484375,282.13958740234375,283.08160400390625,282.9654541015625,2454.237060546875,2459.0234375,2452.8916015625,2459.022705078125,2243.298095703125,2249.876708984375,2445.807861328125,2396.25341796875,2242.5830078125,2447.329833984375,2393.935546875,2249.8759765625,2445.80517578125,2396.25341796875,2248.2373046875,2393.92578125,2249.8759765625,2445.804931640625,2396.25390625,2391.43115234375
98,9-Jan-13,1:00,2460.8935546875,2460.8935546875,2460.8935546875,2458.62451171875,2460.18115234375,2459.92724609375,282.10888671875,283.18145751953125,283.0325012207031,2454.4208984375,2459.136962890625,2453.1474609375,2457.86865234375,2245.89501953125,2252.8984375,2447.113037109375,2398.92236328125,2245.64208984375,2448.68115234375,2396.679931640625,2252.8984375,2447.116943359375,2398.92236328125,2251.132080078125,2396.855712890625,2252.8984375,2447.116943359375,2398.922607421875,2394.61279296875
99,9-Jan-13,1:30,2460.8935546875,2460.8935546875,2460.8935546875,2458.746337890625,2460.2060546875,2460.078369140625,282.2132263183594,283.220458984375,283.1577453613281,2455.1025390625,2459.22021484375,2453.906005859375,2458.02392578125,2264.42431640625,2270.59521484375,2447.109375,2403.203125,2263.93994140625,2449.761474609375,2401.287841796875,2270.59521484375,2447.109375,2403.203125,2269.052001953125,2401.13818359375,2270.59521484375,2447.109375,2403.203125,2398.91748046875
100,9-Jan-13,2:00,2460.8935546875,2460.8935546875,2460.893310546875,2459.007080078125,2460.231201171875,2460.20263671875,282.4194641113281,283.267578125,283.2734375,2455.518798828125,2459.4326171875,2454.459716796875,2458.376708984375,2282.171142578125,2287.842529296875,2447.68896484375,2406.91162109375,2281.75927734375,2448.8837890625,2405.107666015625,2287.842529296875,2449.01123046875,2406.91162109375,2286.426513671875,2405.001708984375,2287.842529296875,2449.01123046875,2406.914794921875,2402.94580078125
101,9-Jan-13,2:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.063232421875,2460.3671875,2460.13037109375,282.4660949707031,283.36865234375,283.2330017089844,2455.5791015625,2459.6220703125,2454.62939453125,2458.6728515625,2279.203369140625,2285.757568359375,2448.917236328125,2405.45166015625,2279.56201171875,2450.251220703125,2403.444091796875,2285.7568359375,2448.917236328125,2405.451416015625,2284.098876953125,2403.5771484375,2285.7568359375,2448.917236328125,2405.451416015625,2401.538818359375
102,9-Jan-13,3:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.25439453125,2460.13330078125,2460.0,282.5823669433594,283.196533203125,283.1313781738281,2455.687255859375,2459.358154296875,2454.595458984375,2458.273193359375,2286.908203125,2293.259521484375,2447.377197265625,2407.226806640625,2287.653564453125,2448.568359375,2405.013916015625,2293.274169921875,2447.378173828125,2407.226318359375,2291.658935546875,2405.58251953125,2293.274169921875,2447.378173828125,2407.226318359375,2403.781494140625
103,9-Jan-13,3:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.3427734375,2461.562744140625,2460.004150390625,282.65618896484375,283.278564453125,283.148681640625,2457.50341796875,2459.437744140625,2456.47412109375,2458.417724609375,2298.661865234375,2304.55126953125,2447.873291015625,2409.687255859375,2299.319091796875,2448.9990234375,2407.57861328125,2304.55126953125,2447.873291015625,2409.683837890625,2303.0654296875,2408.0546875,2304.5576171875,2447.872802734375,2409.681884765625,2406.276123046875
104,9-Jan-13,4:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.33203125,2460.304931640625,2460.01953125,282.654541015625,283.3329162597656,283.16473388671875,2456.22802734375,2459.5087890625,2455.2431640625,2458.53759765625,2312.3544921875,2317.218994140625,2448.40869140625,2413.451416015625,2312.414306640625,2449.521728515625,2411.481201171875,2317.218994140625,2448.40869140625,2413.44873046875,2315.99560546875,2412.00439453125,2317.22021484375,2448.408447265625,2413.44873046875,2410.43896484375
105,9-Jan-13,4:30,2460.8935546875,2460.8935546875,2462.223388671875,2459.399169921875,2460.3671875,2461.463623046875,282.7179260253906,283.39324951171875,283.2611999511719,2456.45849609375,2459.743408203125,2455.615966796875,2458.9150390625,2317.596923828125,2322.3798828125,2448.44287109375,2414.807373046875,2317.6318359375,2449.41943359375,2413.082763671875,2322.36962890625,2448.443603515625,2414.8134765625,2321.16552734375,2413.324951171875,2322.36474609375,2448.443603515625,2414.8134765625,2413.01953125
106,9-Jan-13,5:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.359375,2460.4140625,2460.225830078125,282.6983642578125,283.4324645996094,283.33087158203125,2456.595947265625,2459.865478515625,2455.828125,2459.115966796875,2322.67138671875,2327.019287109375,2448.734375,2415.923583984375,2322.314208984375,2449.672607421875,2414.349365234375,2327.019287109375,2448.734375,2415.920166015625,2325.889404296875,2415.65673828125,2326.969970703125,2448.7392578125,2417.2265625,2412.674560546875
