step,date_label,profile_time,p_634_A_W,p_634_B_W,p_634_C_W,p_645_B_W,p_646_B_W,p_652_A_W,p_671_A_W,p_671_B_W,p_671_C_W,p_675_A_W,p_675_B_W,p_675_C_W,p_692_C_W,p_611_C_W
124,9-Jan-13,14:00,-7494.1376953125,-349.9132385253906,-16530.07421875,-11613.173828125,-8717.029296875,-6925.39501953125,-17210.03125,-37417.359375,-13869.3720703125,-36637.3828125,900.082763671875,-13832.46484375,27580.69921875,-13446.3408203125
125,9-Jan-13,14:30,-12755.4375,-1456.7872314453125,-15415.88671875,-12491.900390625,-18082.443359375,-7563.4892578125,-23885.537109375,-38449.72265625,-24113.84765625,-41674.24609375,-5343.67333984375,-13812.462890625,28546.923828125,-14326.62890625
126,9-Jan-13,15:00,-11925.412109375,-865.9072265625,-15641.658203125,-9771.0966796875,-18918.841796875,-5927.17626953125,-23207.392578125,-35978.84765625,-22021.353515625,-39565.8515625,-2170.67919921875,-16761.41796875,31094.857421875,-15202.9150390625
127,9-Jan-13,15:30,-11389.537109375,1000.3245849609375,-15068.5302734375,710.2192993164062,-14100.92578125,6.001184463500977,-19728.583984375,-15003.3798828125,-12274.982421875,-16157.189453125,-3921.2255859375,-5241.69482421875,34610.4140625,-9943.2158203125
128,9-Jan-13,16:00,307.8450622558594,6964.330078125,-2164.982421875,11251.576171875,2243.892333984375,4042.792236328125,10348.408203125,5788.0654296875,13709.3203125,11304.2158203125,390.122314453125,17497.640625,32160.791015625,-604.1947631835938
129,9-Jan-13,16:30,8715.623046875,7037.3564453125,5251.6259765625,9653.0419921875,9795.453125,10552.08203125,22975.359375,9133.259765625,22275.408203125,16749.3046875,4107.287109375,24169.794921875,28166.83984375,614.1980590820312
130,9-Jan-13,17:00,11517.6396484375,9704.6220703125,7870.23291015625,16140.9453125,14077.224609375,13502.6650390625,29290.828125,28082.0234375,30413.390625,36469.19140625,5285.6552734375,34461.1171875,35956.7421875,12153.9208984375
131,9-Jan-13,17:30,23509.357421875,16559.58203125,16541.4609375,25545.935546875,26639.533203125,17747.505859375,52750.31640625,37117.2578125,51560.5546875,47529.38671875,12325.931640625,40645.11328125,34126.7578125,11313.650390625
132,9-Jan-13,18:00,36337.94921875,22570.806640625,23195.927734375,35249.1171875,49062.16796875,29233.76171875,76265.8359375,71155.3671875,80899.7265625,87763.296875,22427.0078125,61159.69140625,37901.24609375,26168.42578125
133,9-Jan-13,18:30,50734.6484375,30849.900390625,30281.052734375,45515.91796875,71699.4609375,34242.6171875,107982.84375,100892.0,111327.28125,128152.7578125,30297.42578125,76724.6875,49088.03515625,40656.6171875
134,9-Jan-13,19:00,56459.3203125,31197.921875,32246.716796875,49973.671875,75382.71875,33000.375,119379.4296875,106742.046875,119737.296875,142883.609375,28252.787109375,81190.203125,49450.08984375,46042.86328125
135,9-Jan-13,19:30,58027.07421875,28974.279296875,31690.30078125,48243.171875,72937.984375,34274.7109375,116972.5390625,99501.5234375,119176.953125,138853.1875,27122.486328125,76136.6015625,42888.53125,42741.79296875
136,9-Jan-13,20:00,51874.3125,29268.76171875,34181.5,45632.375,68502.4453125,33730.13671875,113631.7265625,100105.671875,113763.5546875,130783.796875,26588.291015625,81306.2734375,41422.41015625,41531.421875
137,9-Jan-13,20:30,51690.65234375,29191.67578125,33904.83984375,43890.01953125,70121.609375,34800.9375,111358.25,111625.890625,113204.5,143556.609375,23973.873046875,83997.109375,49016.078125,52238.86328125
138,9-Jan-13,21:00,52710.33203125,29722.6484375,34712.34375,42037.14453125,71344.28125,36061.09765625,114644.875,110935.5859375,113963.875,142260.0,23647.392578125,88834.6484375,45833.21484375,50168.1796875
139,9-Jan-13,21:30,53038.92578125,28986.96484375,32624.501953125,44189.84765625,72788.09375,31540.2109375,112054.2578125,106756.09375,110993.1484375,139721.515625,21934.85546875,82008.4453125,47479.62109375,46322.94140625
140,9-Jan-13,22:00,45876.59765625,29089.322265625,30896.337890625,42437.36328125,66076.1015625,31594.2265625,104404.3984375,99061.3515625,104007.484375,126278.875,23251.259765625,76456.6875,42020.29296875,41245.3671875
141,9-Jan-13,22:30,49915.96484375,28336.892578125,29317.419921875,47533.1015625,68456.609375,29879.986328125,107126.28125,96954.6796875,110535.2109375,130073.234375,23891.44140625,69868.4453125,39403.61328125,38173.69921875
142,9-Jan-13,23:00,46657.66015625,27490.380859375,29826.798828125,51388.078125,63216.05078125,27171.3359375,102591.3203125,94553.7734375,107962.453125,125172.5859375,22763.109375,64609.64453125,39765.75,36182.10546875
143,9-Jan-13,23:30,38091.734375,28931.80859375,25977.541015625,43345.53125,57446.68359375,25751.072265625,91703.40625,87271.140625,96233.546875,111445.96875,25021.8125,59833.32421875,36712.98828125,35561.48828125
144,10-Jan-13,0:00,34970.2734375,26133.5,26333.544921875,42431.2265625,50391.796875,24650.90625,85906.109375,80198.6328125,89998.78125,101384.1796875,23769.421875,59177.140625,30871.59765625,30883.990234375
145,10-Jan-13,0:30,36845.21875,20165.728515625,23969.458984375,43581.58984375,42645.1171875,25921.115234375,80138.703125,73788.3359375,82848.265625,97799.296875,18929.908203125,55892.0546875,28426.95703125,25186.138671875
146,10-Jan-13,1:00,37628.65234375,19156.265625,20689.955078125,37709.7890625,42129.55078125,27131.25,77753.96875,67990.2421875,77208.6875,93464.0859375,16959.55078125,54947.7109375,22239.384765625,22097.123046875
147,10-Jan-13,1:30,29917.634765625,16266.8896484375,19776.421875,30849.54296875,38304.328125,20668.103515625,66575.1640625,63300.5859375,66718.9765625,81920.265625,15423.4140625,46290.9375,23141.654296875,23795.67578125
148,10-Jan-13,2:00,29359.392578125,15659.94140625,19085.966796875,28102.66796875,37879.671875,20572.087890625,64859.19140625,61065.81640625,63693.03125,78875.671875,14219.9208984375,45474.671875,22479.50390625,22623.30078125
149,10-Jan-13,2:30,28427.966796875,16126.9521484375,22468.8984375,26604.349609375,39798.015625,23190.265625,67213.9921875,62391.35546875,64109.8046875,77314.2109375,14970.6611328125,50730.34765625,20078.953125,20524.615234375
150,10-Jan-13,3:00,26948.193359375,12359.1435546875,19625.32421875,27513.98828125,33047.29296875,22440.359375,59195.87109375,60163.58203125,58340.28515625,74210.7890625,13030.078125,45350.66015625,19832.857421875,19236.21875
151,10-Jan-13,3:30,25076.279296875,13063.3427734375,20454.359375,27969.837890625,33706.09375,21822.3046875,58175.56640625,62166.18359375,58136.1796875,74612.71875,12950.046875,46110.8828125,21781.31640625,20116.494140625
152,10-Jan-13,4:00,25482.060546875,12550.296875,20449.662109375,27962.623046875,33321.69921875,17563.47265625,58607.6640625,56778.23828125,58638.27734375,69981.84375,12241.8251953125,42371.62109375,20689.0390625,19858.384765625
153,10-Jan-13,4:30,24618.1484375,13111.48828125,19584.5234375,29923.390625,31473.521484375,17527.453125,57525.40625,58060.7265625,58716.33984375,70625.9140625,13396.185546875,41415.75390625,21385.224609375,20745.884765625
154,10-Jan-13,5:00,24121.2265625,13346.86328125,17153.224609375,27744.52734375,31124.966796875,16067.2001953125,55267.4609375,54067.296875,56515.80859375,67691.21875,12954.0380859375,37984.3046875,19808.841796875,19126.16796875
155,10-Jan-13,5:30,29340.818359375,16491.875,18033.5,29241.27734375,38557.95703125,16091.2158203125,63701.03125,54901.61328125,65968.09375,73728.734375,14530.556640625,41003.2265625,22371.19140625,21837.044921875
156,10-Jan-13,6:00,31230.5703125,17776.626953125,20934.40234375,28948.908203125,43554.40234375,17539.513671875,68179.71875,53921.26171875,70823.4765625,74082.84375,14840.654296875,43726.109375,21501.669921875,20712.68359375
157,10-Jan-13,6:30,32346.625,19478.583984375,21848.890625,27492.685546875,48945.78125,18569.65234375,73908.7734375,62423.37890625,74934.1640625,86541.0234375,15284.78515625,51022.44921875,26910.52734375,28863.3046875
158,10-Jan-13,7:00,33987.66015625,20767.654296875,21722.5390625,30933.736328125,46618.921875,18949.697265625,74867.8515625,66679.3203125,75646.7265625,89442.265625,16067.017578125,48677.734375,30983.671875,31120.0625
159,10-Jan-13,7:30,31985.943359375,20122.26171875,22513.220703125,32032.7890625,45549.8359375,21030.146484375,73795.234375,72279.796875,73403.9140625,92018.140625,16255.080078125,53615.3046875,33976.296875,31864.28515625
160,10-Jan-13,8:00,29022.333984375,18616.541015625,17662.66015625,29983.66796875,38333.52734375,18219.599609375,64895.15234375,62412.25,64939.80078125,80101.828125,17379.4296875,43455.953125,32289.970703125,27574.8984375
161,10-Jan-13,8:30,25171.873046875,15756.546875,15341.787109375,20600.525390625,34162.20703125,14970.947265625,56927.2734375,53773.203125,55469.5546875,70955.96875,13874.333984375,40190.5546875,36102.828125,30649.47265625
162,10-Jan-13,9:00,23710.810546875,14763.90234375,15279.2353515625,18727.81640625,33369.94921875,15963.1455078125,54466.6875,47302.89453125,55347.52734375,61254.0703125,14966.6748046875,37412.2421875,33876.28515625,22790.580078125
163,10-Jan-13,9:30,28752.904296875,14337.0849609375,10446.779296875,22102.779296875,35600.37109375,14732.9033203125,54688.7421875,43963.6953125,58298.2421875,66529.109375,13642.2607421875,33213.75390625,33392.16015625,20454.619140625
164,10-Jan-13,10:00,25496.8125,8699.6279296875,6802.98876953125,22673.0546875,24580.75390625,9729.91796875,45672.37890625,29898.673828125,48559.796875,53666.578125,10365.2470703125,22621.291015625,32503.900390625,13814.9755859375
165,10-Jan-13,10:30,18196.150390625,3699.050537109375,3824.60693359375,16877.26953125,13586.94921875,5135.013671875,31545.3671875,11197.99609375,33356.1015625,31572.228515625,4495.40869140625,14330.619140625,31227.5859375,7614.45458984375
166,10-Jan-13,11:00,10637.857421875,8906.630859375,8734.890625,16147.03515625,17746.369140625,5893.16357421875,31561.36328125,19865.091796875,34914.484375,30864.09375,5899.84765625,22585.287109375,35528.63671875,12510.037109375
167,10-Jan-13,11:30,4653.6552734375,4989.70947265625,4363.43212890625,15710.8935546875,7090.48486328125,7039.390625,17780.146484375,20685.38671875,23367.6796875,25767.08984375,4845.97265625,16067.1845703125,32075.796875,8214.650390625
168,10-Jan-13,12:00,3733.568359375,8607.6416015625,3725.9453125,6554.05224609375,11080.052734375,8057.5927734375,17200.005859375,12346.4072265625,20444.96875,13660.7001953125,9614.8828125,15054.8583984375,30825.494140625,4579.47802734375
169,10-Jan-13,12:30,-3531.130126953125,4573.4609375,4387.78955078125,-2310.728759765625,3399.222900390625,6431.26953125,4194.95068359375,2314.826171875,3374.819091796875,-6621.30712890625,7146.236328125,9973.2197265625,31127.55859375,-1086.3507080078125
170,10-Jan-13,13:00,-635.7487182617188,6464.05908203125,-772.6673583984375,-1186.3642578125,5730.11474609375,2510.49609375,8043.8203125,5509.96630859375,10196.4775390625,5123.01220703125,9498.9716796875,3991.288818359375,34362.35546875,6656.1494140625
171,10-Jan-13,13:30,1196.255859375,8368.7333984375,2038.547119140625,946.2945556640625,8891.083984375,5056.99853515625,13833.216796875,11863.5146484375,15099.671875,11516.2763671875,9472.962890625,11211.62109375,32811.98046875,8696.80859375
172,10-Jan-13,14:00,6643.595703125,8381.916015625,1390.7342529296875,2130.671875,12718.5439453125,3158.621337890625,19110.435546875,8865.1650390625,20376.951171875,14606.873046875,9917.1005859375,9741.9404296875,31519.67578125,9055.9443359375
173,10-Jan-13,14:30,2403.592529296875,5749.787109375,4243.06640625,-782.2445678710938,6421.6865234375,4722.93212890625,11858.7646484375,-1231.7789306640625,11337.7626953125,-3320.64306640625,6094.36328125,9920.25390625,24948.640625,-331.473876953125
174,10-Jan-13,15:00,218.11122131347656,4656.52783203125,4574.0263671875,-2696.841064453125,4701.00048828125,6533.291015625,8125.89453125,-1256.448486328125,7137.73046875,-3470.68603515625,5109.6015625,7870.5380859375,27082.568359375,-1486.4793701171875
175,10-Jan-13,15:30,-2143.116943359375,3767.97802734375,3035.767333984375,-2426.76904296875,4319.541015625,7119.56494140625,3732.87060546875,104.0371322631836,6257.51904296875,-1865.3619384765625,5211.63232421875,5949.91796875,27406.63671875,-718.2315063476562
176,10-Jan-13,16:00,1510.1219482421875,8045.1962890625,3895.626953125,440.1374816894531,11878.2724609375,5267.0390625,13917.240234375,3639.29931640625,16041.7236328125,3486.690185546875,7414.322265625,11237.6279296875,23589.734375,446.1440124511719
177,10-Jan-13,16:30,6241.94140625,5109.53125,6295.85888671875,4900.4833984375,12384.482421875,6945.373046875,16513.845703125,10431.7216796875,20663.021484375,12288.4267578125,3717.9794921875,15338.951171875,24223.888671875,1112.359130859375
178,10-Jan-13,17:00,8815.435546875,9645.2529296875,8832.57421875,5168.064453125,17906.34765625,9429.86328125,26120.078125,19054.80078125,25974.314453125,21848.31640625,9320.9150390625,23829.693359375,27384.66015625,10003.2294921875
179,10-Jan-13,17:30,16446.017578125,20173.822265625,17569.18359375,23687.43359375,34360.109375,14448.8623046875,54224.625,47038.79296875,54093.140625,53476.59375,16111.04296875,36803.87109375,38671.3984375,16599.892578125
180,10-Jan-13,18:00,33275.87109375,20695.419921875,27517.072265625,38706.10546875,47554.55859375,24886.955078125,76407.8359375,76005.1328125,78433.28125,92444.4140625,18517.78125,55493.9609375,46379.3515625,27712.96875
181,10-Jan-13,18:30,37220.13671875,24245.01953125,32278.1328125,37153.6015625,54669.5,27551.4296875,88568.6640625,86330.8203125,87471.3984375,101197.9375,20890.521484375,68942.28125,45991.2578125,36247.71484375
182,10-Jan-13,19:00,38713.19140625,25836.880859375,35767.01953125,38813.58984375,58228.8046875,31480.208984375,93891.8984375,92931.1640625,92608.6796875,107549.2109375,22242.939453125,73743.84375,46813.47265625,37326.0703125
183,10-Jan-13,19:30,49337.73828125,29425.93359375,34196.7734375,42005.13671875,68071.578125,30109.314453125,107611.671875,95114.9453125,108766.0625,121725.4765625,27037.67578125,71782.7890625,43906.19921875,40238.36328125
184,10-Jan-13,20:00,55847.71484375,28369.65234375,32743.39453125,45240.22265625,72509.796875,29999.9140625,113078.4765625,101500.2265625,116282.4453125,134880.59375,26308.224609375,74259.984375,44420.94921875,45358.65234375
185,10-Jan-13,20:30,58797.59375,32022.171875,33212.74609375,49431.24609375,76576.8046875,36327.1796875,122328.6640625,109186.9296875,123246.140625,147551.03125,25045.826171875,85173.46875,45077.03515625,45038.52734375
186,10-Jan-13,21:00,56619.1328125,30865.00390625,36063.12109375,49721.4765625,76607.25,33312.53515625,122488.671875,108916.90625,122493.921875,146432.9375,22691.091796875,86707.8203125,44836.95703125,47017.61328125
187,10-Jan-13,21:30,53387.703125,31830.322265625,36565.77734375,48423.9375,74418.875,31640.193359375,117929.5859375,108680.796875,116556.53125,138737.140625,25351.91796875,82799.5703125,46335.375,45187.140625
188,10-Jan-13,22:00,48937.0703125,27994.63671875,29723.01171875,45778.23046875,67331.84375,26973.30859375,108282.640625,100511.890625,109210.71875,131849.9375,24821.78515625,73526.3359375,42270.41796875,44950.55859375
189,10-Jan-13,22:30,48905.5078125,29428.51953125,31766.1875,45492.109375,68486.4453125,28223.55859375,107891.21875,99429.4921875,111591.3203125,128727.3359375,27420.5625,75454.3671875,37141.09765625,42493.72265625
190,10-Jan-13,23:00,47110.46875,26443.982421875,27994.939453125,49723.453125,63201.4453125,26341.189453125,101703.75,99223.390625,107998.4609375,132094.03125,24549.658203125,66693.5390625,43366.62890625,44304.3125
191,10-Jan-13,23:30,39873.52734375,28988.759765625,25415.736328125,43143.84375,60283.3359375,26811.27734375,93989.921875,83127.6484375,99990.484375,108787.4140625,27982.720703125,60661.6015625,31853.802734375,30727.931640625
192,11-Jan-13,0:00,36106.62109375,26204.42578125,23109.677734375,38228.21875,52601.5234375,23166.451171875,84256.640625,78660.1875,87971.3125,99153.0546875,24603.828125,56202.44921875,33040.92578125,31226.8984375
193,11-Jan-13,0:30,38366.3671875,18401.373046875,21980.154296875,37926.125,43299.9921875,24326.841796875,76855.1640625,70397.125,80027.4921875,93824.2578125,18305.890625,52040.765625,27602.7265625,26024.38671875
194,11-Jan-13,1:00,38760.28125,17423.3671875,22551.662109375,34650.83984375,43149.33203125,23954.470703125,76302.9609375,68712.5078125,76358.4609375,90526.8984375,16219.0791015625,53441.22265625,25938.2734375,24539.908203125
195,11-Jan-13,1:30,35173.54296875,15173.4775390625,20306.853515625,29529.140625,39287.91796875,21040.126953125,67981.859375,62636.33203125,67530.359375,82114.109375,14762.62109375,46494.97265625,25114.087890625,24223.802734375
196,11-Jan-13,2:00,32086.619140625,15282.8984375,20587.224609375,27080.40234375,37013.10546875,21206.921875,64267.2734375,60743.546875,62529.44921875,76380.5078125,13348.16796875,46639.0703125,21825.39453125,22049.126953125
197,11-Jan-13,2:30,26544.2421875,13593.9248046875,20735.365234375,22989.09375,33728.5546875,25216.970703125,58553.65234375,64354.96484375,55243.4765625,74238.6328125,12795.9990234375,50638.33984375,20460.994140625,20392.58203125
198,11-Jan-13,3:00,26164.04296875,13454.353515625,20258.279296875,23353.2890625,33628.6171875,23956.740234375,56161.09765625,62878.4140625,54899.3671875,72604.3671875,12577.9306640625,47569.27734375,20639.02734375,20430.5625
199,11-Jan-13,3:30,27498.84375,14169.84375,21582.109375,25529.935546875,36515.33203125,22810.4921875,59903.9609375,63770.7421875,60106.65234375,75314.8828125,12739.98046875,47903.421875,22117.39453125,21541.841796875
200,11-Jan-13,4:00,25282.923828125,12571.2607421875,20770.98046875,25354.0,34660.35546875,17447.41015625,56172.984375,59679.28515625,57189.953125,70855.84375,11899.7099609375,42459.71875,24770.044921875,23559.61328125
201,11-Jan-13,4:30,24503.82421875,13406.3232421875,18885.6171875,24181.66796875,32323.669921875,15701.0224609375,55547.77734375,58933.7578125,55082.69140625,68357.15625,13591.0166015625,41790.40234375,22267.35546875,23789.20703125
202,11-Jan-13,5:00,25395.12890625,15578.685546875,16961.623046875,25261.96875,34282.0078125,15000.9501953125,57173.34375,56039.99609375,57339.9296875,67781.328125,15223.3974609375,37970.2421875,21719.279296875,21849.044921875
203,11-Jan-13,5:30,29493.216796875,16416.669921875,17797.3828125,27322.61328125,39210.23046875,16147.212890625,62608.6484375,58194.79296875,64873.01953125,74754.875,14667.9189453125,41621.4375,22625.541015625,23137.470703125
204,11-Jan-13,6:00,33202.2421875,16605.513671875,17083.05859375,27804.869140625,41612.67578125,15735.09375,65185.19921875,55863.92578125,67238.3046875,76569.0546875,14862.650390625,39948.87890625,23183.625,22955.400390625
205,11-Jan-13,6:30,33882.078125,17393.04296875,17176.03125,26326.43359375,43036.984375,18329.892578125,66899.9140625,61674.0078125,67684.7109375,84757.7734375,13754.28515625,43025.87890625,27758.734375,26878.693359375
206,11-Jan-13,7:00,32422.931640625,18365.173828125,18778.6015625,25129.873046875,43961.51171875,21376.21875,66125.4296875,63864.78125,67362.421875,84466.6640625,15244.763671875,46490.9765625,28678.99609375,27832.9609375
207,11-Jan-13,7:30,27295.544921875,15972.1396484375,18145.263671875,26220.322265625,35670.9921875,19465.841796875,58903.73828125,59527.23046875,58714.30859375,74778.7578125,13404.1884765625,43313.94140625,32643.962890625,23619.615234375
208,11-Jan-13,8:00,22270.046875,15305.697265625,15118.4619140625,16593.111328125,28530.220703125,20464.029296875,48285.2578125,50462.01953125,47863.69140625,60954.00390625,12435.8837890625,41058.6484375,33568.20703125,21938.48046875
209,11-Jan-13,8:30,14633.19921875,7705.8037109375,7483.66357421875,5109.591796875,14607.1982421875,12005.931640625,26758.2890625,22838.15234375,26399.611328125,30431.68359375,8456.6376953125,21424.4140625,32151.890625,13357.5068359375
210,11-Jan-13,9:00,10064.7412109375,1302.484130859375,637.5409545898438,-4466.392578125,9215.7509765625,5439.05517578125,11689.1123046875,-958.2723388671875,12415.3291015625,8491.666015625,2144.67041015625,7342.82568359375,35478.625,5648.63525390625
211,11-Jan-13,9:30,3352.80859375,-5058.68310546875,-3062.625244140625,-12940.1044921875,-950.335205078125,-1196.2362060546875,-4080.951904296875,-22325.970703125,-3932.9521484375,-16829.32421875,-3499.097412109375,-4687.51123046875,31895.732421875,-4302.47607421875
212,11-Jan-13,10:00,-11137.7939453125,-10937.6015625,-8132.7021484375,-17943.61328125,-20775.64453125,-7045.3994140625,-28154.572265625,-44594.07421875,-27342.607421875,-48681.62890625,-9681.033203125,-20148.2109375,29763.193359375,-17875.9609375
213,11-Jan-13,10:30,-21798.60546875,-15644.33203125,-17722.669921875,-28249.021484375,-35202.71484375,-14174.7998046875,-52926.2734375,-69220.984375,-50768.25390625,-80131.8671875,-10917.4296875,-40324.44140625,26990.515625,-27925.072265625
214,11-Jan-13,11:00,-29398.701171875,-16941.21484375,-23087.861328125,-30525.677734375,-45045.8671875,-16299.2275390625,-68103.8203125,-79526.546875,-63093.21484375,-94876.7890625,-14854.6474609375,-46474.95703125,28674.91796875,-33968.93359375
215,11-Jan-13,11:30,-23802.330078125,-17312.5859375,-24105.36328125,-32143.384765625,-43013.62890625,-24008.783203125,-60710.10546875,-77547.703125,-60518.5859375,-85574.8984375,-19272.044921875,-49596.0,40797.84765625,-26178.4453125
216,11-Jan-13,12:00,-20333.033203125,-20396.232421875,-22862.71875,-30985.875,-43307.9609375,-16495.271484375,-63694.7578125,-71451.515625,-62580.7734375,-79119.578125,-20524.44140625,-46661.0546875,44366.69921875,-29561.537109375
217,11-Jan-13,12:30,-18373.86328125,-16152.533203125,-16828.541015625,-18805.763671875,-34874.21875,-13854.7451171875,-54786.72265625,-41230.71875,-42822.37109375,-49367.7890625,-14640.5849609375,-40303.02734375,54437.19140625,-12982.1953125
218,11-Jan-13,13:00,-20486.390625,-8314.890625,-25432.443359375,-20152.091796875,-34345.5546875,-20145.9921875,-52388.14453125,-66765.8671875,-38803.390625,-69329.6953125,-6582.06103515625,-54151.4921875,47911.59765625,-23975.744140625
219,11-Jan-13,13:30,-24092.865234375,-5531.37841796875,-27252.5,-22153.044921875,-35644.76171875,-18969.765625,-54450.63671875,-64330.97265625,-43476.578125,-69261.75,-6662.0830078125,-48611.72265625,53477.01953125,-18742.060546875
220,11-Jan-13,14:00,-18839.294921875,-1622.2908935546875,-26158.55078125,-22242.80859375,-27681.751953125,-17281.951171875,-45466.4296875,-65299.328125,-33674.05859375,-67404.40625,-2058.647705078125,-47251.73828125,47365.3359375,-20994.779296875
221,11-Jan-13,14:30,-4001.036865234375,1732.4267578125,-13125.79296875,-2248.69775390625,-18404.732421875,-11058.197265625,-18082.20703125,-34236.234375,-1710.4146728515625,-29883.939453125,-1872.58740234375,-24275.83984375,49381.98046875,-8744.8232421875
222,11-Jan-13,15:00,-6157.2744140625,14383.12109375,-6722.0654296875,-2268.702880859375,-3027.1064453125,-8765.7197265625,1236.2869873046875,-10745.8369140625,11516.7822265625,-10938.146484375,8808.7587890625,-10675.4443359375,55863.5,5417.74755859375
223,11-Jan-13,15:30,6200.52001953125,18770.990234375,1715.7672119140625,10395.2705078125,16317.841796875,-254.05032348632812,29332.830078125,15603.57421875,34974.51171875,23918.73828125,10417.9423828125,13394.3271484375,61410.953125,11353.6669921875
224,11-Jan-13,16:00,8155.70068359375,23063.35546875,3477.21142578125,14011.3173828125,17177.98828125,9943.947265625,35396.23046875,22690.875,37118.98828125,30197.912109375,8398.626953125,28613.224609375,61398.875,7188.3173828125
225,11-Jan-13,16:30,4868.92626953125,27643.2265625,4881.80078125,14684.623046875,19872.78515625,22598.4921875,37364.72265625,37743.45703125,38785.37890625,40918.13671875,10541.2958984375,40789.1796875,60814.82421875,7306.36083984375
226,11-Jan-13,17:00,32253.78125,36091.69921875,19957.8046875,39496.40625,42991.921875,32892.5,83859.5390625,77909.8125,85618.9609375,96091.0,14816.6279296875,66957.6640625,67444.515625,24347.876953125
227,11-Jan-13,17:30,47855.8359375,47319.6796875,35061.94140625,64014.08984375,65281.63671875,37615.37109375,127625.3828125,107988.953125,127534.3984375,134340.328125,27634.556640625,87348.28125,69699.2109375,34781.26171875
228,11-Jan-13,18:00,57594.78515625,45889.77734375,53630.8359375,83210.3984375,74854.859375,45228.8359375,150100.984375,149933.421875,151857.203125,174928.1875,32011.98046875,111165.859375,78147.15625,55691.96875
229,11-Jan-13,18:30,72411.4140625,59052.46484375,64264.90234375,97932.75,99619.40625,54488.40625,189776.359375,185480.03125,191132.90625,218785.3125,38721.8359375,137396.4375,84671.9453125,66721.5546875
230,11-Jan-13,19:00,88218.7734375,72769.75,60914.4453125,104277.9921875,123363.1796875,65465.21484375,218363.953125,203624.875,222822.359375,255213.5,51029.74609375,149972.515625,88468.2265625,78713.4765625
231,11-Jan-13,19:30,102707.21875,74827.015625,68667.5546875,117430.265625,134671.390625,69071.0078125,243425.390625,217539.515625,249315.25,277285.8125,55019.078125,162444.359375,85645.046875,80720.03125
232,11-Jan-13,20:00,108137.671875,69191.953125,67336.453125,115814.8359375,137239.21875,66536.4609375,249218.515625,212039.421875,252508.15625,283673.125,52236.09765625,164849.171875,83972.6796875,82348.578125
233,11-Jan-13,20:30,115809.3515625,68864.171875,66599.7890625,107242.3984375,140519.125,63601.953125,250171.875,208262.40625,244212.5,281040.9375,49939.61328125,163630.640625,88544.671875,84261.234375
234,11-Jan-13,21:00,124863.9375,66409.609375,64013.3125,109860.7109375,147631.53125,61229.26171875,252774.0625,210691.25,249566.171875,285845.78125,58588.36328125,154213.875,96357.25,91611.625
235,11-Jan-13,21:30,104730.8359375,65744.1015625,63825.36328125,103426.484375,137262.640625,62992.2578125,234683.890625,204504.96875,235596.953125,269015.71875,53292.67578125,149748.4375,84354.3984375,81794.4453125
236,11-Jan-13,22:00,90773.4140625,60378.99609375,58170.93359375,98110.390625,121605.8203125,58993.3359375,210413.890625,195947.953125,215382.3125,252130.796875,51786.11328125,134411.515625,82428.671875,78067.2890625
237,11-Jan-13,22:30,84504.640625,52931.6171875,52115.52734375,90560.109375,110307.3515625,55901.0390625,189242.546875,178581.6875,197850.53125,234721.515625,46372.4375,121795.265625,74816.375,70878.859375
238,11-Jan-13,23:00,73244.9375,45327.99609375,45237.06640625,90187.28125,94772.2890625,51387.75390625,165367.234375,184725.171875,176423.171875,238613.296875,37313.64453125,111669.421875,85621.5546875,78211.640625
239,11-Jan-13,23:30,73903.71875,42672.36328125,45716.01171875,90256.3203125,93188.3046875,47971.44921875,161262.0,175708.625,172198.171875,226928.6875,33694.515625,109545.1171875,75826.578125,69918.390625
240,12-Jan-13,0:00,69625.7890625,35143.7109375,38795.9765625,76656.3125,80335.5625,38367.37109375,145971.578125,147324.40625,151571.03125,198536.125,28726.927734375,91999.5,65147.921875,63778.43359375
