step,date_label,profile_time,v_632_A_rms_V,v_632_B_rms_V,v_632_C_rms_V,v_633_A_rms_V,v_633_B_rms_V,v_633_C_rms_V,v_634_A_rms_V,v_634_B_rms_V,v_634_C_rms_V,v_645_B_rms_V,v_645_C_rms_V,v_646_B_rms_V,v_646_C_rms_V,v_652_A_rms_V,v_671_A_rms_V,v_671_B_rms_V,v_671_C_rms_V,v_675_A_rms_V,v_675_B_rms_V,v_675_C_rms_V,v_680_A_rms_V,v_680_B_rms_V,v_680_C_rms_V,v_684_A_rms_V,v_684_C_rms_V,v_692_A_rms_V,v_692_B_rms_V,v_692_C_rms_V,v_611_C_rms_V
56,8-Jan-13,4:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.9287109375,2460.615478515625,2460.422607421875,283.15399169921875,283.64013671875,283.5376281738281,2458.176513671875,2460.21728515625,2457.67626953125,2459.7197265625,2386.217041015625,2388.412353515625,2450.9755859375,2434.146484375,2385.970703125,2451.384033203125,2433.2919921875,2388.412353515625,2450.9755859375,2434.146484375,2387.86181640625,2433.458251953125,2388.419189453125,2450.9755859375,2434.146484375,2432.715576171875
57,8-Jan-13,4:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.9443359375,2460.618408203125,2460.363525390625,283.16168212890625,283.6390686035156,283.49432373046875,2459.610107421875,2460.17822265625,2459.092041015625,2459.645263671875,2388.132080078125,2390.19189453125,2450.384521484375,2433.51611328125,2387.852294921875,2450.7734375,2432.572998046875,2390.196044921875,2450.384521484375,2433.51611328125,2389.68408203125,2432.776123046875,2390.196044921875,2451.709716796875,2433.51611328125,2431.984619140625
58,8-Jan-13,5:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.906982421875,2460.609375,2461.760498046875,283.13787841796875,283.63458251953125,283.541748046875,2458.269775390625,2460.22314453125,2457.77685546875,2459.73388671875,2389.23974609375,2391.29345703125,2450.819091796875,2434.49755859375,2387.614013671875,2451.218505859375,2433.6591796875,2391.29345703125,2450.819091796875,2434.49755859375,2390.781005859375,2433.810302734375,2390.001953125,2450.819091796875,2434.49755859375,2433.07177734375
59,8-Jan-13,5:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.950927734375,2460.55078125,2460.46923828125,283.1693420410156,283.5966491699219,283.5696716308594,2458.255859375,2460.173828125,2457.734375,2460.985595703125,2388.106201171875,2390.17041015625,2450.63818359375,2434.699951171875,2387.81982421875,2450.9833984375,2433.890380859375,2390.17041015625,2450.63818359375,2434.699951171875,2389.656982421875,2434.001953125,2390.171630859375,2450.63818359375,2434.699951171875,2433.252685546875
60,8-Jan-13,6:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.820068359375,2460.513671875,2460.49560546875,283.0705871582031,283.5611267089844,283.57708740234375,2458.092041015625,2460.053466796875,2457.49560546875,2459.47314453125,2384.478759765625,2386.529296875,2450.274169921875,2434.523681640625,2384.08056640625,2450.606689453125,2433.734130859375,2386.529296875,2450.27392578125,2434.523681640625,2386.016357421875,2433.83984375,2386.529296875,2450.27392578125,2434.522216796875,2433.106689453125
61,8-Jan-13,6:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.956298828125,2460.43212890625,2460.43115234375,283.1617431640625,283.5047607421875,283.5325927734375,2458.216796875,2459.971923828125,2457.580078125,2459.340087890625,2384.13037109375,2386.189453125,2450.18359375,2434.824951171875,2383.78759765625,2450.542236328125,2432.61083984375,2386.189453125,2450.18359375,2433.51025390625,2385.677734375,2432.7626953125,2386.189453125,2450.18359375,2433.51025390625,2431.96435546875
62,8-Jan-13,7:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.023193359375,2460.443359375,2460.36669921875,283.3609924316406,283.5132141113281,283.48968505859375,2458.41943359375,2459.969482421875,2457.790283203125,2459.34130859375,2384.46875,2386.6357421875,2449.688720703125,2432.3779296875,2384.302734375,2450.001220703125,2431.4169921875,2386.6357421875,2449.688720703125,2432.3779296875,2386.10595703125,2431.524658203125,2386.6396484375,2449.688720703125,2432.3779296875,2430.6181640625
63,8-Jan-13,7:30,2462.223388671875,2460.8935546875,2460.8935546875,2461.39013671875,2460.4892578125,2460.456787109375,283.24603271484375,283.5572814941406,283.5640563964844,2458.878662109375,2460.026611328125,2458.299560546875,2459.4501953125,2393.259521484375,2395.484375,2450.989501953125,2435.313720703125,2393.498779296875,2451.285400390625,2434.404541015625,2395.484375,2450.98974609375,2435.313720703125,2394.921142578125,2434.6572265625,2395.484375,2450.98974609375,2435.31298828125,2433.947509765625
64,8-Jan-13,8:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.28271484375,2460.48974609375,2460.534912109375,283.41802978515625,283.5796203613281,283.639892578125,2459.532470703125,2460.152587890625,2459.05517578125,2459.69384765625,2402.88427734375,2404.995361328125,2452.185791015625,2436.6376953125,2403.37353515625,2452.46826171875,2435.78076171875,2404.995361328125,2452.184814453125,2436.6376953125,2404.466064453125,2435.9560546875,2404.995361328125,2452.184814453125,2436.63720703125,2435.2236328125
65,8-Jan-13,8:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.258056640625,2460.50244140625,2460.649658203125,283.4091491699219,283.5960998535156,283.7258605957031,2459.44189453125,2460.244873046875,2459.0126953125,2459.82861328125,2406.531982421875,2408.527587890625,2452.561767578125,2439.728759765625,2407.110595703125,2452.751953125,2439.02734375,2408.527587890625,2452.561767578125,2439.728759765625,2408.01318359375,2439.26806640625,2408.525634765625,2452.561767578125,2439.728759765625,2438.76123046875
66,8-Jan-13,9:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.532958984375,2460.5400390625,2460.79638671875,283.62847900390625,283.6551208496094,283.8602294921875,2460.163330078125,2460.3759765625,2459.839599609375,2460.052978515625,2422.357177734375,2423.817138671875,2453.9560546875,2442.611083984375,2422.89697265625,2454.046142578125,2442.076416015625,2423.817138671875,2453.9560546875,2442.611083984375,2423.450439453125,2442.13671875,2423.817138671875,2453.955810546875,2442.611083984375,2441.629150390625
67,8-Jan-13,9:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.697998046875,2460.6787109375,2460.819580078125,283.7640686035156,283.7732849121094,283.9006042480469,2460.720703125,2460.598876953125,2460.54736328125,2460.42626953125,2440.778076171875,2441.862548828125,2456.130859375,2448.3642578125,2441.655517578125,2456.2333984375,2447.8984375,2441.862548828125,2456.130859375,2448.3642578125,2441.572265625,2448.29345703125,2441.863525390625,2456.130859375,2448.3642578125,2448.2001953125
68,8-Jan-13,10:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.95068359375,2460.491455078125,2460.975341796875,283.9508361816406,283.66241455078125,284.0237121582031,2461.1572265625,2460.654052734375,2461.033935546875,2460.515380859375,2454.7490234375,2454.70068359375,2455.854248046875,2451.11376953125,2454.984375,2455.806640625,2450.863525390625,2454.70068359375,2455.854248046875,2451.113037109375,2454.712158203125,2451.03955078125,2454.6982421875,2455.854248046875,2451.113037109375,2450.970458984375
69,8-Jan-13,10:30,2460.8935546875,2462.223388671875,2460.8935546875,2460.431640625,2460.22314453125,2461.060546875,283.5487060546875,283.42919921875,284.029052734375,2461.7001953125,2460.1669921875,2459.938232421875,2459.746826171875,2432.997314453125,2432.9384765625,2452.69775390625,2448.01904296875,2432.570068359375,2452.579833984375,2447.76611328125,2432.9384765625,2452.69873046875,2448.01904296875,2432.966796875,2447.815185546875,2432.9384765625,2452.69873046875,2448.01904296875,2447.615966796875
70,8-Jan-13,11:00,2460.8935546875,2462.223388671875,2460.8935546875,2460.442138671875,2461.515380859375,2461.031982421875,283.5517272949219,283.3996276855469,284.00555419921875,2460.27685546875,2460.15478515625,2459.83349609375,2459.70947265625,2432.083740234375,2431.922119140625,2452.875244140625,2447.15673828125,2432.884033203125,2452.82421875,2446.81884765625,2433.236328125,2452.875,2447.15673828125,2433.29443359375,2446.88916015625,2433.236328125,2452.875,2447.15673828125,2446.62841796875
71,8-Jan-13,11:30,2460.8935546875,2460.8935546875,2462.223388671875,2460.295654296875,2460.048583984375,2461.272705078125,283.44976806640625,283.3038330078125,284.16656494140625,2459.78515625,2461.315673828125,2459.225341796875,2460.756591796875,2418.40478515625,2418.2451171875,2454.408935546875,2444.5908203125,2417.3115234375,2454.4150390625,2444.36572265625,2418.2451171875,2454.408935546875,2444.5908203125,2418.317138671875,2444.130126953125,2418.2451171875,2454.408935546875,2444.5908203125,2443.675537109375
72,8-Jan-13,12:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.24609375,2460.160400390625,2461.40185546875,283.4304504394531,283.39398193359375,284.26861572265625,2459.82568359375,2460.17822265625,2459.375732421875,2461.06591796875,2421.092041015625,2420.678955078125,2456.760498046875,2444.802001953125,2419.660888671875,2457.01025390625,2444.5693359375,2420.678955078125,2456.760498046875,2444.805419921875,2420.81201171875,2444.375244140625,2420.678955078125,2456.760498046875,2444.805419921875,2443.9560546875
73,8-Jan-13,12:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.232666015625,2459.721435546875,2461.463623046875,283.392578125,283.0672607421875,284.28204345703125,2459.4248046875,2459.9677734375,2458.838623046875,2459.365234375,2404.60693359375,2404.9541015625,2453.667724609375,2440.4365234375,2403.709228515625,2453.89990234375,2439.869384765625,2404.9541015625,2453.667724609375,2440.4365234375,2404.888916015625,2439.89453125,2404.9541015625,2453.667724609375,2440.4365234375,2439.34716796875
74,8-Jan-13,13:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.206298828125,2459.427001953125,2461.34375,283.34234619140625,282.8348388671875,284.1676940917969,2458.50830078125,2459.769775390625,2457.770263671875,2459.015869140625,2391.279052734375,2391.742919921875,2451.90234375,2437.60205078125,2390.27099609375,2452.220947265625,2436.691650390625,2391.742919921875,2451.90234375,2437.60205078125,2391.658447265625,2437.146484375,2391.757080078125,2451.90234375,2437.60205078125,2436.683349609375
75,8-Jan-13,13:30,2460.8935546875,2460.8935546875,2460.8935546875,2461.580322265625,2459.30078125,2461.195068359375,283.3553466796875,282.73187255859375,284.0492248535156,2458.236328125,2459.730712890625,2457.46435546875,2458.949951171875,2386.225830078125,2387.172119140625,2449.843505859375,2438.43310546875,2385.8125,2449.91162109375,2437.547119140625,2388.462158203125,2449.843505859375,2438.43310546875,2388.221923828125,2438.167236328125,2388.462158203125,2449.843505859375,2438.43310546875,2437.88427734375
76,8-Jan-13,14:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.990966796875,2460.751220703125,2460.8681640625,283.14544677734375,282.77978515625,283.791259765625,2459.079833984375,2459.573486328125,2458.19775390625,2458.695068359375,2353.149658203125,2356.03564453125,2449.427001953125,2428.0732421875,2353.54345703125,2449.878662109375,2426.620849609375,2356.03564453125,2449.427490234375,2428.076171875,2355.29248046875,2427.44677734375,2356.03564453125,2449.427490234375,2428.076171875,2428.064208984375
77,8-Jan-13,14:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.59521484375,2459.414794921875,2460.77197265625,282.84161376953125,282.73828125,283.6881408691406,2456.33740234375,2459.38330078125,2455.2880859375,2458.336181640625,2303.952392578125,2308.77001953125,2449.341064453125,2416.623779296875,2304.34375,2450.32177734375,2414.788818359375,2308.77001953125,2449.341064453125,2416.626953125,2307.53369140625,2416.942626953125,2308.771728515625,2449.341064453125,2416.626953125,2414.533935546875
78,8-Jan-13,15:00,2460.8935546875,2460.8935546875,2462.223388671875,2458.956298828125,2459.298828125,2460.611572265625,282.3428955078125,282.5928039550781,283.5101623535156,2455.06689453125,2459.114013671875,2453.80908203125,2457.8701171875,2272.21826171875,2277.5244140625,2446.533447265625,2409.746337890625,2272.086669921875,2447.688232421875,2407.620849609375,2277.5244140625,2446.533447265625,2409.74072265625,2276.167724609375,2408.48486328125,2277.4755859375,2446.533447265625,2409.74072265625,2407.102294921875
79,8-Jan-13,15:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.215087890625,2458.907470703125,2460.3662109375,282.4894714355469,282.2984619140625,283.315185546875,2454.89697265625,2460.150146484375,2453.466796875,2458.727294921875,2258.7861328125,2265.657470703125,2444.258544921875,2402.384521484375,2260.157470703125,2445.387939453125,2399.608154296875,2264.4326171875,2444.258544921875,2402.384521484375,2262.671142578125,2400.836669921875,2264.4326171875,2444.258544921875,2402.384521484375,2399.126220703125
80,8-Jan-13,16:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.006103515625,2458.84130859375,2460.24755859375,282.3193359375,282.224609375,283.2047424316406,2455.037841796875,2458.53955078125,2453.455322265625,2458.29833984375,2241.5693359375,2249.814208984375,2442.159423828125,2397.18408203125,2243.99951171875,2443.23046875,2394.05712890625,2249.814208984375,2442.158935546875,2397.18408203125,2247.697021484375,2395.392822265625,2249.814208984375,2442.158935546875,2397.179443359375,2393.400390625
81,8-Jan-13,16:30,2460.8935546875,2460.8935546875,2460.8935546875,2458.657470703125,2458.74169921875,2460.190673828125,282.0467529296875,282.1199645996094,283.1280517578125,2453.81396484375,2458.191162109375,2451.981689453125,2456.367919921875,2212.557373046875,2220.907958984375,2440.024658203125,2392.3701171875,2213.9091796875,2441.14599609375,2388.09228515625,2220.907958984375,2440.025390625,2392.3701171875,2218.78662109375,2388.880859375,2220.907958984375,2440.025390625,2391.090087890625,2387.76123046875
82,8-Jan-13,17:00,2460.8935546875,2460.8935546875,2460.8935546875,2458.251953125,2458.837890625,2459.48388671875,281.6980285644531,282.1100769042969,282.5699462890625,2452.111083984375,2457.994140625,2450.09326171875,2456.01025390625,2152.5869140625,2163.595703125,2437.760009765625,2374.673095703125,2154.478759765625,2439.392578125,2372.265869140625,2163.595703125,2437.760009765625,2374.6728515625,2160.788818359375,2371.947021484375,2163.595703125,2437.760009765625,2374.6728515625,2368.953125
83,8-Jan-13,17:30,2460.8935546875,2460.8935546875,2460.8935546875,2457.881103515625,2458.50537109375,2459.135498046875,281.37017822265625,281.8067626953125,282.2540588378906,2450.962646484375,2457.45263671875,2448.590087890625,2455.115478515625,2103.01318359375,2116.146728515625,2434.602294921875,2361.6416015625,2105.5791015625,2436.5400390625,2357.31396484375,2116.21435546875,2434.599609375,2361.6416015625,2112.858642578125,2358.466064453125,2116.21435546875,2434.599609375,2361.6416015625,2354.967529296875
84,8-Jan-13,18:00,2462.223388671875,2460.8935546875,2460.8935546875,2459.0107421875,2458.3251953125,2458.716552734375,281.17718505859375,281.6252746582031,281.90887451171875,2449.60546875,2457.049560546875,2446.94775390625,2454.407958984375,2047.4769287109375,2062.12939453125,2431.946044921875,2345.026611328125,2049.409912109375,2435.683349609375,2340.0927734375,2062.13330078125,2431.9453125,2345.026611328125,2058.416015625,2341.08447265625,2062.13330078125,2431.9453125,2345.01318359375,2336.760009765625
85,8-Jan-13,18:30,2460.8935546875,2462.223388671875,2460.8935546875,2457.2744140625,2458.4150390625,2458.460205078125,280.85931396484375,281.64410400390625,281.690673828125,2448.203857421875,2456.94189453125,2445.423828125,2454.1845703125,1989.9940185546875,2006.0924072265625,2432.4013671875,2331.616455078125,1990.9847412109375,2435.421875,2326.446533203125,2006.093505859375,2432.4013671875,2331.616455078125,2002.0289306640625,2326.973876953125,2006.093505859375,2432.38916015625,2331.616455078125,2321.92626953125
86,8-Jan-13,19:00,2460.8935546875,2460.8935546875,2460.8935546875,2457.232177734375,2458.578369140625,2458.4150390625,280.8363952636719,281.7605285644531,281.66534423828125,2448.07080078125,2456.911376953125,2445.267578125,2454.14599609375,1970.5794677734375,1987.7142333984375,2434.1650390625,2326.7041015625,1971.6658935546875,2437.3896484375,2322.815673828125,1987.7142333984375,2434.16845703125,2326.7041015625,1983.391845703125,2321.72802734375,1987.7142333984375,2434.16845703125,2326.70654296875,2316.32177734375
87,8-Jan-13,19:30,2460.8935546875,2460.8935546875,2460.8935546875,2456.93115234375,2458.436767578125,2458.162841796875,280.5819396972656,281.6132507324219,281.44146728515625,2447.90576171875,2457.874755859375,2444.890869140625,2453.578369140625,1954.1929931640625,1973.3720703125,2429.361572265625,2322.579345703125,1956.15185546875,2432.33935546875,2316.949951171875,1973.3720703125,2429.361572265625,2322.579345703125,1968.7872314453125,2317.571533203125,1972.305419921875,2429.361572265625,2322.579345703125,2312.108642578125
88,8-Jan-13,20:00,2460.8935546875,2460.8935546875,2460.8935546875,2456.8779296875,2458.029052734375,2458.2578125,280.5189208984375,281.3095397949219,281.4792175292969,2447.6181640625,2456.156005859375,2444.370361328125,2454.2724609375,1961.156982421875,1977.645751953125,2424.32666015625,2322.5048828125,1961.91796875,2428.2900390625,2316.7021484375,1977.645751953125,2424.32666015625,2322.5048828125,1973.4970703125,2317.48876953125,1978.7139892578125,2424.32666015625,2322.5048828125,2313.30712890625
89,8-Jan-13,20:30,2460.8935546875,2460.8935546875,2460.8935546875,2456.81298828125,2458.244873046875,2458.431640625,280.6507873535156,281.4803771972656,281.621826171875,2447.527587890625,2456.205810546875,2444.303955078125,2453.004150390625,1964.4468994140625,1980.0201416015625,2425.35302734375,2323.619384765625,1964.1334228515625,2426.63916015625,2318.051513671875,1980.0201416015625,2424.041748046875,2323.619384765625,1976.1243896484375,2318.507568359375,1980.0201416015625,2424.041748046875,2323.619384765625,2312.979736328125
90,8-Jan-13,21:00,2462.223388671875,2460.8935546875,2460.8935546875,2458.0263671875,2458.4697265625,2458.56689453125,280.4402770996094,281.6514587402344,281.7320251464844,2447.78271484375,2456.37548828125,2444.6650390625,2453.292724609375,1967.7655029296875,1983.604248046875,2425.93212890625,2326.88525390625,1967.596923828125,2428.423095703125,2321.83154296875,1983.6060791015625,2425.93212890625,2326.88525390625,1979.6387939453125,2323.0634765625,1983.6060791015625,2425.93212890625,2326.88525390625,2316.3310546875
91,8-Jan-13,21:30,2460.8935546875,2460.8935546875,2460.8935546875,2456.7734375,2458.5,2458.938232421875,280.52593994140625,281.7076416015625,282.0207824707031,2448.916015625,2456.412353515625,2445.8681640625,2453.399658203125,2007.13623046875,2021.1904296875,2427.7919921875,2338.053955078125,2007.618896484375,2428.564697265625,2333.574462890625,2021.1864013671875,2427.7919921875,2338.053955078125,2017.68505859375,2333.207763671875,2021.1864013671875,2426.47998046875,2338.053955078125,2329.264404296875
92,8-Jan-13,22:00,2460.8935546875,2460.8935546875,2460.8935546875,2456.76220703125,2460.239990234375,2459.144287109375,280.5630798339844,282.1841735839844,282.2060546875,2450.777587890625,2456.7861328125,2446.640625,2454.0185546875,2013.513916015625,2028.5950927734375,2431.853515625,2341.32861328125,2013.87841796875,2434.29052734375,2336.861572265625,2028.5950927734375,2431.853515625,2341.32861328125,2024.7886962890625,2336.828125,2028.5841064453125,2431.853515625,2341.32861328125,2333.206787109375
93,8-Jan-13,22:30,2460.8935546875,2460.8935546875,2460.8935546875,2457.2373046875,2459.2109375,2459.3701171875,280.95758056640625,282.30877685546875,282.4348449707031,2450.69384765625,2457.0751953125,2448.096923828125,2454.49853515625,2082.0126953125,2093.64990234375,2436.367431640625,2357.927978515625,2081.0302734375,2438.58447265625,2354.233154296875,2093.64990234375,2437.6943359375,2357.927978515625,2090.722900390625,2353.984375,2093.64990234375,2437.6943359375,2357.927978515625,2349.759521484375
94,8-Jan-13,23:00,2460.8935546875,2460.8935546875,2462.223388671875,2457.581787109375,2459.35791015625,2460.85009765625,281.2375793457031,282.4557189941406,282.5858154296875,2451.371337890625,2457.488037109375,2449.036376953125,2455.1787109375,2128.866943359375,2138.547607421875,2439.150146484375,2370.4404296875,2127.513916015625,2439.725341796875,2367.321533203125,2138.547607421875,2439.150146484375,2370.4404296875,2136.140869140625,2367.044189453125,2138.5498046875,2439.150146484375,2370.4404296875,2363.40283203125
95,8-Jan-13,23:30,2460.8935546875,2460.8935546875,2462.223388671875,2458.55126953125,2459.380615234375,2460.827392578125,281.9632873535156,282.5412902832031,282.6435852050781,2452.53466796875,2458.06689453125,2450.576416015625,2456.134033203125,2202.235595703125,2209.26025390625,2438.108642578125,2385.898681640625,2201.049072265625,2439.484375,2382.9033203125,2209.26025390625,2438.108642578125,2385.8974609375,2207.51318359375,2383.342041015625,2209.26025390625,2438.108642578125,2385.8974609375,2380.609619140625
96,9-Jan-13,0:00,2460.8935546875,2460.8935546875,2460.8935546875,2458.42724609375,2459.7216796875,2459.677001953125,281.9088134765625,282.8024597167969,282.79449462890625,2453.222900390625,2459.803466796875,2451.5244140625,2456.78466796875,2220.02392578125,2226.586181640625,2441.672119140625,2390.653564453125,2218.71533203125,2443.16455078125,2387.998291015625,2226.586181640625,2441.672119140625,2390.657958984375,2224.965087890625,2388.15771484375,2226.586181640625,2441.672119140625,2390.657958984375,2385.4912109375
97,9-Jan-13,0:30,2460.8935546875,2460.8935546875,2460.8935546875,2458.686279296875,2460.050537109375,2459.84521484375,282.1395568847656,283.08160400390625,282.9654541015625,2454.237060546875,2459.0234375,2452.8916015625,2457.691162109375,2243.302490234375,2249.876708984375,2445.808837890625,2396.25390625,2242.583251953125,2447.330322265625,2393.93603515625,2249.876708984375,2445.808837890625,2396.25390625,2248.254638671875,2393.92578125,2249.8935546875,2445.808837890625,2396.25390625,2391.43115234375
98,9-Jan-13,1:00,2460.8935546875,2460.8935546875,2460.8935546875,2458.624267578125,2460.181640625,2459.92724609375,282.2613220214844,283.181884765625,283.032470703125,2454.4208984375,2459.136962890625,2453.147705078125,2457.88037109375,2245.981201171875,2252.972412109375,2447.105224609375,2398.92236328125,2245.64892578125,2448.669189453125,2396.679443359375,2252.905029296875,2447.105224609375,2398.92236328125,2251.138671875,2396.85546875,2252.905029296875,2448.434814453125,2398.92236328125,2394.612548828125
99,9-Jan-13,1:30,2462.223388671875,2460.8935546875,2460.8935546875,2460.074951171875,2460.2060546875,2460.078369140625,282.2132263183594,283.220458984375,283.1577453613281,2455.1025390625,2459.22021484375,2453.906005859375,2458.03759765625,2264.425537109375,2270.599365234375,2447.10888671875,2403.203125,2263.9443359375,2448.43798828125,2401.287841796875,2270.599365234375,2447.10888671875,2403.203125,2269.052734375,2401.13818359375,2270.595947265625,2447.10888671875,2403.203125,2398.91748046875
100,9-Jan-13,2:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.007080078125,2460.231201171875,2460.202392578125,282.41949462890625,283.267578125,283.2730712890625,2455.519775390625,2459.432861328125,2454.461181640625,2458.384033203125,2282.16552734375,2287.83447265625,2447.688720703125,2406.912109375,2281.751220703125,2448.88427734375,2405.108154296875,2287.83447265625,2447.688720703125,2406.912109375,2286.41845703125,2404.9990234375,2287.83447265625,2447.688720703125,2406.912109375,2402.94287109375
101,9-Jan-13,2:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.06298828125,2460.3671875,2460.13037109375,282.4660949707031,283.5217590332031,283.2330017089844,2455.5791015625,2459.62158203125,2454.62939453125,2458.688232421875,2279.209716796875,2285.769287109375,2448.91650390625,2405.457763671875,2279.573486328125,2450.250244140625,2403.4501953125,2285.769287109375,2448.91650390625,2405.457763671875,2284.162109375,2403.584716796875,2285.8203125,2448.91650390625,2405.457763671875,2401.54736328125
102,9-Jan-13,3:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.25439453125,2460.13330078125,2459.999755859375,282.5823669433594,283.196533203125,283.1313781738281,2455.687255859375,2459.358154296875,2454.593994140625,2458.26708984375,2286.906494140625,2293.260498046875,2447.37109375,2408.52734375,2287.654541015625,2448.5615234375,2405.013427734375,2293.260498046875,2447.37109375,2407.227783203125,2291.6455078125,2405.583740234375,2293.260498046875,2447.37109375,2407.227783203125,2403.782470703125
103,9-Jan-13,3:30,2460.8935546875,2460.8935546875,2462.223388671875,2459.3427734375,2460.2333984375,2461.33349609375,282.65618896484375,283.278564453125,283.30169677734375,2456.174560546875,2459.4375,2455.1474609375,2458.4169921875,2298.639892578125,2304.55078125,2447.872802734375,2409.678955078125,2299.330810546875,2448.99853515625,2407.57373046875,2304.56298828125,2447.872802734375,2409.678955078125,2303.07177734375,2409.35009765625,2304.56298828125,2447.869873046875,2409.678955078125,2406.27294921875
104,9-Jan-13,4:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.3330078125,2460.304931640625,2460.019287109375,282.6552429199219,283.3328857421875,283.16473388671875,2456.226318359375,2459.509033203125,2455.241455078125,2459.861083984375,2312.356689453125,2317.21875,2448.40869140625,2413.443359375,2312.4140625,2449.51904296875,2411.471435546875,2317.21875,2448.40625,2413.443359375,2315.993896484375,2411.999267578125,2317.21875,2448.40625,2413.4443359375,2410.432861328125
105,9-Jan-13,4:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.399169921875,2460.3671875,2460.13427734375,282.71795654296875,283.39324951171875,283.2611999511719,2456.45849609375,2461.072509765625,2455.615966796875,2460.238525390625,2317.587158203125,2322.413330078125,2448.4404296875,2414.80712890625,2317.678466796875,2449.416015625,2414.38623046875,2322.413330078125,2448.4404296875,2414.80712890625,2321.209228515625,2413.318359375,2322.413330078125,2448.438720703125,2414.80712890625,2411.7099609375
106,9-Jan-13,5:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.359375,2460.4140625,2460.225830078125,282.6983642578125,283.4324645996094,283.33087158203125,2456.595947265625,2459.865478515625,2455.828125,2459.109130859375,2322.61962890625,2326.96435546875,2448.74609375,2415.9228515625,2322.256103515625,2449.6845703125,2414.3525390625,2326.96435546875,2448.74609375,2415.9228515625,2325.901123046875,2414.354736328125,2326.981689453125,2448.74609375,2415.9228515625,2412.676513671875
107,9-Jan-13,5:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.42578125,2460.413330078125,2460.26611328125,282.75115966796875,283.4397888183594,283.3663635253906,2456.8564453125,2459.8515625,2456.09228515625,2459.090087890625,2330.619873046875,2334.766357421875,2448.90869140625,2418.286865234375,2330.374267578125,2449.7548828125,2416.797119140625,2334.766357421875,2448.908447265625,2418.286865234375,2333.73486328125,2416.825927734375,2334.766357421875,2448.908447265625,2418.28662109375,2415.26025390625
108,9-Jan-13,6:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.573974609375,2460.43310546875,2460.32373046875,282.86767578125,283.46978759765625,283.4225769042969,2457.125,2459.923583984375,2456.4130859375,2459.214111328125,2343.89404296875,2347.134765625,2449.1181640625,2421.71142578125,2343.10400390625,2449.836181640625,2420.464599609375,2347.094970703125,2449.1181640625,2421.71142578125,2346.30224609375,2420.312744140625,2347.094970703125,2449.1171875,2421.71142578125,2418.83154296875
109,9-Jan-13,6:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.66162109375,2460.476318359375,2460.389404296875,282.94140625,283.5135803222656,283.48199462890625,2457.414306640625,2459.994140625,2456.755126953125,2459.33984375,2354.783935546875,2357.4931640625,2450.063232421875,2424.58154296875,2353.809814453125,2450.75830078125,2423.484130859375,2357.4931640625,2450.063232421875,2424.582275390625,2356.840576171875,2423.25244140625,2357.496826171875,2450.063232421875,2424.582275390625,2421.852783203125
110,9-Jan-13,7:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.547119140625,2460.5166015625,2460.32421875,282.853759765625,283.5306091308594,283.4269714355469,2457.47265625,2459.771240234375,2456.690185546875,2458.989013671875,2354.041748046875,2356.7109375,2450.175537109375,2424.97802734375,2353.010009765625,2450.92333984375,2423.87158203125,2356.7109375,2450.175537109375,2424.97998046875,2356.06396484375,2423.734619140625,2356.7109375,2450.175537109375,2424.97998046875,2422.4208984375
111,9-Jan-13,7:30,2460.8935546875,2462.223388671875,2460.8935546875,2459.83642578125,2460.52099609375,2460.42041015625,283.0778503417969,283.71551513671875,283.5220642089844,2458.09375,2460.02490234375,2458.8095703125,2459.425048828125,2367.630126953125,2370.224853515625,2451.134521484375,2427.06396484375,2367.005859375,2451.77587890625,2426.05078125,2368.9375,2451.134521484375,2427.06396484375,2368.30712890625,2425.84228515625,2368.9375,2451.134521484375,2427.06396484375,2424.5546875
