step,date_label,profile_time,v_632_A_rms_V,v_632_B_rms_V,v_632_C_rms_V,v_633_A_rms_V,v_633_B_rms_V,v_633_C_rms_V,v_634_A_rms_V,v_634_B_rms_V,v_634_C_rms_V,v_645_B_rms_V,v_645_C_rms_V,v_646_B_rms_V,v_646_C_rms_V,v_652_A_rms_V,v_671_A_rms_V,v_671_B_rms_V,v_671_C_rms_V,v_675_A_rms_V,v_675_B_rms_V,v_675_C_rms_V,v_680_A_rms_V,v_680_B_rms_V,v_680_C_rms_V,v_684_A_rms_V,v_684_C_rms_V,v_692_A_rms_V,v_692_B_rms_V,v_692_C_rms_V,v_611_C_rms_V
11,7-Jan-13,5:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.005859375,2460.547607421875,2460.3671875,283.2027587890625,283.5905456542969,283.649658203125,2458.32275390625,2460.10888671875,2457.7685546875,2459.54931640625,2388.2900390625,2390.4130859375,2450.057373046875,2434.682861328125,2388.14892578125,2450.381103515625,2433.816162109375,2390.4130859375,2450.057373046875,2434.682861328125,2389.8798828125,2434.033203125,2390.413330078125,2450.057373046875,2434.682861328125,2433.3310546875
12,7-Jan-13,6:00,2460.8935546875,2460.8935546875,2462.223388671875,2460.045166015625,2460.44287109375,2461.73828125,283.22747802734375,283.5176696777344,283.6763916015625,2458.284912109375,2460.01904296875,2457.677978515625,2459.4140625,2387.54736328125,2388.3857421875,2450.041259765625,2433.7333984375,2387.352294921875,2450.37646484375,2432.825439453125,2388.3857421875,2450.041259765625,2433.7333984375,2389.143310546875,2433.005859375,2388.3857421875,2450.041259765625,2433.733642578125,2432.225341796875
13,7-Jan-13,6:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.10546875,2460.437255859375,2460.39990234375,283.2714538574219,283.51708984375,283.5205078125,2458.418212890625,2460.044189453125,2457.830810546875,2459.452880859375,2386.4189453125,2388.59716796875,2450.224365234375,2433.052978515625,2386.27099609375,2450.571533203125,2432.12939453125,2388.5947265625,2450.224365234375,2433.052978515625,2388.0537109375,2432.227294921875,2388.5947265625,2450.224365234375,2433.052978515625,2432.6611328125
14,7-Jan-13,7:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.045166015625,2460.4580078125,2460.4111328125,283.2287292480469,283.52923583984375,283.5260314941406,2458.493408203125,2460.069580078125,2457.923828125,2459.4970703125,2384.697998046875,2387.0546875,2450.58984375,2433.115966796875,2384.6484375,2450.991455078125,2430.792724609375,2387.0546875,2450.58984375,2433.115966796875,2386.46826171875,2430.90380859375,2387.052978515625,2450.58984375,2433.115966796875,2429.947021484375
15,7-Jan-13,7:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.215087890625,2460.50048828125,2460.354248046875,283.3548889160156,283.5692443847656,283.4989929199219,2458.72021484375,2460.1611328125,2458.212158203125,2459.6669921875,2391.68408203125,2393.81396484375,2450.4619140625,2433.364990234375,2391.683837890625,2450.8095703125,2433.704345703125,2393.81396484375,2450.4619140625,2433.364990234375,2393.281982421875,2433.923828125,2393.81396484375,2450.4619140625,2434.679931640625,2431.800537109375
16,7-Jan-13,8:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.307861328125,2460.618896484375,2460.46044921875,283.5942077636719,283.6729431152344,283.5951232910156,2459.23681640625,2460.332275390625,2458.84814453125,2459.939697265625,2410.052734375,2411.41845703125,2452.300537109375,2438.508056640625,2409.900634765625,2452.572509765625,2437.786865234375,2411.41845703125,2452.300537109375,2439.825927734375,2411.077880859375,2439.226806640625,2411.41845703125,2452.300537109375,2439.825927734375,2437.27685546875
17,7-Jan-13,8:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.4423828125,2460.683837890625,2460.56005859375,283.5538024902344,283.7391662597656,283.685302734375,2459.53857421875,2460.468505859375,2459.2392578125,2460.16748046875,2420.09375,2421.135498046875,2453.205810546875,2441.584228515625,2419.9794921875,2453.392333984375,2441.008544921875,2421.135498046875,2453.205810546875,2441.584228515625,2420.876708984375,2441.127685546875,2421.135498046875,2453.205810546875,2441.584228515625,2440.645751953125
18,7-Jan-13,9:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.401123046875,2460.65625,2460.75390625,283.53521728515625,283.7298889160156,283.8267517089844,2459.744140625,2460.499755859375,2459.4716796875,2460.23046875,2430.187255859375,2430.906982421875,2453.41455078125,2446.589599609375,2430.181396484375,2453.373779296875,2446.341796875,2430.906982421875,2453.41455078125,2446.589599609375,2430.7255859375,2446.38330078125,2430.906982421875,2453.41455078125,2446.589599609375,2446.16162109375
19,7-Jan-13,9:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.760986328125,2460.85693359375,2460.865966796875,283.8277282714844,284.0688781738281,283.9534606933594,2460.810791015625,2460.75244140625,2460.727783203125,2460.6650390625,2453.23974609375,2453.2626953125,2456.339111328125,2452.122802734375,2453.255126953125,2456.2880859375,2452.094970703125,2453.2626953125,2456.339111328125,2452.122802734375,2453.25830078125,2452.078369140625,2453.2626953125,2456.339111328125,2452.122802734375,2452.035400390625
20,7-Jan-13,10:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.896728515625,2461.017578125,2461.037841796875,283.9540100097656,284.21270751953125,284.1056213378906,2461.660400390625,2460.974853515625,2461.739990234375,2461.052734375,2472.599609375,2471.9375,2458.703857421875,2457.57470703125,2472.473876953125,2458.6435546875,2457.81103515625,2471.9375,2458.703857421875,2457.57470703125,2472.106689453125,2457.71484375,2471.9375,2458.703857421875,2457.57470703125,2457.873291015625
21,7-Jan-13,10:30,2460.8935546875,2460.8935546875,2460.8935546875,2461.238525390625,2460.9814453125,2461.177734375,284.2174987792969,284.0672607421875,284.38818359375,2463.5595703125,2461.140380859375,2463.759521484375,2461.338134765625,2483.28271484375,2482.771484375,2460.1513671875,2461.02880859375,2483.727783203125,2459.9892578125,2461.41796875,2482.771484375,2460.1513671875,2461.02880859375,2482.8896484375,2461.37109375,2482.772705078125,2460.1513671875,2461.02880859375,2461.729248046875
22,7-Jan-13,11:00,2460.8935546875,2460.8935546875,2462.223388671875,2461.5322265625,2460.988525390625,2462.577392578125,284.4429626464844,284.0989685058594,284.3097839355469,2463.080322265625,2461.298095703125,2463.40478515625,2462.94775390625,2502.87255859375,2502.04296875,2461.064697265625,2465.716064453125,2503.78515625,2460.747314453125,2466.165771484375,2502.04296875,2461.064697265625,2465.716064453125,2502.23095703125,2466.322998046875,2502.04296875,2461.064697265625,2465.716064453125,2466.95556640625
23,7-Jan-13,11:30,2460.8935546875,2460.8935546875,2460.8935546875,2461.66748046875,2461.12744140625,2461.379638671875,284.5643005371094,284.2233581542969,284.430419921875,2463.46337890625,2461.539306640625,2463.940673828125,2462.00439453125,2519.03564453125,2517.244384765625,2462.79638671875,2471.266845703125,2519.3876953125,2462.384521484375,2472.18798828125,2517.244384765625,2462.79638671875,2471.265869140625,2517.6845703125,2471.99560546875,2517.244140625,2462.79638671875,2471.265869140625,2472.7734375
24,7-Jan-13,12:00,2460.893310546875,2460.8935546875,2460.8935546875,2461.68505859375,2461.12744140625,2461.367431640625,284.5765686035156,284.2237854003906,284.4225158691406,2463.495361328125,2461.610107421875,2464.013916015625,2462.128662109375,2520.02587890625,2518.14111328125,2462.684814453125,2470.385986328125,2520.30078125,2462.288330078125,2471.2373046875,2518.14111328125,2462.684814453125,2470.385986328125,2518.611083984375,2471.0498046875,2518.14111328125,2462.684814453125,2470.385986328125,2471.763427734375
25,7-Jan-13,12:30,2460.8935546875,2460.8935546875,2460.8935546875,2461.71435546875,2461.176513671875,2461.410400390625,284.6053771972656,284.26593017578125,284.46075439453125,2463.502197265625,2461.739990234375,2464.09423828125,2462.32421875,2521.641845703125,2519.463623046875,2462.8017578125,2471.140380859375,2521.590576171875,2462.349365234375,2472.17138671875,2519.463623046875,2462.8017578125,2471.140380859375,2520.0126953125,2471.761962890625,2519.463623046875,2462.8017578125,2471.140380859375,2472.43994140625
26,7-Jan-13,13:00,2460.8935546875,2460.8935546875,2460.8935546875,2461.805908203125,2461.103271484375,2461.48828125,284.67431640625,284.2233581542969,284.521240234375,2463.64892578125,2461.755615234375,2464.255615234375,2462.3515625,2525.052978515625,2522.674072265625,2463.046142578125,2471.24267578125,2524.9072265625,2462.617919921875,2472.23486328125,2522.674072265625,2463.046142578125,2471.242919921875,2523.279052734375,2471.84033203125,2522.674072265625,2463.046142578125,2471.242919921875,2472.498779296875
27,7-Jan-13,13:30,2462.223388671875,2460.8935546875,2460.8935546875,2463.220947265625,2461.13037109375,2461.554931640625,284.7444763183594,284.2548828125,284.5799560546875,2464.01513671875,2461.786376953125,2464.65625,2462.4248046875,2529.230712890625,2526.845458984375,2463.60791015625,2471.543701171875,2529.1875,2463.17333984375,2472.570556640625,2526.845458984375,2463.605224609375,2471.543701171875,2527.45751953125,2472.078857421875,2526.845458984375,2463.605224609375,2471.543701171875,2472.675048828125
28,7-Jan-13,14:00,2460.8935546875,2460.8935546875,2460.8935546875,2461.72119140625,2461.248046875,2461.631591796875,284.6320495605469,284.3369140625,284.63385009765625,2463.77734375,2461.814208984375,2464.42333984375,2462.4716796875,2531.6474609375,2528.707763671875,2464.35888671875,2474.865234375,2531.05322265625,2463.916015625,2476.203857421875,2528.707763671875,2464.35693359375,2474.865234375,2529.46240234375,2475.6103515625,2528.707763671875,2464.35693359375,2474.865234375,2476.4306640625
29,7-Jan-13,14:30,2460.8935546875,2460.8935546875,2460.8935546875,2461.502685546875,2461.329345703125,2461.54638671875,284.46820068359375,284.3759765625,284.5590515136719,2462.79052734375,2461.84326171875,2463.409423828125,2462.45068359375,2514.932861328125,2512.491943359375,2465.201171875,2472.26611328125,2514.186279296875,2464.986328125,2473.585205078125,2512.491943359375,2465.19677734375,2472.26611328125,2513.10791015625,2473.017578125,2512.491943359375,2465.19677734375,2472.263671875,2473.8271484375
30,7-Jan-13,15:00,2460.8935546875,2460.8935546875,2460.8935546875,2461.437744140625,2461.2939453125,2461.376953125,284.40435791015625,284.3318786621094,284.5769958496094,2462.517578125,2461.761962890625,2463.07861328125,2462.3173828125,2503.62646484375,2501.736572265625,2465.083984375,2468.38720703125,2503.081298828125,2465.066650390625,2469.43701171875,2501.736572265625,2465.083984375,2468.38671875,2502.2119140625,2469.03076171875,2501.736572265625,2465.083984375,2468.38671875,2469.7236328125
31,7-Jan-13,15:30,2460.8935546875,2460.8935546875,2460.8935546875,2461.408447265625,2461.136962890625,2461.00146484375,284.34320068359375,284.1833801269531,284.1254577636719,2461.853759765625,2461.496337890625,2462.235595703125,2461.864013671875,2483.028564453125,2481.472412109375,2462.607177734375,2459.722412109375,2482.227294921875,2462.668701171875,2460.241455078125,2481.472412109375,2461.276123046875,2459.722412109375,2481.8779296875,2459.970703125,2481.472412109375,2461.276123046875,2459.722412109375,2460.258056640625
32,7-Jan-13,16:00,2460.8935546875,2460.8935546875,2460.8935546875,2461.287109375,2460.896728515625,2460.830078125,284.221923828125,283.9808349609375,283.9689636230469,2460.87646484375,2461.1884765625,2461.0419921875,2461.34033203125,2459.282958984375,2458.45166015625,2458.589599609375,2452.103759765625,2458.476806640625,2458.72412109375,2452.2548828125,2458.45166015625,2458.589599609375,2452.103759765625,2458.6748046875,2452.0615234375,2458.45166015625,2458.589599609375,2452.103759765625,2452.039794921875
33,7-Jan-13,16:30,2460.8935546875,2460.8935546875,2460.8935546875,2461.05859375,2460.62841796875,2460.86767578125,284.0339050292969,283.76507568359375,283.9604187011719,2460.351318359375,2460.858154296875,2460.3076171875,2460.815673828125,2449.322998046875,2448.228271484375,2455.85693359375,2447.21533203125,2447.95654296875,2455.9716796875,2447.07470703125,2448.228271484375,2455.85693359375,2447.2158203125,2448.542724609375,2446.822265625,2448.228271484375,2455.85693359375,2447.2158203125,2447.776123046875
34,7-Jan-13,17:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.936279296875,2460.34033203125,2460.627197265625,284.0566101074219,283.52142333984375,283.748046875,2459.391357421875,2460.544189453125,2459.128662109375,2460.279541015625,2425.187255859375,2425.4345703125,2453.12109375,2440.721923828125,2424.62548828125,2453.268798828125,2440.07958984375,2425.42724609375,2453.12255859375,2440.721923828125,2425.394287109375,2440.17431640625,2425.42724609375,2453.12255859375,2440.721923828125,2439.621826171875
35,7-Jan-13,17:30,2462.223388671875,2460.8935546875,2460.8935546875,2461.86962890625,2460.067626953125,2460.49462890625,283.5765075683594,283.27740478515625,283.5976867675781,2458.336181640625,2460.185546875,2457.825439453125,2459.675537109375,2385.806640625,2388.447265625,2450.609130859375,2431.171142578125,2386.575439453125,2450.9423828125,2429.861328125,2388.447265625,2450.609130859375,2431.1728515625,2387.77783203125,2430.466796875,2388.447265625,2450.609130859375,2431.1728515625,2429.699462890625
36,7-Jan-13,18:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.031982421875,2459.90771484375,2460.06201171875,283.1524658203125,283.08770751953125,283.220458984375,2457.054931640625,2459.640380859375,2456.180419921875,2458.771728515625,2333.2431640625,2338.118408203125,2446.811279296875,2416.7431640625,2334.566162109375,2447.40234375,2414.8125,2338.118408203125,2448.133544921875,2416.7431640625,2336.878662109375,2415.456298828125,2338.118408203125,2448.133544921875,2416.742431640625,2414.052001953125
37,7-Jan-13,18:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.7451171875,2459.83740234375,2459.86669921875,282.91802978515625,282.999267578125,283.0457763671875,2455.963623046875,2459.3291015625,2454.865966796875,2458.24560546875,2305.786376953125,2311.373291015625,2443.780517578125,2409.844482421875,2306.923828125,2444.44970703125,2407.526611328125,2311.373291015625,2443.780517578125,2409.840087890625,2309.955810546875,2408.400146484375,2311.375,2443.780517578125,2409.840087890625,2406.8251953125
38,7-Jan-13,19:00,2460.8935546875,2462.223388671875,2460.8935546875,2459.19775390625,2460.024169921875,2459.68115234375,282.5082702636719,283.0863342285156,282.87799072265625,2455.2646484375,2459.28759765625,2454.11279296875,2458.140380859375,2282.56787109375,2289.04736328125,2444.524169921875,2406.0458984375,2283.721435546875,2445.59423828125,2404.796142578125,2289.04736328125,2444.520751953125,2406.0458984375,2287.403076171875,2404.61083984375,2289.04736328125,2444.520751953125,2406.0458984375,2403.01904296875
39,7-Jan-13,19:30,2460.8935546875,2460.8935546875,2462.223388671875,2459.214599609375,2460.06201171875,2461.060546875,282.52734375,283.1199645996094,282.9199523925781,2455.241455078125,2459.390869140625,2454.14697265625,2458.315673828125,2285.149658203125,2290.05859375,2444.85009765625,2405.92724609375,2284.60693359375,2445.91748046875,2403.537841796875,2290.05859375,2444.85009765625,2405.92724609375,2288.49951171875,2404.322021484375,2290.05859375,2444.8447265625,2405.92724609375,2402.56591796875
40,7-Jan-13,20:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.364013671875,2459.9208984375,2461.172119140625,282.63720703125,283.0328063964844,283.0052185058594,2455.177978515625,2459.38232421875,2454.075927734375,2458.27099609375,2281.25146484375,2287.87841796875,2445.51513671875,2404.83935546875,2283.557861328125,2446.599609375,2402.4384765625,2287.87841796875,2445.51513671875,2404.84033203125,2286.189697265625,2403.15234375,2287.878173828125,2445.51513671875,2404.84033203125,2401.301513671875
41,7-Jan-13,20:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.196044921875,2459.8125,2460.058349609375,282.519287109375,282.9552307128906,283.1474914550781,2455.679443359375,2459.076416015625,2454.427001953125,2457.82421875,2289.206298828125,2295.484130859375,2445.6923828125,2407.473876953125,2290.27587890625,2446.7705078125,2405.0498046875,2295.484130859375,2445.6923828125,2407.473876953125,2293.88330078125,2405.915283203125,2295.484375,2445.6923828125,2407.473876953125,2404.202880859375
42,7-Jan-13,21:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.065673828125,2459.695556640625,2460.04052734375,282.4117736816406,282.8564147949219,283.1155700683594,2455.7216796875,2458.816162109375,2454.32470703125,2458.74853515625,2293.97265625,2299.372314453125,2442.48583984375,2409.23388671875,2294.460205078125,2443.251953125,2406.8955078125,2299.372314453125,2442.48583984375,2409.23388671875,2298.008544921875,2407.70703125,2299.37255859375,2442.48583984375,2409.23388671875,2406.04833984375
43,7-Jan-13,21:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.158203125,2459.78125,2460.079833984375,282.4902648925781,282.9305419921875,283.15863037109375,2455.885009765625,2458.947509765625,2454.56884765625,2457.64453125,2300.095703125,2305.124267578125,2443.4453125,2410.397216796875,2300.281494140625,2444.22216796875,2408.21337890625,2305.124267578125,2443.4453125,2410.396728515625,2303.858154296875,2408.83349609375,2305.124267578125,2443.4453125,2410.396728515625,2407.146240234375
44,7-Jan-13,22:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.070556640625,2459.97705078125,2460.0654296875,282.19207763671875,283.0467529296875,283.13079833984375,2455.700439453125,2458.707275390625,2454.241455078125,2457.27197265625,2288.279296875,2293.7529296875,2446.052490234375,2410.203369140625,2288.413818359375,2445.728271484375,2408.052001953125,2293.7529296875,2446.052490234375,2410.203369140625,2292.34716796875,2408.765625,2293.738037109375,2446.052490234375,2410.203369140625,2407.19287109375
45,7-Jan-13,22:30,2460.8935546875,2460.8935546875,2460.8935546875,2458.98876953125,2459.9482421875,2460.0986328125,282.37713623046875,283.04534912109375,283.17242431640625,2456.007568359375,2458.842041015625,2454.6376953125,2457.495849609375,2306.4833984375,2311.20068359375,2443.5537109375,2414.07470703125,2306.577880859375,2444.215576171875,2412.113525390625,2311.20068359375,2444.87451171875,2414.07470703125,2310.005126953125,2412.7294921875,2311.20068359375,2444.87451171875,2414.07470703125,2411.267333984375
46,7-Jan-13,23:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.34375,2460.157958984375,2460.133056640625,282.660888671875,283.23162841796875,283.24072265625,2456.29150390625,2459.344970703125,2455.217041015625,2458.283203125,2323.86181640625,2327.891357421875,2445.79296875,2418.365478515625,2323.624267578125,2446.4150390625,2416.788330078125,2327.89111328125,2445.79296875,2418.365478515625,2326.881591796875,2417.099609375,2327.89111328125,2445.79296875,2418.365478515625,2415.734619140625
47,7-Jan-13,23:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.664794921875,2460.125,2460.18603515625,282.90283203125,283.23406982421875,283.4556579589844,2456.689453125,2459.605224609375,2455.779052734375,2458.705322265625,2347.560546875,2350.52978515625,2444.859375,2424.68701171875,2347.078125,2445.07470703125,2423.515869140625,2350.5205078125,2444.859375,2424.68701171875,2349.781982421875,2423.61962890625,2350.5205078125,2444.856201171875,2424.68701171875,2422.47900390625
48,8-Jan-13,0:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.798828125,2460.218017578125,2460.23193359375,283.01336669921875,283.3171691894531,283.5074157714844,2457.335205078125,2459.80517578125,2456.56591796875,2459.045654296875,2360.013671875,2362.864990234375,2446.5205078125,2427.06591796875,2359.824951171875,2446.7939453125,2425.894775390625,2362.864990234375,2446.5205078125,2427.06396484375,2362.15380859375,2426.069091796875,2362.864990234375,2446.5205078125,2427.06396484375,2425.004150390625
49,8-Jan-13,0:30,2460.8935546875,2460.8935546875,2462.223388671875,2459.698974609375,2460.301025390625,2460.3515625,282.95361328125,283.38153076171875,283.4433898925781,2457.2783203125,2459.962158203125,2456.594970703125,2459.28125,2360.102783203125,2363.322021484375,2447.908935546875,2428.705078125,2360.25146484375,2448.241943359375,2427.610107421875,2363.322021484375,2447.908935546875,2428.70263671875,2362.500732421875,2427.873046875,2363.322021484375,2447.908935546875,2428.70263671875,2426.964599609375
50,8-Jan-13,1:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.76123046875,2460.433837890625,2460.371337890625,283.01153564453125,283.48736572265625,283.4727783203125,2457.7529296875,2460.0205078125,2457.123291015625,2459.404052734375,2369.736572265625,2372.87158203125,2449.30810546875,2430.510498046875,2370.07080078125,2449.713134765625,2429.412841796875,2372.87158203125,2449.30810546875,2430.510498046875,2372.072998046875,2429.774658203125,2372.875244140625,2449.30810546875,2430.510498046875,2430.275146484375
51,8-Jan-13,1:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.937744140625,2460.5771484375,2460.37646484375,283.154541015625,283.6085510253906,283.5005187988281,2458.214111328125,2460.15673828125,2457.6796875,2459.63916015625,2381.43798828125,2383.950927734375,2450.47998046875,2432.566650390625,2381.3994140625,2450.879150390625,2431.673095703125,2383.950927734375,2450.47998046875,2432.566650390625,2383.31494140625,2431.779052734375,2383.94775390625,2450.47998046875,2432.566650390625,2430.929443359375
52,8-Jan-13,2:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.02685546875,2460.574462890625,2460.37451171875,283.22100830078125,283.6127014160156,283.5054931640625,2458.523193359375,2460.15966796875,2458.005615234375,2459.644775390625,2388.00341796875,2390.5244140625,2450.986083984375,2433.477294921875,2388.22607421875,2451.39990234375,2433.799072265625,2390.5244140625,2450.986083984375,2433.477294921875,2389.883056640625,2432.7685546875,2390.5244140625,2450.986083984375,2434.792724609375,2431.997802734375
53,8-Jan-13,2:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.01904296875,2460.601318359375,2460.37353515625,283.3701477050781,283.6323547363281,283.50628662109375,2458.473388671875,2460.1806640625,2457.965576171875,2459.654296875,2383.071533203125,2385.9404296875,2451.182373046875,2431.705810546875,2383.440673828125,2451.66943359375,2430.602783203125,2385.9404296875,2451.182373046875,2431.705810546875,2385.2138671875,2432.229736328125,2385.9404296875,2451.182373046875,2433.021484375,2430.05419921875
54,8-Jan-13,3:00,2462.223388671875,2460.8935546875,2460.8935546875,2461.390869140625,2460.585693359375,2460.41015625,283.4034118652344,283.62646484375,283.5360107421875,2458.616455078125,2460.189697265625,2458.12060546875,2459.68994140625,2387.3515625,2390.151123046875,2451.3681640625,2432.62841796875,2387.801025390625,2451.82666015625,2431.52783203125,2390.151123046875,2451.3681640625,2432.6298828125,2389.440673828125,2431.89453125,2390.145263671875,2451.3681640625,2432.6298828125,2431.09033203125
55,8-Jan-13,3:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.04345703125,2460.586181640625,2460.4072265625,283.2366943359375,283.6252746582031,283.53240966796875,2458.431396484375,2460.2119140625,2457.939208984375,2459.725830078125,2384.531494140625,2387.259033203125,2451.376953125,2432.258056640625,2384.7783203125,2451.84228515625,2431.248779296875,2387.259033203125,2451.37744140625,2432.258056640625,2386.571533203125,2431.464599609375,2387.259033203125,2451.37744140625,2432.25634765625,2430.60546875
