Time,Node 680.V1_rms,Node 680.V2_rms,Node 680.V3_rms,Node 684.V1_rms,Node 684.V3_rms,Node 692.V1_rms,Node 692.V2_rms,Node 692.V3_rms,UpperBound,LowerBound
244.75,2377.282470703125,2441.51025390625,2403.161865234375,2376.510009765625,2403.029052734375,2377.282470703125,2441.51025390625,2403.161865234375,2522.0,2282.0
245.0,2376.5380859375,2441.752685546875,2402.033203125,2375.7060546875,2401.841552734375,2376.5380859375,2441.752685546875,2402.033203125,2522.0,2282.0
245.25,2376.54248046875,2441.756591796875,2403.318359375,2375.710693359375,2401.82861328125,2376.54248046875,2441.756591796875,2403.318359375,2522.0,2282.0
245.5,2376.540771484375,2441.755126953125,2403.317626953125,2375.708740234375,2401.827880859375,2376.540771484375,2441.755126953125,2403.317626953125,2522.0,2282.0
245.75,2376.531005859375,2441.755859375,2402.021484375,2375.698974609375,2401.830078125,2376.531005859375,2441.755859375,2402.021484375,2522.0,2282.0
246.0,2376.52978515625,2441.755859375,2402.023193359375,2375.697509765625,2401.83154296875,2376.52978515625,2441.755859375,2402.023193359375,2522.0,2282.0
246.25,2376.55615234375,2441.763916015625,2402.0205078125,2375.72412109375,2401.8291015625,2376.55615234375,2441.763916015625,2402.0205078125,2522.0,2282.0
246.5,2377.820068359375,2443.075927734375,2402.020751953125,2375.703857421875,2401.8291015625,2377.820068359375,2443.075927734375,2402.020751953125,2522.0,2282.0
246.75,2376.531982421875,2441.756591796875,2402.020263671875,2375.69970703125,2401.828857421875,2376.531982421875,2441.756591796875,2402.020263671875,2522.0,2282.0
247.0,2379.964599609375,2440.71923828125,2404.165771484375,2379.24267578125,2404.217529296875,2379.964599609375,2440.71923828125,2404.165771484375,2522.0,2282.0
247.25,2379.979736328125,2440.715576171875,2404.171142578125,2379.258056640625,2404.222900390625,2379.979736328125,2440.715576171875,2404.171142578125,2522.0,2282.0
247.5,2380.0,2440.719482421875,2405.46240234375,2379.278564453125,2404.214599609375,2380.0,2440.719482421875,2405.46240234375,2522.0,2282.0
247.75,2379.980712890625,2440.718505859375,2404.17138671875,2379.25927734375,2404.222900390625,2379.980712890625,2440.718505859375,2404.17138671875,2522.0,2282.0
248.0,2379.97998046875,2440.71728515625,2404.172607421875,2379.25830078125,2404.22412109375,2379.97998046875,2440.71728515625,2404.172607421875,2522.0,2282.0
