Time,Node 646.V2_rms,Node 646.V3_rms,Node 652.V1_rms,Node 671.V1_rms,Node 671.V2_rms,Node 671.V3_rms,Node 675.V1_rms,Node 675.V2_rms,Node 675.V3_rms,UpperBound,LowerBound
285.5,2458.85546875,2459.865966796875,2401.42431640625,2403.56787109375,2452.5615234375,2436.105712890625,2401.6640625,2452.960693359375,2435.2021484375,2522.0,2282.0
285.75,2458.56201171875,2459.727294921875,2402.709716796875,2404.51318359375,2452.816650390625,2437.1494140625,2401.213623046875,2453.2265625,2436.406494140625,2522.0,2282.0
286.0,2458.56201171875,2459.74462890625,2401.415283203125,2403.21826171875,2452.81640625,2437.1474609375,2401.21728515625,2453.226318359375,2436.404541015625,2522.0,2282.0
286.25,2458.5625,2459.743896484375,2401.4345703125,2403.23486328125,2452.816162109375,2437.1484375,2401.235107421875,2453.225830078125,2436.405517578125,2522.0,2282.0
286.5,2458.56201171875,2459.744873046875,2401.413330078125,2403.217529296875,2452.81640625,2437.147216796875,2401.216552734375,2453.226318359375,2436.404541015625,2522.0,2282.0
286.75,2458.56201171875,2459.728271484375,2401.4169921875,2403.217529296875,2452.8173828125,2437.147216796875,2401.216552734375,2453.227294921875,2436.404541015625,2522.0,2282.0
287.0,2458.56201171875,2459.7431640625,2401.399658203125,2403.2158203125,2452.816650390625,2437.147705078125,2401.21484375,2453.226318359375,2436.405029296875,2522.0,2282.0
287.25,2458.562744140625,2459.745361328125,2401.416748046875,2403.2197265625,2452.81787109375,2437.147216796875,2401.218994140625,2453.227783203125,2437.72119140625,2522.0,2282.0
287.5,2458.56201171875,2459.739990234375,2401.41064453125,2403.214111328125,2452.81689453125,2437.147216796875,2401.213134765625,2453.2265625,2436.404541015625,2522.0,2282.0
287.75,2458.494140625,2459.778564453125,2403.636962890625,2405.674072265625,2452.024169921875,2437.643310546875,2402.55078125,2452.31201171875,2436.89111328125,2522.0,2282.0
288.0,2458.494140625,2459.782958984375,2402.33349609375,2404.3759765625,2452.024169921875,2437.638671875,2402.552001953125,2452.312255859375,2436.8857421875,2522.0,2282.0
288.25,2458.49462890625,2459.7734375,2402.331787109375,2404.376953125,2452.022216796875,2437.639404296875,2402.552978515625,2452.31005859375,2436.886474609375,2522.0,2282.0
288.5,2459.82275390625,2459.779296875,2402.3271484375,2404.376708984375,2453.349365234375,2437.638671875,2402.552734375,2453.637451171875,2436.8857421875,2522.0,2282.0
