Time,Time Varying Load 611.Single phase time-varying load1.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseA.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseB.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseC.P_measured,Time Varying Load 645.Single phase time-varying load645.P_measured,Time Varying Load 646.Single phase time-varying load646.P_measured,Time Varying Load 652.Single phase time-varying load652.P_measured,Time Varying Load 692.Single phase time-varying loadC.P_measured
285.25,23966.98046875,27007.216796875,12977.900390625,14980.6494140625,17977.515625,31937.953125,19003.6953125,20991.86328125
285.5,24002.71484375,27007.3203125,12998.2216796875,15005.9833984375,18005.5625,32011.216796875,19003.7421875,21005.134765625
285.75,21999.8203125,28007.6015625,13006.009765625,14007.6787109375,21006.544921875,36012.80078125,16003.1484375,23005.615234375
286.0,22007.103515625,28007.58984375,13006.01171875,14007.6806640625,20999.841796875,36013.07421875,15994.541015625,23005.623046875
286.25,22007.11328125,28007.591796875,13006.01171875,14007.6806640625,21000.056640625,36012.96484375,15994.6455078125,23005.67578125
286.5,22007.09765625,28007.58984375,13006.0146484375,14007.677734375,21006.734375,36012.8125,16003.16796875,23005.60546875
286.75,22007.103515625,28007.58984375,13006.0146484375,14007.6767578125,21006.6015625,36012.7578125,16003.17578125,23005.626953125
287.0,22007.09765625,28007.58984375,13006.0166015625,14007.6748046875,21006.65234375,36012.79296875,16003.15625,22999.15234375
287.25,21969.73046875,28007.482421875,12985.6796875,13984.029296875,20973.625,35930.01171875,16003.1123046875,22991.078125
287.5,22007.123046875,28007.591796875,13006.0078125,14007.6845703125,21006.634765625,36012.6875,16003.1513671875,23005.619140625
287.75,19999.88671875,25014.43359375,15004.6591796875,14998.056640625,23007.173828125,35012.359375,18003.6484375,22005.396484375
288.0,20006.458984375,25014.412109375,15004.6630859375,14998.0556640625,23007.09375,35012.5703125,18003.548828125,22005.3671875
288.25,20006.46875,25014.412109375,15004.6650390625,14998.0537109375,23002.17578125,35012.64453125,18003.416015625,22005.341796875
288.5,20006.455078125,25014.4140625,15004.6650390625,14998.0537109375,23002.484375,35012.4375,18003.4140625,22005.33203125
288.75,20006.453125,25014.412109375,15004.6669921875,14998.0517578125,23007.30078125,35012.4453125,18003.572265625,22005.37890625
289.0,20006.453125,25014.412109375,15004.669921875,14998.0498046875,23007.05078125,35012.45703125,18003.55078125,21999.19140625
289.25,20006.44921875,25014.412109375,15004.671875,14998.0478515625,23007.353515625,34998.52734375,18003.548828125,22005.35546875
289.5,19972.482421875,25014.31640625,14981.20703125,14972.73046875,22971.29296875,34932.0390625,18003.501953125,21991.47265625
289.75,53018.796875,64830.51953125,37955.0390625,39946.96875,62019.00390625,90031.5859375,39998.796875,53009.97265625
290.0,53017.0859375,64831.15234375,37955.08984375,39947.12109375,62019.25390625,90031.9140625,39987.140625,53013.3515625
290.25,53017.0703125,64831.15234375,37955.08984375,39947.12109375,62019.21484375,90031.921875,39987.12890625,53013.33984375
290.5,53017.109375,64831.1484375,37955.09765625,39947.11328125,61999.796875,90032.5703125,40007.87109375,53013.00390625
290.75,53017.22265625,64831.1484375,37955.09765625,39947.11328125,62005.72265625,90032.6796875,40007.98828125,53013.17578125
291.0,53006.05078125,64831.1484375,37955.1015625,39947.109375,62018.96875,90031.640625,40007.9140625,52999.36328125
