Time,Node 632.Probe1
190.0,2885051.5
191.0,2739744.0
192.0,2878385.0
193.0,2900440.25
194.0,2727853.0
195.0,2864729.0
196.0,2728871.0
197.0,2682327.5
198.0,2836845.5
199.0,2715661.5
200.0,2682664.5
201.0,2733611.5
202.0,1155090.625
203.0,1201406.375
204.0,1191802.0
205.0,1163395.0
206.0,1150718.375
207.0,1184816.625
208.0,1126916.375
209.0,1206851.75
210.0,1146699.125
211.0,1106856.5
212.0,1139144.375
213.0,1149922.125
214.0,1145968.125
215.0,1110090.75
216.0,1209279.25
217.0,1109103.5
218.0,1202687.0
219.0,1152947.875
220.0,1120991.25
221.0,1200623.875
222.0,1172482.25
223.0,1206559.75
224.0,1204411.875
225.0,1164262.25
226.0,1190737.625
227.0,1158494.25
228.0,1112781.5
229.0,1197000.5
230.0,606279.5625
231.0,603980.5
232.0,548918.6875
233.0,566904.5625
234.0,546023.5625
235.0,596237.625
236.0,548163.25
237.0,545328.875
238.0,600860.0625
239.0,562929.625
240.0,576160.375
241.0,558124.125
242.0,592617.8125
243.0,561296.0
244.0,557218.1875
245.0,546773.0625
246.0,563055.3125
247.0,604852.5
248.0,604065.125
249.0,562557.0625
250.0,599736.25
251.0,547144.125
252.0,604951.5
253.0,608250.4375
254.0,604061.5625
255.0,568257.5
256.0,562295.25
257.0,543978.375
258.0,94375.78125
259.0,98945.046875
260.0,108257.65625
261.0,99294.0625
262.0,140535.75
263.0,102047.515625
264.0,98738.140625
265.0,139531.0
266.0,95037.1953125
267.0,105584.515625
268.0,92595.1640625
269.0,92817.34375
270.0,138288.890625
271.0,134497.484375
272.0,143240.609375
273.0,108080.1953125
274.0,121829.9609375
275.0,98242.84375
276.0,101353.3515625
277.0,118331.28125
278.0,105132.7109375
279.0,109503.765625
280.0,135874.65625
281.0,104797.9296875
282.0,599545.625
283.0,587265.625
284.0,561589.375
285.0,604588.5
286.0,545304.4375
287.0,575395.9375
288.0,585346.4375
289.0,543553.5
290.0,1122278.25
291.0,1180584.25
292.0,1196213.0
293.0,1212361.625
294.0,1212572.875
295.0,1107188.375
296.0,1109639.25
297.0,1124194.375
298.0,986218.875
299.0,1060421.875
300.0,993412.5
301.0,998329.0625
302.0,1043275.6875
303.0,1075450.0
304.0,1081376.375
305.0,993190.5
306.0,979813.9375
307.0,1078580.625
308.0,1044548.5
309.0,1066259.25
310.0,1064692.625
311.0,987304.3125
312.0,981699.4375
313.0,1070120.375
314.0,982592.0625
315.0,1011948.125
316.0,1066275.375
317.0,1075760.0
318.0,1077711.375
319.0,1039313.625
320.0,1056423.75
321.0,1030495.5
322.0,1080809.625
323.0,1020198.5
324.0,980568.875
325.0,518098.90625
326.0,477741.28125
327.0,521752.59375
328.0,537158.625
329.0,539453.5
330.0,496326.84375
331.0,538593.75
332.0,541510.625
333.0,540874.5
334.0,518226.375
335.0,531736.5
336.0,521306.3125
337.0,494911.84375
338.0,516653.96875
339.0,549126.1875
340.0,503629.84375
341.0,491271.28125
342.0,509308.25
343.0,487248.875
344.0,508883.65625
345.0,476083.46875
346.0,529059.8125
347.0,491270.96875
348.0,477337.59375
349.0,513347.125
350.0,495406.84375
351.0,545730.3125
352.0,530902.5
353.0,119181.6484375
354.0,130710.1484375
355.0,85726.1484375
356.0,133292.453125
357.0,77861.8515625
358.0,77779.0234375
359.0,113196.375
360.0,131314.1875
361.0,127086.1484375
362.0,95979.9609375
363.0,84764.6796875
364.0,82114.3046875
365.0,84652.3359375
366.0,128229.3984375
367.0,130248.8125
368.0,85587.7265625
369.0,98109.5390625
370.0,112968.6328125
371.0,131250.171875
372.0,129959.1796875
373.0,90021.75
374.0,104503.515625
375.0,124548.421875
376.0,125725.6875
377.0,524006.0
378.0,540151.75
379.0,522295.40625
380.0,538693.375
381.0,541639.25
382.0,540342.375
383.0,529748.125
384.0,540671.4375
385.0,1059078.5
386.0,986360.8125
387.0,1067094.0
388.0,1033851.0625
389.0,1025944.8125
390.0,1075292.875
391.0,1017847.9375
392.0,1035866.875
393.0,987951.6875
394.0,998993.25
395.0,991151.1875
396.0,976043.0625
397.0,961609.5
398.0,983931.4375
399.0,967662.5
400.0,964260.8125
401.0,910012.125
402.0,920571.8125
403.0,957998.75
404.0,904338.0625
405.0,951629.3125
406.0,919318.3125
407.0,976207.5625
408.0,957575.9375
409.0,974177.0625
410.0,1001951.375
411.0,979188.0625
412.0,987069.0
413.0,1004344.0625
414.0,997017.4375
415.0,985567.625
416.0,911638.3125
417.0,955722.875
418.0,911722.5
419.0,971695.75
420.0,925269.9375
421.0,454616.03125
422.0,444131.46875
423.0,442566.53125
424.0,453044.28125
425.0,459955.46875
426.0,501882.9375
427.0,452632.0625
428.0,503562.1875
429.0,483371.0
430.0,470115.71875
431.0,452263.21875
432.0,451882.34375
433.0,503349.5
434.0,456019.96875
435.0,447575.96875
436.0,506117.5625
437.0,497167.65625
438.0,478349.75
439.0,491401.96875
440.0,445276.1875
441.0,473790.625
442.0,492674.9375
443.0,483939.84375
444.0,455128.34375
445.0,491893.59375
446.0,501952.46875
447.0,488459.15625
448.0,108497.7421875
449.0,115896.453125
450.0,192057.5625
451.0,205438.265625
452.0,197915.109375
453.0,171845.046875
454.0,156171.53125
455.0,182414.046875
456.0,189156.546875
457.0,205758.9375
458.0,180128.90625
459.0,184948.5625
460.0,166122.03125
461.0,186829.4375
462.0,200319.15625
463.0,206495.0
464.0,204981.359375
465.0,205605.53125
466.0,191123.609375
467.0,176572.9375
468.0,167265.796875
469.0,182825.5625
470.0,167727.21875
471.0,168778.171875
472.0,504516.15625
473.0,869454.6875
474.0,927926.6875
475.0,872748.5625
476.0,924103.9375
477.0,865778.3125
478.0,920049.75
479.0,911534.3125
480.0,1507082.375
481.0,1782823.75
482.0,1741916.75
483.0,1874498.5
484.0,1828166.75
485.0,1767500.125
486.0,1891590.625
487.0,185848.25
488.0,219396.25
489.0,219125.921875
490.0,180047.078125
491.0,205141.84375
492.0,193074.8125
493.0,224885.6875
494.0,231253.921875
495.0,189376.8125
496.0,221542.921875
497.0,193771.015625
498.0,209081.546875
