Date,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00
7-Jan-13,770.334,727.572,628.524,587.784,548.304,546.074,536.482,531.554,529.484,525.65,564.876,582.84,585.75,638.194,665.806,636.794,676.108,729.828,680.404,682.818,710.68,757.052,721.462,763.036,817.948,850.872,832.132,867.434,966.92,1001.206,1117.768,1215.124,1177.174,1190.878,1282.982,1461.024,1475.752,1447.248,1341.372,1296.616,1239.91,1251.986,1205.092,1250.378,1158.618,1021.238,884.048,787.258
8-Jan-13,757.586,684.528,601.122,559.964,585.936,558.69,575.054,568.032,571.316,560.216,559.922,587.524,604.91,661.894,689.118,743.098,823.554,851.35,888.854,993.1,1218.084,1283.24,1446.28,1578.538,1841.69,1973.82,2069.084,2252.562,2376.652,2483.374,2550.682,2615.23,2676.102,2840.86,2979.258,3124.774,3289.958,3254.864,3290.296,3289.316,3251.492,3191.914,2980.566,2861.296,2487.95,2227.222,1848.324,1702.788
9-Jan-13,1505.618,1455.584,1345.458,1233.96,1231.682,1217.866,1142.642,1068.226,1022.156,988.068,936.502,856.426,786.948,849.116,827.288,751.676,774.422,815.3,812.048,766.926,798.404,797.428,796.616,819.762,854.308,826.406,788.852,778.816,757.296,789.612,808.372,833.384,795.028,858.284,879.684,936.972,1028.216,1019.526,949.052,912.414,952.766,956.926,930.438,862.72,869.446,839.256,763.136,707.032
10-Jan-13,656.018,617.168,542.986,524.002,533.98,491.246,496.276,476.466,478.144,453.054,505.97,527.978,588.81,617.064,664.798,644.312,668.77,712.992,739.104,717.306,705.586,749.262,703.894,730.812,717.972,716.234,705.898,707.158,675.83,696.904,667.316,652.348,677.366,715.024,806.808,912.658,926.796,920.146,931.584,931.146,988.884,984.83,957.894,882.052,882.546,860.55,761.804,695.12
11-Jan-13,629.392,612.534,551.462,521.032,499.568,488.504,511.488,482.736,468.922,467.622,508.934,517.744,550.676,587.486,610.37,666.526,657.222,731.04,785.292,765.574,738.922,778.774,923.732,1023.496,1128.824,1148.574,1191.026,1160.956,1312.84,1351.022,1403.594,1492.73,1449.684,1618.772,1714.354,1762.644,1871.918,1936.316,1998.146,1955.402,1932.538,1973.416,1850.426,1708.18,1560.41,1479.18,1418.988,1231.666
