step,day,date_label,profile_time,eta_per_kwh,p_load_forecast_total_kw,p_pv_forecast_total_kw,p_load_actual_total_kw,p_pv_actual_total_kw,baseline_grid_actual_kw,pbat_aggregate_kw,battery_action,grid_forecast_qp_kw,grid_actual_calculated_kw,soc_predicted_pct,soc646_measured_pct,qp_status,qp_objective_day,pbat_646_B_kw,pbat_645_B_kw,pbat_611_C_kw,pbat_652_A_kw,pbat_671_A_kw,pbat_671_B_kw,pbat_671_C_kw,pbat_692_C_kw,pbat_692_B_kw,pbat_692_A_kw,pbat_675_C_kw,pbat_675_B_kw,pbat_675_A_kw,pbat_634_C_kw,pbat_634_B_kw,pbat_634_A_kw
22,1,7-Jan-13,11:00,0.06,757.052,1171.376,757.052,1171.376,-414.324,-761.117972,Charge,346.793972,346.793972,63.419522,50.0,optimal,406508.912253,-58.371453,-36.052957,-38.914302,-26.324381,-90.990795,-88.701718,-90.990795,-37.769764,-0.0,-0.0,-68.100029,-20.601689,-109.303408,-29.757996,-25.752112,-39.486571
23,1,7-Jan-13,11:30,0.06,721.462,1275.472,721.462,1275.472,-554.01,-900.803972,Charge,346.793972,346.793972,66.806004,50.0,optimal,406508.912253,-69.084214,-42.669662,-46.056143,-31.155626,-107.690099,-104.980914,-107.690099,-44.70155,-0.0,-0.0,-80.59825,-24.382664,-129.363578,-35.219403,-30.47833,-46.733439
24,1,7-Jan-13,12:00,0.06,763.036,1318.254,763.036,1318.254,-555.218,-902.011972,Charge,346.793972,346.793972,70.197026,50.0,optimal,406508.912253,-69.176858,-42.726883,-46.117905,-31.197407,-107.834514,-105.121696,-107.834514,-44.761496,-0.0,-0.0,-80.706334,-24.415362,-129.537058,-35.266633,-30.519202,-46.79611
25,1,7-Jan-13,12:30,0.06,817.948,1394.428,817.948,1394.428,-576.48,-923.273972,Charge,346.793972,346.793972,73.667981,51.84,optimal,406508.912253,-70.807478,-43.73403,-47.204985,-31.932784,-110.376362,-107.599598,-110.376362,-45.816603,-0.0,-0.0,-82.608724,-24.990874,-132.590473,-36.09793,-31.238593,-47.899176
26,1,7-Jan-13,13:00,0.06,850.872,1450.29,850.872,1450.29,-599.418,-946.211972,Charge,346.793972,346.793972,77.225169,55.33,optimal,406508.912253,-72.566632,-44.820567,-48.377755,-32.726128,-113.118574,-110.272824,-113.118574,-46.95488,-0.0,-0.0,-84.661071,-25.611753,-135.884576,-36.994754,-32.014691,-49.089193
27,1,7-Jan-13,13:30,0.06,832.132,1468.562,832.132,1468.562,-636.43,-983.223972,Charge,346.793972,346.793972,80.921499,58.92,optimal,406508.912253,-75.405147,-46.573767,-50.270098,-34.006243,-117.543317,-114.586252,-117.543317,-48.791566,-0.0,-0.0,-87.972671,-26.613581,-141.199834,-38.441839,-33.266976,-51.009364
28,1,7-Jan-13,14:00,0.06,867.434,1539.744,867.434,1539.744,-672.31,-1019.103972,Charge,346.793972,346.793972,84.752717,62.61,optimal,406508.912253,-78.156846,-48.273346,-52.104564,-35.247205,-121.83273,-118.767756,-121.83273,-50.572077,-0.0,-0.0,-91.182987,-27.584769,-146.352525,-39.844667,-34.480961,-52.870808
29,1,7-Jan-13,14:30,0.3,966.92,1537.734,966.92,1537.734,-570.814,-639.972794,Charge,69.158794,69.158794,87.15863,66.29,optimal,406508.912253,-49.08062,-30.314501,-32.720414,-22.134397,-76.508026,-74.583296,-76.508026,-31.758048,-0.0,-0.0,-57.260724,-17.322572,-91.905867,-25.021493,-21.653215,-33.201596
30,1,7-Jan-13,15:00,0.3,1001.206,1483.066,1001.206,1483.066,-481.86,-551.018794,Charge,69.158794,69.158794,89.230129,68.66,optimal,406508.912253,-42.258584,-26.10089,-28.172389,-19.057793,-65.873675,-64.216476,-65.873675,-27.34379,-0.0,-0.0,-49.301682,-14.914794,-79.13127,-21.543592,-18.643493,-28.586689
31,1,7-Jan-13,15:30,0.3,1117.768,1391.096,1117.768,1391.096,-273.328,-342.486794,Charge,69.158794,69.158794,90.517674,70.64,optimal,406508.912253,-26.265905,-16.223059,-17.510603,-11.845408,-40.94391,-39.913875,-40.94391,-16.995585,-0.0,-0.0,-30.643555,-9.270319,-49.184194,-13.390461,-11.587899,-17.768112
32,1,7-Jan-13,16:00,0.3,1215.124,1279.638,1215.124,1279.638,-64.514,-133.672794,Charge,69.158794,69.158794,91.020203,71.84,optimal,406508.912253,-10.251598,-6.331869,-6.834399,-4.62327,-15.980432,-15.578408,-15.980432,-6.633387,-0.0,-0.0,-11.960197,-3.618211,-19.196619,-5.226305,-4.522764,-6.934904
33,1,7-Jan-13,16:30,0.3,1177.174,1106.536,1177.174,1106.536,70.638,1.479206,Discharge,69.158794,69.158794,91.014642,72.28,optimal,406508.912253,0.113443,0.070068,0.075629,0.05116,0.176837,0.172389,0.176837,0.073404,0.0,0.0,0.13235,0.040039,0.212427,0.057834,0.050048,0.076741
34,1,7-Jan-13,17:00,0.3,1190.878,914.84,1190.878,914.84,276.038,206.879206,Discharge,69.158794,69.158794,90.236901,72.2,optimal,406508.912253,15.865924,9.799541,10.577283,7.155221,24.732176,24.109983,24.732176,10.266186,0.0,0.0,18.510245,5.599738,29.709721,8.08851,6.999672,10.732831
35,1,7-Jan-13,17:30,0.3,1282.982,728.164,1282.982,728.164,554.818,485.659206,Discharge,69.158794,69.158794,88.411114,71.31,optimal,406508.912253,37.246044,23.00491,24.830696,16.797236,58.06001,56.599381,58.06001,24.100382,0.0,0.0,43.453718,13.145663,69.745044,18.988179,16.432078,25.195854
36,1,7-Jan-13,18:00,0.3,1461.024,523.1,1461.024,523.1,937.924,868.765206,Discharge,69.158794,69.158794,85.14508,69.35,optimal,406508.912253,66.627106,41.152036,44.418071,30.047518,103.859901,101.247073,103.859901,43.111657,0.0,0.0,77.731624,23.515449,124.762522,33.96676,29.394311,45.071278
37,1,7-Jan-13,18:30,0.3,1475.752,325.53,1475.752,325.53,1150.222,1081.063206,Discharge,69.158794,69.158794,81.080932,65.99,optimal,406508.912253,82.908607,51.208257,55.272405,37.390156,129.239887,125.988569,129.239887,53.646746,0.0,0.0,96.726708,29.261861,155.25043,42.267133,36.577327,56.085234
38,1,7-Jan-13,19:00,0.3,1447.248,165.692,1447.248,165.692,1281.556,1212.397206,Discharge,69.158794,69.158794,76.523048,61.87,optimal,406508.912253,92.980838,57.429341,61.987226,41.932535,144.940719,141.294411,144.940719,60.164072,0.0,0.0,108.477645,32.816766,174.111178,47.401996,41.020958,62.898802
39,1,7-Jan-13,19:30,0.3,1341.372,67.068,1341.372,67.068,1274.304,1205.145206,Discharge,69.158794,69.158794,71.992427,57.32,optimal,406508.912253,92.42467,57.085826,61.616447,41.681714,144.07375,140.449253,144.07375,59.804198,0.0,0.0,107.828782,32.620472,173.069725,47.118459,40.77559,62.522571
40,1,7-Jan-13,20:00,0.3,1296.616,12.324,1296.616,12.324,1284.292,1215.133206,Discharge,69.158794,69.158794,67.424257,52.8,optimal,406508.912253,93.190667,57.558941,62.127111,42.027164,145.267804,141.613268,145.267804,60.299843,0.0,0.0,108.722445,32.890824,174.504092,47.508967,41.11353,63.040745
41,1,7-Jan-13,20:30,0.06,1239.91,0.068,1239.91,0.068,1239.842,893.048028,Discharge,346.793972,346.793972,64.066934,48.36,optimal,406508.912253,68.489398,42.302275,45.659598,30.887375,106.762885,104.077026,106.762885,44.316669,0.0,0.0,79.904297,24.172729,128.249754,34.916164,30.215911,46.331063
42,1,7-Jan-13,21:00,0.06,1251.986,0.264,1251.986,0.264,1251.722,904.928028,Discharge,346.793972,346.793972,60.664948,45.03,optimal,406508.912253,69.400495,42.865012,46.266997,31.298263,108.183125,105.461537,108.183125,44.906203,0.0,0.0,80.967245,24.494292,129.95583,35.380645,30.617866,46.947394
43,1,7-Jan-13,21:30,0.06,1205.092,0.168,1205.092,0.168,1204.924,858.130028,Discharge,346.793972,346.793972,57.438896,41.66,optimal,406508.912253,65.811476,40.648265,43.874317,29.679685,102.588477,100.007635,102.588477,42.583896,0.0,0.0,76.780055,23.22758,123.235215,33.550948,29.034475,44.519528
44,1,7-Jan-13,22:00,0.06,1250.378,0.0,1250.378,0.0,1250.378,903.584028,Discharge,346.793972,346.793972,54.041963,38.41,optimal,406508.912253,69.297422,42.801349,46.198281,31.251778,108.022452,105.304906,108.022452,44.839508,0.0,0.0,80.846992,24.457914,129.762819,35.328097,30.572392,46.877668
45,1,7-Jan-13,22:30,0.03,1158.618,0.066,1158.618,0.066,1158.552,464.714057,Discharge,693.837943,693.837943,52.294918,35.19,optimal,406508.912253,35.639725,22.012771,23.759816,16.072817,55.556041,54.158405,55.556041,23.060998,0.0,0.0,41.579679,12.578726,66.737131,18.169271,15.723408,24.109225
46,1,7-Jan-13,23:00,0.03,1021.238,0.258,1021.238,0.258,1020.98,327.142057,Discharge,693.837943,693.837943,51.065061,33.48,optimal,406508.912253,25.08909,15.496203,16.72606,11.314688,39.109464,38.125578,39.109464,16.234117,0.0,0.0,29.270605,8.854973,46.980551,12.790517,11.068716,16.972032
47,1,7-Jan-13,23:30,0.03,884.048,0.108,884.048,0.108,883.94,190.102057,Discharge,693.837943,693.837943,50.350391,32.3,optimal,406508.912253,14.579255,9.004834,9.719504,6.574958,22.726486,22.154751,22.726486,9.433636,0.0,0.0,17.009131,5.14562,27.300371,7.432562,6.432024,9.862438
48,1,8-Jan-13,0:00,0.03,787.258,0.216,787.258,0.216,787.042,93.204057,Discharge,693.837943,693.837943,50.0,31.6,optimal,406508.912253,7.14798,4.414929,4.76532,3.223599,11.14244,10.862127,11.14244,4.625164,0.0,0.0,8.33931,2.522817,13.384943,3.644068,3.153521,4.835398
