Date,Node,Phase,N_Customers,Profile,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00
10-Jan-13,692,A,0,GC_Load_kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Jan-13,692,A,0,PV_Generation_kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Jan-13,675,C,119,GC_Load_kW,55.876,54.966,46.3,45.476,50.726,45.348,46.146,42.37,41.452,38.004,41.014,43.714,51.02,49.522,57.394,51.972,56.516,60.178,58.946,55.092,56.49,64.594,59.424,63.91,66.566,57.178,60.606,58.266,61.484,63.572,60.748,59.18,62.538,67.606,68.542,77.048,84.62,85.252,77.722,75.056,85.162,86.73,82.848,73.542,75.466,66.686,60.654,56.282
10-Jan-13,675,C,119,PV_Generation_kW,0.002,0.036,0.024,0.016,0.012,0.012,0.05,0.012,0.036,0.024,0.024,0.002,0.014,0.86,3.796,8.53,16.33,22.77,25.736,32.478,42.164,42.016,43.362,48.86,56.596,53.188,49.398,48.524,51.548,55.704,54.8,47.946,47.204,43.784,31.75,21.572,15.7,11.532,5.84,0.82,0.016,0.05,0.048,0.024,0.036,0.014,0.012,0.002
10-Jan-13,675,B,36,GC_Load_kW,18.936,16.958,15.422,14.232,14.966,13.026,12.958,12.238,13.392,12.962,14.526,14.848,15.282,16.226,17.444,20.086,18.734,21.984,21.008,19.822,17.278,18.884,18.792,23.738,22.974,25.256,24.4,23.85,20.768,21.098,20.202,21.294,17.502,21.056,24.966,24.926,24.87,25.232,28.736,26.596,25.05,22.684,25.356,24.814,27.424,24.542,27.974,24.64
10-Jan-13,675,B,36,PV_Generation_kW,0.012,0,0,0.012,0,0,0.012,0,0,0.012,0,0.012,0.002,0.164,1.194,2.712,4.864,7.022,7.37,9.46,12.784,12.986,13.946,14.124,15.83,15.76,14.93,13.936,14.666,15.99,14.992,13.882,13.784,11.738,8.86,6.414,3.986,2.996,1.656,0.296,0.012,0,0.012,0,0.012,0,0,0
10-Jan-13,675,A,191,GC_Load_kW,97.782,93.494,81.916,78.886,77.352,74.196,74.624,69.98,70.636,67.69,73.75,74.118,86.614,91.348,99.018,95.458,99.578,102.772,111.712,109.63,107.57,108.448,107.576,105.302,99.828,105.854,101.568,102.566,94.232,99.51,96.852,91.186,97.386,101.026,112.118,132.16,129.884,126.894,130.984,136.554,147.524,146.43,138.758,131.848,128.728,132.068,108.79,99.148
10-Jan-13,675,A,191,PV_Generation_kW,0.002,0.048,0.012,0.026,0.012,0,0.026,0.012,0.024,0.012,0.036,0.05,0.09,1.876,7.018,15.372,28.636,41.53,45.196,55.974,76.004,77.59,81.814,91.644,106.448,100.732,90.054,87.962,97.552,102.98,98.718,87.7,85.1,79.182,58.652,39.734,28.706,19.366,9.28,1.7,0.002,0.026,0.048,0.024,0.026,0,0.024,0.014
10-Jan-13,634,C,52,GC_Load_kW,23.954,20.698,19.778,19.076,22.476,19.624,20.47,20.452,19.586,17.142,18.038,20.94,21.84,22.182,24.32,21.578,22.824,25.592,21.822,21.818,22.282,28.118,23.452,25.822,30.05,22.652,23.83,22.512,25.688,26.852,24.906,23.264,26.442,28.164,31.548,36.85,39.15,40.816,37.046,33.196,33.212,36.102,36.562,29.706,31.78,27.976,25.442,23.134
10-Jan-13,634,C,52,PV_Generation_kW,0,0.012,0.012,0,0.012,0.012,0.024,0.012,0.012,0,0.012,0,0,0.47,1.816,3.93,7.492,10.32,11.384,15.02,18.46,19.384,19.092,22.098,25.664,23.424,21.792,21.122,21.446,22.28,21.872,19.37,20.148,19.334,13.976,9.326,6.876,4.996,2.812,0.472,0.014,0.048,0.012,0.012,0.024,0.002,0,0
10-Jan-13,634,B,45,GC_Load_kW,20.17,19.146,16.268,15.666,16.12,12.35,13.058,12.544,13.106,13.372,16.5,17.782,19.474,20.982,21.562,22.266,22.39,24.01,24.554,21.724,20.554,24.918,21.688,25.952,24.022,25.002,25.638,25.492,23.83,24.878,23.328,25.086,21.826,24.052,30.48,27.76,28.892,29.488,31.322,28.612,32.03,30.848,31.83,27.974,29.442,26.438,29.042,26.228
10-Jan-13,634,B,45,PV_Generation_kW,0.012,0,0.012,0.014,0,0,0,0,0,0.024,0.012,0.012,0.002,0.222,1.45,3.66,6.644,9.254,10.224,13.032,16.858,16.012,16.702,17.346,19.452,18.54,17.272,17.114,18.084,20.224,19.562,17.042,16.72,14.408,10.3,7.074,4.652,3.606,1.856,0.258,0.014,0,0.012,0,0.024,0.012,0,0
10-Jan-13,634,A,69,GC_Load_kW,36.838,37.618,29.902,29.36,28.428,26.936,25.076,25.486,24.608,24.112,29.366,31.248,32.388,34.618,34.59,34.748,35.096,38.064,44.072,44.51,43.646,38.162,35.314,36.212,35.372,36.872,34.98,38.496,37.632,36.318,32.7,33.952,37.178,38.036,39.104,49.656,49.52,46.844,52.896,56.548,58.792,56.614,53.356,48.93,48.926,47.088,39.85,36.096
10-Jan-13,634,A,69,PV_Generation_kW,0,0,0.012,0.012,0.012,0,0.012,0.012,0,0,0.024,0.024,0.05,0.638,2.62,5.742,9.94,14.364,15.318,19.028,25.466,27.534,30.664,32.48,38.9,37.508,33.784,31.852,35.23,36.1,34.842,32.442,30.936,29.222,22.646,16.35,12.302,8.14,3.536,0.692,0.002,0.024,0,0,0.012,0,0.012,0.012
11-Jan-13,646,Ph2,102,GC_Load_kW,43.296,43.146,39.286,37.014,33.74,33.628,36.502,34.66,32.394,34.294,39.232,41.598,43.192,46.26,43.956,46.622,46.934,57.756,63.832,58.048,56.82,58.61,71.786,79.552,84.998,93.162,95.128,97.574,100.074,106.768,110.262,113.996,107.786,116.362,123.4,117.26,126.154,135.478,139.002,137.962,140.482,147.59,137.21,121.574,110.304,94.968,93.264,80.308
11-Jan-13,646,Ph2,102,PV_Generation_kW,0.012,0.012,0.012,0.014,0.024,0.012,0,0.012,0.012,0.024,0.036,0,0.17,2.314,8.298,18.102,32.332,48.52,64.782,78.816,92.01,103.64,114.784,122.844,119.86,127.5,130.76,125.246,118.472,109.794,93.95,96.824,87.92,73.386,58.142,42.432,26.57,12.158,4.378,0.772,0.012,0.012,0,0.012,0.036,0.024,0.072,0.002
11-Jan-13,645,Ph2,63,GC_Load_kW,37.914,34.664,29.532,27.078,22.994,23.346,25.522,25.358,24.224,25.254,27.314,27.796,26.48,26.786,32.2,31.712,31.51,34.712,37.176,42.126,40.022,44.742,48.028,52.644,60.868,63.686,63.264,59.35,76.87,69.078,73.366,78.178,72.368,86.236,99.66,108.588,112.966,111.778,120.646,116.432,107.2,109.826,103.396,98.092,90.556,90.302,90.24,76.632
11-Jan-13,645,Ph2,63,PV_Generation_kW,0,0.024,0.012,0,0.012,0,0,0.012,0.012,0,0,0,0.156,1.656,5.988,15.124,26.402,39.184,50.112,60.064,68.262,75.258,80.172,83.62,79.668,83.832,85.41,81.586,79.118,71.346,62.974,64.168,57.688,46.752,35.666,25.404,15.064,7.532,3.252,0.654,0,0,0.002,0.012,0.024,0.002,0.012,0
11-Jan-13,611,Ph3,68,GC_Load_kW,26.028,24.532,24.216,22.042,20.41,20.424,21.566,23.554,23.834,21.842,23.13,22.96,26.954,29.24,28.892,33.96,34.334,36.526,36.384,32.314,30.604,30.566,43.61,43.52,55.844,50.49,57.022,51.904,58.41,66.904,65.818,65.476,60.628,68.782,68.376,78.1,80.66,86.404,84.022,82.86,84.248,91.606,81.78,78.042,70.856,78.322,69.92,63.782
11-Jan-13,611,Ph3,68,PV_Generation_kW,0.012,0,0,0,0.024,0,0.024,0.002,0.012,0,0,0.012,0.084,1.416,5.28,12.024,20.978,30.878,40.686,50.188,58.526,64.524,69.78,73.072,68.822,74.458,75.758,72.892,67.152,61.488,54.468,58.29,53.324,44.442,33.606,22.426,13.832,7.716,3.328,0.538,0.014,0.024,0.012,0,0,0.002,0.024,0.024
11-Jan-13,652,Ph1,46,GC_Load_kW,24.322,23.95,21.076,21.214,25.212,23.952,22.818,17.468,15.71,14.998,16.144,15.732,18.426,22.13,22.974,28.23,25.806,26.968,28.982,28.812,27.986,30.984,27.074,37.008,37.756,33.748,36.566,35.856,38.628,38.082,42.038,52.404,61.95,65.86,63.854,64,67.076,72.174,71.594,66.99,63.6,61.26,62.994,58.994,55.89,51.382,47.974,38.362
11-Jan-13,652,Ph1,46,PV_Generation_kW,0,0,0.04,0,0,0,0.012,0.024,0.012,0,0,0,0.09,0.758,3.512,7.77,13.796,21.53,30.178,35.856,42.158,47.28,51.078,53.5,51.608,53.89,55.532,53.144,49.684,46.846,42.292,42.462,39.356,32.974,26.246,18.78,12.598,6.722,2.536,0.466,0.012,0.012,0.012,0.012,0,0.004,0.012,0.002
11-Jan-13,671,A,159,GC_Load_kW,76.902,76.322,67.978,64.266,58.564,56.16,59.89,56.172,55.586,57.196,62.63,65.17,67.182,69.688,71.756,76.446,77.658,89.466,99.13,96.964,94.204,96.638,119.41,128.062,131.034,145.324,148.034,147.664,165.508,170.136,175.728,186.102,174.804,198.358,217.64,215.116,230.278,237.592,250.722,250.53,250.134,252.744,234.632,210.388,189.27,165.436,161.308,145.94
11-Jan-13,671,A,159,PV_Generation_kW,0.024,0.036,0.012,0.014,0.024,0.012,0,0.012,0.024,0.036,0.036,0,0.298,3.578,12.866,28.172,50.906,77.774,103.21,125.112,147.118,164.726,180.106,191.742,185.808,197.7,202.472,193.12,183.586,168.9,146.402,150.714,137.448,114.518,90.044,65.05,40.546,19.28,7.354,1.368,0.024,0.024,0,0.024,0.072,0.024,0.084,0.002
11-Jan-13,671,B,155,GC_Load_kW,70.384,68.688,62.666,60.746,64.368,62.856,63.784,59.696,59.064,56.032,58.174,55.856,61.916,67.336,72.74,81.38,77.316,80.264,85.12,84.714,80.124,85.458,99.482,113.386,134.23,120.426,126.324,118.146,139.198,147.086,156.252,167.828,170.118,186.952,191.554,207.55,221.226,222.006,225.006,213.302,208.226,210.664,204.458,195.89,178.53,185.066,175.682,147.298
11-Jan-13,671,B,155,PV_Generation_kW,0.012,0,0.052,0,0.036,0,0.036,0.038,0.024,0.012,0,0.012,0.264,3.494,13.234,30.936,54.486,81.224,107.438,129.31,149.33,164.988,177.002,184.812,175.446,187.168,190.632,183.422,173.422,157.828,140.654,145.142,132.388,109.07,83.588,57.67,35.412,18.454,7.544,1.338,0.038,0.048,0.026,0.012,0.012,0.008,0.036,0.026
11-Jan-13,671,C,159,GC_Load_kW,80.032,76.376,67.538,62.528,55.266,54.898,60.092,57.2,55.128,57.35,64.91,67.222,67.956,70.744,71.308,75.872,77.258,90.018,99.102,97.564,95.544,100.436,118.616,127.736,141.21,156.56,156.866,157.942,180.266,178.808,179.946,187.154,174.756,198.846,216.376,216.456,231.394,241.928,256.554,253.826,244.162,249.518,235.54,215.408,197.862,176.524,172.24,151.536
11-Jan-13,671,C,159,PV_Generation_kW,0.024,0.036,0.024,0.014,0.036,0.012,0,0.024,0.024,0.024,0.036,0,0.288,3.398,12.608,28.02,50.858,77.598,103.034,124.9,146.3,163.514,179.12,190.318,184.022,195.354,200.332,191.608,181.976,167.294,144.98,150.044,135.97,113.248,88.84,64.636,40.18,19.104,7.3,1.38,0.012,0.012,0,0.024,0.06,0.026,0.084,0.002
11-Jan-13,692,C,66,GC_Load_kW,27.596,25.932,25.108,21.82,20.456,20.634,22.112,24.764,22.276,21.714,22.62,23.178,27.752,28.672,32.636,33.56,32.144,35.47,31.888,29.756,26.984,28.668,40.788,44.356,54.424,47.9,53.464,47.354,49.37,55.85,61.396,61.384,60.8,67.428,69.682,78.128,84.708,88.446,85.624,83.952,88.522,96.334,84.334,82.408,74.798,85.658,75.808,65.132
11-Jan-13,692,C,66,PV_Generation_kW,0,0,0,0,0.024,0,0.024,0.002,0.012,0,0,0.012,0.124,1.81,6.696,16.412,28.088,39.518,50.2,60.186,68.362,74.86,79.786,82.934,79.078,83.228,85.33,82.05,75.978,70.42,61.582,64.668,58.034,46.66,34.642,23.098,13.348,6.84,3.01,0.514,0.014,0.024,0.014,0,0,0.002,0.012,0.012
11-Jan-13,692,B,0,GC_Load_kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Jan-13,692,B,0,PV_Generation_kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Jan-13,692,A,0,GC_Load_kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Jan-13,692,A,0,PV_Generation_kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Jan-13,675,C,119,GC_Load_kW,52.048,53.436,46.532,46.626,50.622,47.566,47.9,42.482,41.86,37.982,41.632,39.936,43.216,48.804,52.022,60.458,56.52,60.174,67.118,67.604,64.276,70.588,77.642,87.824,88.35,83.38,91.558,87.342,103.112,106.426,117.418,133.688,137.49,147.81,151.174,156.482,167.486,165.832,168.502,165.832,163.602,154.188,149.712,134.392,121.78,111.84,109.558,91.984
11-Jan-13,675,C,119,PV_Generation_kW,0.024,0.012,0.052,0.002,0,0.012,0.012,0.036,0.012,0.024,0.024,0,0.204,2.328,8.722,19.404,35.098,52.832,71.804,87.75,104.596,117.048,127.222,134.47,128.64,137.514,140.154,134.594,127.38,117.098,104.028,105.084,96.714,80.874,63.854,45.352,29.854,15.908,6.11,1.036,0.024,0.024,0.012,0.024,0.024,0.016,0.048,0.014
11-Jan-13,675,B,36,GC_Load_kW,18.306,16.214,14.758,13.344,12.804,12.574,12.736,11.896,13.608,15.234,14.668,14.858,13.826,16.136,16.678,19.25,20.492,21.426,21.85,20.204,23.208,22.552,20.872,21.188,24.172,36.926,36.904,39.744,38.704,43.15,41.366,40.74,37.954,36.872,44.162,43.506,45.042,54.04,56.208,52.408,49.952,58.57,53.276,51.77,46.358,37.36,33.708,28.718
11-Jan-13,675,B,36,PV_Generation_kW,0,0,0,0,0.012,0,0,0,0,0.012,0,0,0.076,0.896,3.278,6.818,12.038,19.282,25.348,29.882,34.122,37.402,40.138,41.706,38.808,43.506,43.564,41.802,40.576,34.344,30.948,32.344,27.416,22.06,16.536,11.504,6.272,3.01,1.206,0.188,0.012,0,0,0,0,0,0.024,0
11-Jan-13,675,A,191,GC_Load_kW,93.83,90.534,82.138,76.418,74.272,72.59,75.324,70.88,68.38,67.768,74.752,76.566,85.114,88.59,90.754,98.386,96.53,107.526,113.728,108.83,102.544,109.08,135.95,154.824,176.51,167.528,174.972,165.464,188.36,192.978,201.35,215.62,211.536,237.59,244.304,252.364,266.638,278.722,286.752,285.428,281.144,285.836,268.986,252.092,234.724,238.588,226.944,198.524
11-Jan-13,675,A,191,PV_Generation_kW,0.024,0.024,0.04,0.012,0.048,0,0.024,0.038,0.036,0,0.012,0.012,0.328,4.14,15.99,37.444,66.088,99.036,130.554,157.502,182.66,203.938,221.508,233.928,225.868,236.844,244.22,232.892,218.238,203.914,177.436,185.428,170.626,141.518,109.99,77.47,47.894,23.56,9.52,1.808,0.014,0.036,0.014,0.012,0.048,0.02,0.06,0.026
11-Jan-13,634,C,52,GC_Load_kW,21.98,22.542,20.306,20.578,20.726,20.26,21.586,20.76,18.918,16.984,17.802,17.074,17.226,19.84,22.168,23.834,23.382,24.284,29.506,31.97,30.066,29.502,32.562,36.918,39.506,35.882,34.49,33.476,43.766,44.238,46.78,48.352,45.888,54.708,62.074,72.732,76.494,67.026,71.05,67.71,66.588,63.994,63.808,58.144,52.08,45.282,45.756,38.76
11-Jan-13,634,C,52,PV_Generation_kW,0.012,0,0.012,0,0,0.012,0.012,0,0.012,0.024,0.012,0,0.058,1.068,4.032,8.726,15.906,23.646,32.568,40.096,47.768,52.57,56.654,59.772,56.334,61.286,61.726,59.624,56.898,50.96,45.064,44.876,41.008,34.738,26.99,19.052,12.21,6.158,2.376,0.412,0.024,0.024,0.012,0.024,0.012,0.012,0.036,0.002
11-Jan-13,634,B,45,GC_Load_kW,18.382,17.426,15.176,15.278,13.598,13.448,14.164,12.576,13.422,15.574,16.422,16.598,17.482,19.45,19.74,23.354,21.992,23.564,23.678,23.612,24.606,27.946,31.44,30.662,32.222,45.022,48.026,50.04,51.986,58.302,58.768,63.468,63.31,65.284,69.776,62.266,69.428,78.238,76.724,69.418,68.83,66.366,65.712,60.328,52.918,45.282,42.644,35.108
11-Jan-13,634,B,45,PV_Generation_kW,0,0.012,0.012,0.002,0.012,0,0,0.012,0,0,0.012,0,0.096,1.092,3.778,8.056,14.294,22.26,28.732,34.54,40.238,44.878,48.744,51.044,48.372,53.338,53.556,51.662,50.254,43.912,40,40.408,35.67,29.188,22.44,16.404,10.346,5.452,1.922,0.288,0,0,0,0,0.012,0,0,0
11-Jan-13,634,A,69,GC_Load_kW,38.372,38.772,35.152,32.08,26.536,26.168,27.492,25.27,24.518,25.4,29.504,33.2,33.954,33.81,32.546,33.462,35.346,42.886,47.798,43.056,41.934,43.004,56.472,65.816,67.7,68.54,68.408,69.1,78.588,73.216,73.106,78.34,70.296,87.684,92.322,90.096,92.368,96.652,105.74,108.752,115.848,124.92,104.588,90.658,84.484,73.17,73.942,69.582
11-Jan-13,634,A,69,PV_Generation_kW,0.012,0.024,0,0.012,0.012,0,0,0,0.024,0.012,0.012,0,0.082,1.402,5.256,11.208,20.726,32.828,44.448,54.178,63.708,72.376,80.276,86.158,86.07,89.016,92.486,87.94,82.592,79.37,66.902,70.186,65.43,55.376,44.428,32.48,19.902,8.358,2.956,0.606,0.012,0.012,0,0.012,0.048,0.012,0.06,0.002
