Time,Time Varying Load 611.Single phase time-varying load1.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseA.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseB.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseC.P_measured,Time Varying Load 645.Single phase time-varying load645.P_measured,Time Varying Load 646.Single phase time-varying load646.P_measured,Time Varying Load 652.Single phase time-varying load652.P_measured,Time Varying Load 692.Single phase time-varying loadC.P_measured
16.0,40012.92578125,48026.91796875,26013.875,32010.0,51015.7265625,56019.98046875,34006.77734375,39009.64453125
16.25,40012.875,48026.91796875,26013.880859375,32009.99609375,51015.72265625,56005.515625,34006.70703125,38998.6015625
16.5,40012.859375,48026.91796875,26013.8828125,32009.9921875,51016.0390625,56012.37890625,33988.86328125,39009.7265625
16.75,40012.94140625,48026.921875,26013.859375,32010.021484375,51015.69921875,56019.89453125,34006.17578125,39009.49609375
17.0,40012.921875,48026.921875,26013.861328125,32010.015625,51015.328125,56019.87890625,34006.703125,39009.59765625
17.25,40012.921875,48026.921875,26013.865234375,32010.013671875,51015.99609375,56019.66796875,34006.703125,39009.59765625
17.5,40004.54296875,48026.921875,26013.8671875,32010.009765625,50999.609375,56019.9375,34006.8125,39009.6484375
17.75,42013.51171875,48016.609375,25013.427734375,31016.916015625,47014.3671875,59021.03125,32006.322265625,42010.3046875
18.0,42013.5703125,48016.609375,25013.431640625,31016.912109375,47014.7265625,59021.09765625,32006.3828125,42010.390625
18.25,42013.5703125,48016.609375,25013.431640625,31016.912109375,47014.27734375,59021.18359375,32006.376953125,42010.38671875
18.5,42013.53125,48016.609375,25013.43359375,31016.908203125,47014.51171875,59036.37109375,32006.24609375,41999.375
18.75,42013.5,48016.609375,25013.4375,31016.90625,47014.2578125,59012.7578125,31989.5078125,42010.4609375
19.0,42013.5625,48016.61328125,25013.416015625,31016.9296875,47014.8984375,59021.12109375,32005.923828125,42010.21875
19.25,42013.5703125,48016.609375,25013.41796875,31016.927734375,47014.4765625,59021.26171875,32006.310546875,42010.3359375
19.5,42013.5703125,48016.609375,25013.421875,31016.923828125,47014.578125,59020.91015625,32006.30859375,42010.33203125
19.75,41999.765625,48016.984375,28006.73828125,33010.75,42999.6953125,66023.5625,30005.80078125,41010.08203125
20.0,41999.66796875,48016.984375,28006.73828125,33010.7578125,43003.6796875,66023.515625,30005.826171875,41010.04296875
20.25,42013.55859375,48016.984375,28006.740234375,33010.75390625,43013.2421875,66023.5859375,30005.912109375,41010.0703125
20.5,42013.5546875,48016.984375,28006.744140625,33010.75390625,43013.6953125,66023.3046875,30005.9296875,41010.08203125
20.75,42013.50390625,48016.98046875,28006.75,33010.74609375,43013.71875,66006.5078125,29990.142578125,41010.2109375
21.0,42013.50390625,48016.98046875,28006.75,33010.74609375,43013.328125,66014.484375,30006.142578125,41010.16015625
21.25,42013.578125,48016.984375,28006.7265625,33010.7734375,43013.32421875,66023.8359375,30005.875,41010.015625
21.5,42013.5703125,48016.984375,28006.728515625,33010.76953125,43013.51171875,66023.2421875,30005.9140625,41010.08984375
21.75,41013.25390625,46022.8203125,24018.30859375,35011.01953125,44013.625,60021.125,35006.921875,41010.09375
22.0,41004.66015625,46022.81640625,24018.310546875,35011.01171875,44014.4765625,60021.43359375,35007.01171875,41010.140625
