Time,Node 634.V1_rms,Node 634.V2_rms,Node 634.V3_rms,UpperBound,LowerBound
0.0,283.6258850097656,283.62322998046875,283.6247863769531,263.0,291.0
0.25,283.6255187988281,283.6238098144531,283.6258239746094,263.0,291.0
0.5,283.6254577636719,283.6239013671875,283.7791442871094,263.0,291.0
0.75,283.62542724609375,283.7772216796875,283.62591552734375,263.0,291.0
1.0,283.6253967285156,283.62396240234375,283.6259460449219,263.0,291.0
1.25,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
1.5,283.7786560058594,283.6239929199219,283.6259460449219,263.0,291.0
1.75,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
2.0,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
2.25,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
2.5,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
2.75,283.6253967285156,283.6239929199219,283.6259765625,263.0,291.0
3.0,283.6253967285156,283.7772521972656,283.6259460449219,263.0,291.0
3.25,283.6253967285156,283.6239929199219,283.6259765625,263.0,291.0
3.5,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
3.75,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
4.0,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
4.25,283.6253967285156,283.6239929199219,283.6259765625,263.0,291.0
4.5,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
4.75,283.6253967285156,283.6239929199219,283.6259765625,263.0,291.0
5.0,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
5.25,283.6253967285156,283.6239929199219,283.6259765625,263.0,291.0
5.5,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
5.75,283.7786560058594,283.6239929199219,283.6259460449219,263.0,291.0
6.0,283.6253967285156,283.62396240234375,283.6259460449219,263.0,291.0
6.25,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
6.5,283.6253967285156,283.62396240234375,283.6259460449219,263.0,291.0
6.75,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
7.0,283.6253967285156,283.6239929199219,283.77923583984375,263.0,291.0
7.25,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
7.5,283.6253967285156,283.62396240234375,283.6259460449219,263.0,291.0
7.75,283.6253967285156,283.7772521972656,283.6259460449219,263.0,291.0
8.0,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
8.25,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
8.5,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
8.75,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
9.0,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
9.25,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
9.5,283.6253967285156,283.6239929199219,283.6259460449219,263.0,291.0
9.75,283.9383850097656,283.9370422363281,283.9383544921875,263.0,291.0
10.0,283.9383850097656,283.9370422363281,283.9383544921875,263.0,291.0
10.25,283.93841552734375,283.9370422363281,283.9383544921875,263.0,291.0
10.5,283.9383850097656,283.9370422363281,283.9383544921875,263.0,291.0
10.75,283.93841552734375,283.9370422363281,284.091796875,263.0,291.0
11.0,283.9383850097656,284.0904846191406,283.9383544921875,263.0,291.0
11.25,283.93841552734375,283.9370422363281,283.9383544921875,263.0,291.0
11.5,283.9383850097656,283.9370422363281,283.9383544921875,263.0,291.0
11.75,284.0918273925781,283.9370422363281,283.9383544921875,263.0,291.0
12.0,283.9383850097656,283.9370422363281,283.9383544921875,263.0,291.0
12.25,283.9383850097656,283.9370422363281,283.9383544921875,263.0,291.0
12.5,283.9383850097656,283.9370422363281,283.9383544921875,263.0,291.0
12.75,283.9383850097656,283.9370422363281,283.9383544921875,263.0,291.0
13.0,283.9383850097656,283.9370422363281,284.0917663574219,263.0,291.0
13.25,283.9383850097656,284.0904846191406,283.9383544921875,263.0,291.0
13.5,283.9383850097656,284.0904846191406,283.9383544921875,263.0,291.0
13.75,282.87481689453125,283.3918762207031,283.3295593261719,263.0,291.0
14.0,283.0276794433594,283.3918762207031,283.3295593261719,263.0,291.0
14.25,282.87481689453125,283.3918762207031,283.3295593261719,263.0,291.0
14.5,282.87481689453125,283.3918762207031,283.3295593261719,263.0,291.0
14.75,282.87481689453125,283.3918762207031,283.3295593261719,263.0,291.0
15.0,282.87481689453125,283.3918762207031,283.3295593261719,263.0,291.0
15.25,282.87481689453125,283.3918762207031,283.3295593261719,263.0,291.0
15.5,282.87481689453125,283.3918762207031,283.3295593261719,263.0,291.0
15.75,282.9350891113281,283.41180419921875,283.2843933105469,263.0,291.0
16.0,282.9350891113281,283.41180419921875,283.28436279296875,263.0,291.0
16.25,282.9350891113281,283.41180419921875,283.2843933105469,263.0,291.0
16.5,282.9350891113281,283.4118347167969,283.28436279296875,263.0,291.0
16.75,282.9350891113281,283.41180419921875,283.2843933105469,263.0,291.0
17.0,282.9350891113281,283.41180419921875,283.28436279296875,263.0,291.0
17.25,282.9350891113281,283.41180419921875,283.2843933105469,263.0,291.0
17.5,282.9350891113281,283.41180419921875,283.4374694824219,263.0,291.0
17.75,282.93463134765625,283.5859375,283.30517578125,263.0,291.0
18.0,282.93463134765625,283.4327697753906,283.30517578125,263.0,291.0
18.25,282.93463134765625,283.4327697753906,283.30517578125,263.0,291.0
18.5,283.0875244140625,283.4327697753906,283.30517578125,263.0,291.0
18.75,282.93463134765625,283.4327697753906,283.30517578125,263.0,291.0
19.0,282.93463134765625,283.4327697753906,283.30517578125,263.0,291.0
19.25,282.93463134765625,283.4327697753906,283.30517578125,263.0,291.0
19.5,282.93463134765625,283.4327392578125,283.30517578125,263.0,291.0
19.75,282.93634033203125,283.3697204589844,283.2637634277344,263.0,291.0
20.0,282.93634033203125,283.3697204589844,283.2637634277344,263.0,291.0
20.25,282.93634033203125,283.3697204589844,283.2637634277344,263.0,291.0
20.5,282.93634033203125,283.3697204589844,283.2637634277344,263.0,291.0
20.75,282.93634033203125,283.3697204589844,283.2637634277344,263.0,291.0
21.0,282.93634033203125,283.3697204589844,283.2637634277344,263.0,291.0
21.25,282.93634033203125,283.3697204589844,283.2637634277344,263.0,291.0
21.5,282.93634033203125,283.3697204589844,283.2637634277344,263.0,291.0
21.75,282.9783020019531,283.45465087890625,283.21905517578125,263.0,291.0
22.0,282.9783020019531,283.45465087890625,283.37213134765625,263.0,291.0
22.25,282.9783020019531,283.60784912109375,283.21905517578125,263.0,291.0
22.5,282.9783020019531,283.45465087890625,283.2190856933594,263.0,291.0
22.75,282.9783020019531,283.45465087890625,283.21905517578125,263.0,291.0
23.0,283.1311950683594,283.45465087890625,283.21905517578125,263.0,291.0
23.25,282.9783020019531,283.45465087890625,283.21905517578125,263.0,291.0
23.5,282.9783020019531,283.45465087890625,283.21905517578125,263.0,291.0
23.75,282.9786376953125,283.4335632324219,283.2193908691406,263.0,291.0
24.0,282.9786376953125,283.4335632324219,283.21942138671875,263.0,291.0
24.25,282.9786376953125,283.4335632324219,283.2193908691406,263.0,291.0
24.5,282.9786376953125,283.58673095703125,283.21942138671875,263.0,291.0
24.75,282.9786376953125,283.4335632324219,283.2193908691406,263.0,291.0
25.0,282.9786376953125,283.4335632324219,283.21942138671875,263.0,291.0
25.25,283.1315612792969,283.4335632324219,283.21942138671875,263.0,291.0
25.5,282.9786376953125,283.4335632324219,283.21942138671875,263.0,291.0
25.75,282.9783020019531,283.45477294921875,283.21905517578125,263.0,291.0
26.0,282.9783020019531,283.45477294921875,283.21905517578125,263.0,291.0
26.25,282.9783020019531,283.45477294921875,283.3721008300781,263.0,291.0
26.5,282.9783020019531,283.45477294921875,283.21905517578125,263.0,291.0
26.75,282.9783020019531,283.45477294921875,283.21905517578125,263.0,291.0
27.0,282.9783020019531,283.45477294921875,283.21905517578125,263.0,291.0
27.25,283.1312255859375,283.45477294921875,283.21905517578125,263.0,291.0
27.5,283.1312255859375,283.45477294921875,283.2190856933594,263.0,291.0
27.75,282.9574890136719,283.4554748535156,283.19805908203125,263.0,291.0
28.0,282.95745849609375,283.4554748535156,283.19805908203125,263.0,291.0
28.25,282.9574890136719,283.4554748535156,283.19805908203125,263.0,291.0
28.5,282.9574890136719,283.4554748535156,283.19805908203125,263.0,291.0
28.75,282.9574890136719,283.4554748535156,283.19805908203125,263.0,291.0
29.0,282.9574890136719,283.4554748535156,283.19805908203125,263.0,291.0
29.25,282.9574890136719,283.4554748535156,283.19805908203125,263.0,291.0
29.5,282.9574890136719,283.4554748535156,283.19805908203125,263.0,291.0
29.75,282.97906494140625,283.4341735839844,283.1980285644531,263.0,291.0
30.0,282.97906494140625,283.4342041015625,283.1980285644531,263.0,291.0
30.25,282.97906494140625,283.4341735839844,283.1980285644531,263.0,291.0
30.5,282.97906494140625,283.4342041015625,283.1980285644531,263.0,291.0
30.75,282.97906494140625,283.4341735839844,283.35107421875,263.0,291.0
31.0,282.97906494140625,283.4342041015625,283.1980285644531,263.0,291.0
31.25,282.97906494140625,283.4341735839844,283.1980285644531,263.0,291.0
31.5,282.97906494140625,283.4342041015625,283.1980285644531,263.0,291.0
31.75,283.0897521972656,283.3916931152344,283.2206115722656,263.0,291.0
32.0,282.9368591308594,283.3916931152344,283.22064208984375,263.0,291.0
32.25,282.9368591308594,283.3916931152344,283.22064208984375,263.0,291.0
32.5,282.9368591308594,283.3916931152344,283.2206115722656,263.0,291.0
32.75,282.9368591308594,283.3916931152344,283.3736877441406,263.0,291.0
33.0,282.9368591308594,283.3916931152344,283.3736572265625,263.0,291.0
33.25,282.9368591308594,283.5448303222656,283.22064208984375,263.0,291.0
33.5,282.9368591308594,283.3916931152344,283.2206115722656,263.0,291.0
33.75,283.0252685546875,283.39227294921875,283.2430114746094,263.0,291.0
34.0,283.0252685546875,283.39227294921875,283.2430114746094,263.0,291.0
34.25,282.8724060058594,283.39227294921875,283.2430114746094,263.0,291.0
34.5,282.8724060058594,283.39227294921875,283.2430114746094,263.0,291.0
34.75,282.8724060058594,283.39227294921875,283.2430114746094,263.0,291.0
35.0,282.8724060058594,283.39227294921875,283.2430114746094,263.0,291.0
35.25,282.8724060058594,283.39227294921875,283.2430114746094,263.0,291.0
35.5,282.8724060058594,283.54541015625,283.2430114746094,263.0,291.0
35.75,282.9151611328125,283.3055114746094,283.3074951171875,263.0,291.0
36.0,283.06805419921875,283.3055114746094,283.3074951171875,263.0,291.0
36.25,282.9151611328125,283.3055114746094,283.3074951171875,263.0,291.0
36.5,282.9151611328125,283.3055114746094,283.3074951171875,263.0,291.0
36.75,282.9151611328125,283.3055114746094,283.3074951171875,263.0,291.0
37.0,282.9151611328125,283.3055114746094,283.3074951171875,263.0,291.0
37.25,282.9151611328125,283.3055114746094,283.3074951171875,263.0,291.0
37.5,282.9151611328125,283.4586181640625,283.3074951171875,263.0,291.0
37.75,282.9582824707031,283.30517578125,283.2856750488281,263.0,291.0
38.0,282.9582824707031,283.30517578125,283.2856750488281,263.0,291.0
38.25,282.9582824707031,283.30517578125,283.2856750488281,263.0,291.0
38.5,282.9582824707031,283.30517578125,283.2856750488281,263.0,291.0
38.75,282.9582824707031,283.30517578125,283.2856750488281,263.0,291.0
39.0,282.9582824707031,283.30517578125,283.2856750488281,263.0,291.0
39.25,282.9582824707031,283.30517578125,283.2856750488281,263.0,291.0
39.5,282.9582824707031,283.30517578125,283.4387512207031,263.0,291.0
39.75,282.9147644042969,283.5009460449219,283.3069152832031,263.0,291.0
40.0,282.9147644042969,283.34783935546875,283.3069152832031,263.0,291.0
40.25,282.914794921875,283.34783935546875,283.3069152832031,263.0,291.0
40.5,282.9147644042969,283.34783935546875,283.3069152832031,263.0,291.0
40.75,282.914794921875,283.34783935546875,283.3069152832031,263.0,291.0
41.0,282.9147644042969,283.34783935546875,283.3069152832031,263.0,291.0
41.25,282.9147644042969,283.34783935546875,283.306884765625,263.0,291.0
41.5,283.20819091796875,283.5859680175781,283.30694580078125,263.0,291.0
41.75,283.6051025390625,283.73406982421875,283.69244384765625,263.0,291.0
42.0,283.6051025390625,283.88739013671875,283.69244384765625,263.0,291.0
42.25,283.6051025390625,283.73406982421875,283.69244384765625,263.0,291.0
42.5,283.6051025390625,283.73406982421875,283.69244384765625,263.0,291.0
42.75,283.75836181640625,283.73406982421875,283.69244384765625,263.0,291.0
43.0,283.6051025390625,283.73406982421875,283.69244384765625,263.0,291.0
43.25,283.6051025390625,283.73406982421875,283.69244384765625,263.0,291.0
43.5,283.58746337890625,283.73406982421875,283.69244384765625,263.0,291.0
43.75,283.5635681152344,283.7353515625,283.8255615234375,263.0,291.0
44.0,283.5635681152344,283.7353515625,283.6722717285156,263.0,291.0
44.25,283.5635681152344,283.7353515625,283.6722717285156,263.0,291.0
44.5,283.5635681152344,283.7353515625,283.6722717285156,263.0,291.0
44.75,283.5635681152344,283.7353515625,283.6722717285156,263.0,291.0
45.0,283.716796875,283.7353515625,283.6722717285156,263.0,291.0
45.25,283.5635681152344,283.7353515625,283.6722717285156,263.0,291.0
45.5,283.56353759765625,283.7353515625,283.6722717285156,263.0,291.0
45.75,283.5635070800781,283.7353515625,283.8255615234375,263.0,291.0
46.0,283.5635070800781,283.7353515625,283.6722717285156,263.0,291.0
46.25,283.5635070800781,283.8887023925781,283.6722717285156,263.0,291.0
46.5,283.5635070800781,283.7353515625,283.6722717285156,263.0,291.0
46.75,283.5635070800781,283.7353515625,283.6722717285156,263.0,291.0
47.0,283.5635070800781,283.7353515625,283.6722717285156,263.0,291.0
47.25,283.5635070800781,283.7353515625,283.6722717285156,263.0,291.0
47.5,283.4568176269531,283.6720886230469,283.75994873046875,263.0,291.0
47.75,283.4568176269531,283.6720886230469,283.75994873046875,263.0,291.0
48.0,283.4568176269531,283.6720886230469,283.75994873046875,263.0,291.0
48.25,283.4568176269531,283.6720886230469,283.91326904296875,263.0,291.0
48.5,283.4568176269531,283.6720886230469,283.75994873046875,263.0,291.0
48.75,283.4568176269531,283.6720886230469,283.75994873046875,263.0,291.0
49.0,283.4568176269531,283.6720886230469,283.75994873046875,263.0,291.0
49.25,283.6099853515625,283.6720886230469,283.75994873046875,263.0,291.0
49.5,283.5201110839844,283.7137145996094,283.7370300292969,263.0,291.0
49.75,283.5201110839844,283.7137145996094,283.7370300292969,263.0,291.0
50.0,283.5201110839844,283.7137145996094,283.7370300292969,263.0,291.0
50.25,283.5201110839844,283.7137145996094,283.890380859375,263.0,291.0
50.5,283.5201110839844,283.7137145996094,283.890380859375,263.0,291.0
50.75,283.5201110839844,283.8670349121094,283.7370300292969,263.0,291.0
51.0,283.5201110839844,283.7137145996094,283.7370300292969,263.0,291.0
51.25,283.5201110839844,283.7137145996094,283.7370300292969,263.0,291.0
51.5,283.60888671875,283.7572326660156,283.7375183105469,263.0,291.0
51.75,283.4556884765625,283.7572326660156,283.7375183105469,263.0,291.0
52.0,283.4556884765625,283.7572326660156,283.7375183105469,263.0,291.0
52.25,283.4556884765625,283.7572326660156,283.7375183105469,263.0,291.0
52.5,283.4556884765625,283.7572326660156,283.8908386230469,263.0,291.0
52.75,283.4556884765625,283.9105529785156,283.7375183105469,263.0,291.0
53.0,283.4556884765625,283.7572326660156,283.7375183105469,263.0,291.0
53.25,283.4556884765625,283.7572326660156,283.7375183105469,263.0,291.0
53.5,283.583251953125,283.69049072265625,283.7999572753906,263.0,291.0
53.75,283.583251953125,283.69049072265625,283.7999572753906,263.0,291.0
54.0,283.583251953125,283.69049072265625,283.7999572753906,263.0,291.0
54.25,283.583251953125,283.69049072265625,283.7999572753906,263.0,291.0
54.5,283.583251953125,283.69049072265625,283.7999572753906,263.0,291.0
54.75,283.583251953125,283.69049072265625,283.95330810546875,263.0,291.0
55.0,283.583251953125,283.8437805175781,283.7999572753906,263.0,291.0
55.25,283.583251953125,283.8437805175781,283.7999572753906,263.0,291.0
55.5,283.6493225097656,283.6267395019531,283.7362976074219,263.0,291.0
55.75,283.6493225097656,283.6267395019531,283.736328125,263.0,291.0
56.0,283.8025817871094,283.6267395019531,283.7362976074219,263.0,291.0
56.25,283.6492919921875,283.6267395019531,283.7362976074219,263.0,291.0
56.5,283.6492919921875,283.6267395019531,283.7362976074219,263.0,291.0
56.75,283.6492919921875,283.6267395019531,283.7362976074219,263.0,291.0
57.0,283.6493225097656,283.6267395019531,283.8896484375,263.0,291.0
57.25,283.6492919921875,283.6267395019531,283.7362976074219,263.0,291.0
57.5,283.62811279296875,283.7802734375,283.7366027832031,263.0,291.0
57.75,283.62811279296875,283.62701416015625,283.7366027832031,263.0,291.0
58.0,283.62811279296875,283.6269836425781,283.73663330078125,263.0,291.0
