Time,Node 632.Probe1
146.0,994222.8125
147.0,993711.125
148.0,1069237.75
149.0,1018030.5625
150.0,1002167.4375
151.0,1086167.75
152.0,1070588.125
153.0,1053243.0
154.0,1084841.0
155.0,1023670.6875
156.0,1003004.0
157.0,1086364.0
158.0,1091800.625
159.0,1066472.0
160.0,1042453.9375
161.0,1029844.5
162.0,1014634.5625
163.0,1090397.0
164.0,1040582.3125
165.0,214239.453125
166.0,217525.25
167.0,218650.109375
168.0,213514.421875
169.0,236392.3125
170.0,215759.21875
171.0,204981.234375
172.0,213347.359375
173.0,206971.5
174.0,234019.90625
175.0,209320.546875
176.0,222659.046875
177.0,216654.296875
178.0,209542.53125
179.0,237825.625
180.0,195075.46875
181.0,215947.671875
182.0,224286.578125
183.0,224790.234375
184.0,194670.0
185.0,218484.4375
186.0,238438.9375
187.0,214628.28125
188.0,1046119.1875
189.0,1087882.375
190.0,1046810.125
191.0,1025768.875
192.0,1069827.625
193.0,1043789.6875
194.0,1068982.375
195.0,1106710.75
196.0,2258265.5
197.0,2217674.5
198.0,2183034.25
199.0,2151889.5
200.0,2132168.25
201.0,2172252.5
202.0,2135700.5
203.0,2172380.0
204.0,1212484.875
205.0,1149649.375
206.0,1111942.0
207.0,1148907.875
208.0,1209944.625
209.0,1175600.0
210.0,1167997.0
211.0,1204832.125
212.0,1159872.5
213.0,1203175.5
214.0,1122865.375
215.0,1109936.5
216.0,1105677.75
217.0,1105735.375
218.0,1142202.625
219.0,1167066.375
220.0,1209490.0
221.0,1129476.5
222.0,1117314.25
223.0,1211143.25
224.0,1180117.125
225.0,1181806.875
226.0,1211969.5
227.0,1211041.625
228.0,1112324.75
229.0,1114429.625
230.0,1133928.75
231.0,1105951.5
232.0,578498.5625
233.0,570566.75
234.0,582561.0
235.0,601492.375
236.0,565741.3125
237.0,604047.375
238.0,558129.5
239.0,581410.0
240.0,598934.9375
241.0,577806.25
242.0,547254.125
243.0,555213.9375
244.0,573270.25
245.0,604063.1875
246.0,571552.5625
247.0,561265.625
248.0,604320.1875
249.0,603877.375
250.0,574679.25
251.0,601764.6875
252.0,601719.9375
253.0,554784.5625
254.0,553818.5
255.0,609257.5
256.0,589318.75
257.0,607319.6875
258.0,543674.4375
259.0,593378.375
260.0,120892.375
261.0,126028.4765625
262.0,97292.7421875
263.0,122974.4609375
264.0,94726.0625
265.0,100186.84375
266.0,145305.796875
267.0,125023.7734375
268.0,136409.15625
269.0,110221.5390625
270.0,113080.9921875
271.0,134438.328125
272.0,116636.9609375
273.0,111930.1953125
274.0,102597.515625
275.0,130576.765625
276.0,113791.2890625
277.0,135708.03125
278.0,99968.84375
279.0,126023.59375
280.0,103534.4140625
281.0,134275.046875
282.0,121081.296875
283.0,101722.140625
284.0,536427.1875
285.0,583698.8125
286.0,539125.9375
287.0,608077.75
288.0,559049.625
289.0,550137.0
290.0,567153.1875
291.0,545249.1875
292.0,1123526.25
293.0,1191338.125
294.0,1201436.75
295.0,1148957.5
296.0,1151149.375
297.0,1156689.5
298.0,1106704.625
299.0,1180794.375
300.0,1040060.5
301.0,987443.0625
302.0,1045854.6875
303.0,1034277.25
304.0,982594.8125
305.0,1013778.125
306.0,1045112.3125
307.0,1054818.5
308.0,1078499.5
309.0,1012897.0
310.0,1061398.75
311.0,1049556.375
312.0,978078.5
313.0,1031553.8125
314.0,981149.4375
315.0,980128.5
316.0,1053452.0
317.0,1078240.125
318.0,1066853.75
319.0,989751.5625
320.0,1013138.5
321.0,1078836.375
322.0,997295.625
323.0,987069.125
324.0,1032334.0625
325.0,1003495.8125
326.0,1073466.375
327.0,993484.5625
328.0,504200.0
329.0,477305.65625
330.0,490292.3125
331.0,512454.25
332.0,542893.9375
333.0,531253.0625
334.0,531163.875
335.0,521784.6875
336.0,537191.625
337.0,541624.5
338.0,537579.1875
339.0,538982.375
340.0,527201.375
341.0,533896.3125
342.0,506850.25
343.0,543258.1875
344.0,485751.96875
345.0,514544.09375
346.0,528749.6875
347.0,487245.09375
348.0,545697.25
349.0,533691.1875
350.0,493814.21875
351.0,495629.0625
352.0,88647.921875
353.0,96766.5
354.0,131825.25
355.0,99739.6640625
356.0,114550.5703125
357.0,84512.2578125
358.0,90266.109375
359.0,118237.0859375
360.0,94229.28125
361.0,108057.125
362.0,125061.359375
363.0,124404.828125
364.0,126909.03125
365.0,129360.453125
366.0,88764.3046875
367.0,87075.5546875
368.0,91326.046875
369.0,105815.421875
370.0,512325.96875
371.0,506557.59375
372.0,529966.5625
373.0,485563.875
374.0,522583.6875
375.0,513170.6875
376.0,533967.6875
377.0,507953.1875
378.0,1077560.0
379.0,983782.3125
380.0,1070602.5
381.0,998260.4375
382.0,1045437.0625
383.0,997472.0
384.0,1031957.8125
385.0,1007699.625
386.0,1219398.25
387.0,1219449.625
388.0,1171865.25
389.0,1147059.25
390.0,1190864.375
391.0,1140123.375
392.0,1199463.125
393.0,1183646.125
394.0,1211522.0
395.0,1153613.75
396.0,1181649.625
397.0,1138187.25
398.0,1149060.125
399.0,1220136.375
400.0,1116902.625
401.0,1124976.875
402.0,1223372.875
403.0,1224238.75
404.0,1153723.5
405.0,1137401.25
406.0,1128094.125
407.0,1125801.375
408.0,546048.25
409.0,613033.625
410.0,544995.25
411.0,611905.125
412.0,562941.25
413.0,551017.4375
414.0,556872.125
415.0,562061.875
416.0,610598.0
417.0,555181.1875
418.0,544643.1875
419.0,591893.1875
420.0,543915.4375
421.0,572388.25
422.0,599807.3125
423.0,588263.5625
424.0,564493.9375
425.0,562476.25
426.0,577198.4375
427.0,605533.3125
428.0,546496.375
429.0,591185.125
430.0,577239.5625
431.0,120845.9140625
432.0,122139.9375
433.0,108956.5703125
434.0,116707.109375
435.0,95042.8515625
436.0,137960.90625
437.0,142729.359375
438.0,102578.0859375
439.0,91141.5703125
440.0,146370.359375
441.0,109057.75
442.0,105365.65625
443.0,138747.296875
444.0,112088.421875
445.0,142043.359375
446.0,142731.6875
447.0,144913.21875
448.0,120878.5859375
449.0,97096.5703125
450.0,133372.046875
451.0,113991.796875
452.0,107342.5625
453.0,121884.875
454.0,111113.328125
455.0,599889.1875
456.0,571897.125
457.0,590906.25
458.0,589453.875
