Time,Time Varying Load 611.Single phase time-varying load1.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseA.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseB.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseC.P_measured,Time Varying Load 645.Single phase time-varying load645.P_measured,Time Varying Load 646.Single phase time-varying load646.P_measured,Time Varying Load 652.Single phase time-varying load652.P_measured,Time Varying Load 692.Single phase time-varying loadC.P_measured
346.5,-3000.96826171875,2999.68896484375,1000.9954833984375,5001.98876953125,10003.1044921875,1748.48291015625,5001.01171875,4000.981201171875
346.75,-3000.968994140625,2999.67431640625,1000.9951782226562,5001.98095703125,10000.9697265625,1744.7554931640625,5000.98828125,4000.976806640625
347.0,-3000.96875,2999.67431640625,1000.9953002929688,5001.984375,10003.1357421875,1747.446533203125,5000.98828125,4000.9765625
347.25,-3000.968505859375,2999.67431640625,1000.9954223632812,5001.98046875,10002.994140625,1751.3555908203125,5000.9892578125,4000.976318359375
347.5,-3000.96826171875,2999.674072265625,1000.9954833984375,5001.98291015625,10003.2373046875,1750.5523681640625,5000.98779296875,4000.97607421875
347.75,-3000.9677734375,2999.674072265625,1000.99560546875,5001.98291015625,10003.083984375,1747.7122802734375,5000.9873046875,3999.93408203125
348.0,-3000.967529296875,2999.674072265625,1000.9956665039062,5001.982421875,10003.11328125,1751.4742431640625,5000.98681640625,3999.8544921875
348.25,-2995.88330078125,2999.66259765625,999.4305419921875,4993.5380859375,9987.5126953125,1747.794189453125,5000.95703125,3998.4482421875
348.5,1000.3270263671875,3001.042724609375,1000.4628295898438,4999.73193359375,5001.5478515625,1745.82958984375,5001.00048828125,3000.7275390625
348.75,1000.322998046875,3001.04248046875,1000.4630126953125,4999.7275390625,5000.484375,1745.4508056640625,5000.98828125,3000.732666015625
349.0,1000.3225708007812,3001.04248046875,1000.4634399414062,4999.728515625,5001.5810546875,1749.6092529296875,5000.9873046875,2999.890869140625
349.25,1000.1109619140625,3001.04248046875,1000.4635620117188,4999.72802734375,5001.53369140625,1750.950927734375,5000.9873046875,3000.7314453125
349.5,0.0,1000.4939575195312,0.0,7988.44970703125,4993.74853515625,1748.0877685546875,6001.150390625,4998.060546875
349.75,0.0,1000.4998779296875,0.0,8001.95654296875,5001.5380859375,1742.717529296875,6001.18603515625,5001.2216796875
350.0,0.0,1000.4998168945312,0.0,8001.95654296875,5001.58203125,1748.25,6001.18603515625,5001.22216796875
350.25,0.0,1000.4998168945312,0.0,8001.94921875,5000.4140625,1744.1873779296875,6001.185546875,5001.22119140625
