Time,Time Varying Load 671.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadB.P_measured,Time Varying Load 671.Single phase time-varying loadA1.P_measured,Time Varying Load 671.Single phase time-varying loadA2.P_measured,Time Varying Load 675.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadC.P_measured
180.25,-1000.2330932617188,-10003.1259765625,8002.8564453125,-3000.7275390625,3000.5927734375,4001.29296875
180.5,-999.7555541992188,-9987.6064453125,7982.4140625,-2998.883056640625,2998.960693359375,3994.474609375
180.75,-1000.2322387695312,-10003.119140625,8002.85595703125,-3000.72900390625,3000.592529296875,4001.29541015625
181.0,-1000.2325439453125,-10003.119140625,8002.8564453125,-3000.7294921875,3000.593017578125,4001.29541015625
181.25,-1000.2326049804688,-10003.12109375,8002.8564453125,-3000.72900390625,3000.593017578125,4001.294921875
181.5,-3000.697998046875,-17005.306640625,12004.2861328125,-3000.72900390625,17003.361328125,0.0
181.75,-3000.698974609375,-17001.53515625,12004.2861328125,-3000.728759765625,17003.361328125,0.0
182.0,-3000.699462890625,-17005.31640625,12004.2861328125,-2999.888671875,17003.359375,0.0
182.25,-3000.699462890625,-17005.3125,12004.28515625,-3000.728271484375,17003.361328125,0.0
182.5,-3000.69970703125,-17005.314453125,12004.28515625,-3000.727294921875,17003.35546875,0.0
182.75,-2999.261962890625,-16978.9296875,11978.3994140625,-2998.879150390625,17003.287109375,0.0
183.0,-3000.69384765625,-17005.302734375,12002.580078125,-3000.728515625,17003.318359375,0.0
183.25,-3000.69775390625,-17005.3046875,12004.2841796875,-3000.72900390625,17003.359375,0.0
183.5,-18004.19921875,-19005.93359375,22007.857421875,-9002.189453125,28005.552734375,-2000.647216796875
183.75,-18004.193359375,-19005.9296875,22007.853515625,-9002.1865234375,28005.53125,-2000.647216796875
184.0,-18004.193359375,-18999.87890625,22007.849609375,-9002.185546875,28005.529296875,-2000.647216796875
184.25,-18004.197265625,-19001.71484375,22007.857421875,-8999.8408203125,28005.52734375,-2000.2252197265625
184.5,-18004.205078125,-19005.935546875,22007.85546875,-9002.1875,28005.548828125,-2000.6466064453125
184.75,-18004.19921875,-19005.939453125,22007.85546875,-9002.1806640625,28005.51953125,-2000.646240234375
185.0,-17995.576171875,-18976.4609375,21960.400390625,-8996.642578125,27990.369140625,-1997.238037109375
185.25,-18004.078125,-19005.923828125,22004.71875,-9002.185546875,28005.529296875,-2000.6474609375
185.5,-8001.8642578125,-10003.1171875,11003.9267578125,-6001.45849609375,13002.5693359375,5001.619140625
185.75,-8001.8115234375,-10003.1201171875,11003.9267578125,-6001.45849609375,13002.5693359375,5001.61865234375
186.0,-8001.86474609375,-10003.1220703125,11003.927734375,-6001.4580078125,13002.572265625,5001.6181640625
186.25,-8001.86328125,-10000.9013671875,11003.9287109375,-5999.89501953125,13002.568359375,5001.6171875
186.5,4000.92919921875,-0.0,-1000.3570556640625,7001.7021484375,-2000.3953857421875,5001.6201171875
186.75,4000.929931640625,0.0,-1000.3570556640625,7001.70068359375,-2000.3953857421875,5001.619140625
187.0,4000.929931640625,0.0,-1000.3570556640625,7001.70068359375,-2000.3953857421875,5001.619140625
187.25,4000.9306640625,0.0,-1000.3571166992188,6999.87890625,-2000.3956298828125,5001.61865234375
187.5,3998.794921875,0.0,-1000.3571166992188,6999.7392578125,-2000.3955078125,5001.6181640625
187.75,4000.931640625,0.0,-1000.3571166992188,7001.69873046875,-2000.3955078125,5001.61767578125
188.0,4000.932373046875,0.0,-1000.3571166992188,7001.69775390625,-1999.3153076171875,4999.96923828125
188.25,4000.9326171875,0.0,-1000.3571166992188,7001.69775390625,-1999.3154296875,4999.96923828125
188.5,131963.8125,29953.521484375,120782.3125,132945.90625,156028.296875,94867.640625
188.75,132031.484375,30009.212890625,121025.6171875,133033.3125,155948.890625,95030.6953125
189.0,132029.890625,30009.326171875,121043.109375,132997.875,156028.25,95030.8125
189.25,132030.90625,30009.361328125,121043.203125,132995.125,156030.75,95030.796875
189.5,132030.921875,30009.33984375,121043.203125,133032.625,156030.765625,95030.7734375
189.75,132030.9375,30009.34375,121043.2421875,133032.671875,156030.609375,94999.515625
190.0,132030.984375,30009.3515625,121043.1875,133032.5625,156030.703125,95030.71875
190.25,132030.96875,30009.3515625,121043.1953125,133032.5625,156030.71875,95030.71875
190.5,122028.625,31009.666015625,129046.0546875,123030.1171875,165032.515625,85027.484375
190.75,121903.625,30961.83984375,128768.0078125,122950.046875,165032.0625,84881.8125
191.0,122028.3046875,30999.82421875,128995.0859375,123030.4140625,165032.546875,85027.6328125
191.25,122027.4453125,31009.63671875,129045.9453125,123029.71875,165029.265625,85027.515625
191.5,122028.546875,31009.6640625,129046.046875,122995.390625,165032.375,85027.53125
191.75,122028.546875,31009.650390625,129046.1015625,123030.0703125,165032.09375,84999.53125
192.0,122028.5390625,31009.654296875,129046.0625,123030.0625,165032.078125,84999.484375
192.25,122028.6171875,31009.65234375,129046.0078125,123030.0703125,165032.546875,85027.3828125
192.5,132031.0,35010.90234375,113040.328125,130031.828125,165032.453125,78025.234375
192.75,132030.984375,35010.90625,113040.34375,130031.8359375,165032.46875,78025.21875
193.0,131895.765625,34945.8828125,112752.1875,129947.21875,165032.140625,77891.6171875
193.25,132030.3125,35003.00390625,113023.9609375,130031.8359375,165031.765625,78025.234375
193.5,132031.6875,35010.828125,113040.328125,130032.4921875,164945.6875,78025.234375
193.75,132031.0,35010.921875,113040.359375,129998.125,165032.703125,78025.3046875
194.0,132031.03125,35010.88671875,113040.3828125,129995.578125,165032.75,78009.015625
194.25,132030.984375,35010.8984375,113040.3984375,130031.9453125,165032.40625,77999.625
194.5,125029.15625,26008.09765625,123043.8828125,127030.9296875,183035.390625,86027.7421875
194.75,125028.484375,26008.10546875,123043.9296875,127030.984375,183035.734375,86027.7734375
195.0,124966.640625,25967.9296875,122778.6796875,126947.7578125,183033.84375,85880.5390625
195.25,124967.109375,25967.93359375,122778.6953125,126947.7734375,183034.484375,85880.5703125
195.5,125029.3125,26002.263671875,123026.1171875,127031.171875,183036.015625,86027.8046875
195.75,125029.296875,26008.083984375,123043.953125,127031.265625,183035.953125,86009.9140625
196.0,125029.3203125,26008.0859375,123043.953125,127031.265625,183035.90625,85999.5546875
196.25,125030.109375,26008.05078125,123043.84375,127031.703125,182940.0,86027.6328125
196.5,280063.5,56017.59375,266989.75,289073.0,372072.75,197063.484375
196.75,280066.96875,56017.28125,267055.96875,288990.28125,372073.4375,197063.5
197.0,280066.3125,56004.8828125,267095.125,289071.0,372071.125,197063.5
197.25,279918.40625,55931.4296875,266520.21875,288866.125,372068.65625,196724.328125
197.5,280073.0625,56017.046875,267095.4375,289077.21875,371893.03125,197023.109375
197.75,280067.65625,56017.29296875,267095.21875,289072.96875,372076.65625,197063.734375
198.0,280060.78125,56017.484375,267095.4375,289069.875,372054.15625,196999.171875
198.25,279919.75,56017.703125,267095.46875,289070.8125,372075.34375,197063.03125
198.5,283064.3125,57017.5234375,266094.6875,291072.28125,367068.15625,191061.953125
198.75,283067.8125,57017.5078125,266055.71875,290998.28125,367073.84375,191061.84375
199.0,283066.625,57017.62109375,266094.46875,291071.125,367069.6875,191061.125
199.25,283067.46875,56999.69921875,266095.15625,291072.3125,367071.9375,191061.734375
199.5,283067.125,57017.63671875,266094.875,291072.25,367071.71875,191061.734375
199.75,282918.875,56930.1328125,265521.9375,290866.46875,367071.375,190732.796875
200.0,283071.5,57017.4375,266094.875,291075.9375,366887.90625,191061.671875
200.25,283067.125,57017.6796875,266094.59375,291071.78125,367072.28125,191060.796875
200.5,290068.65625,61018.93359375,261093.125,299074.4375,347067.96875,204065.90625
200.75,290068.15625,61018.9375,261092.671875,299072.75,347066.59375,204064.578125
201.0,290066.53125,61018.875,261054.875,299073.25,347066.34375,204065.796875
201.25,290065.75,61005.0859375,261092.765625,299073.96875,347064.40625,204065.984375
201.5,290068.71875,61005.21484375,261092.828125,299073.75,347067.0625,204065.984375
201.75,289920.78125,60925.01953125,260530.90625,298866.03125,346889.40625,203714.015625
202.0,290067.9375,61019.03515625,261093.125,299072.5625,347065.6875,204066.078125
202.25,290068.625,61018.91015625,261093.125,299074.28125,347067.71875,204066.03125
202.5,288068.34375,55017.05078125,263094.15625,295073.65625,356069.0625,202023.90625
202.75,288069.09375,55017.0625,263093.625,294998.46875,356073.25,202064.5625
