Time,Node 645.V2_rms,Node 646.V2_rms,Node 671.V1_rms,Node 671.V2_rms,Node 671.V3_rms,Node 692.V3_rms,Node 611.V3_rms,UpperBound,LowerBound
71.0,2455.703369140625,2452.58935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
72.0,2455.700439453125,2452.584716796875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
73.0,2457.596435546875,2453.494873046875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
74.0,2456.26904296875,2453.494873046875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2454.937255859375,2522.0,2282.0
75.0,2456.859130859375,2455.765380859375,2463.7138671875,2457.900390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
76.0,2456.859130859375,2454.43896484375,2463.7138671875,2456.572998046875,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
77.0,2457.4267578125,2455.34716796875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
78.0,2457.426513671875,2455.34716796875,2465.045166015625,2456.572998046875,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
79.0,2457.906494140625,2456.115234375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
80.0,2457.906494140625,2456.115234375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
81.0,2458.364013671875,2456.84765625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
82.0,2458.364013671875,2456.84765625,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
83.0,2458.603759765625,2457.231201171875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
84.0,2458.603759765625,2457.231201171875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
85.0,2458.7998046875,2457.544921875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
86.0,2460.128662109375,2457.544921875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
87.0,2458.99560546875,2457.858642578125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
88.0,2458.995849609375,2459.186767578125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
89.0,2459.169677734375,2458.13720703125,2465.045166015625,2456.572998046875,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
90.0,2459.169921875,2458.13720703125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
91.0,2459.300537109375,2458.34619140625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
92.0,2459.30029296875,2458.34619140625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
93.0,2459.2353515625,2458.241943359375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
94.0,2459.235107421875,2458.24169921875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
95.0,2459.409423828125,2458.5205078125,2463.7138671875,2457.900390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
96.0,2459.408935546875,2458.52001953125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
97.0,2461.195068359375,2459.251220703125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
98.0,2459.86572265625,2459.251220703125,2463.7138671875,2456.57275390625,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
99.0,2453.9697265625,2449.8154296875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
100.0,2453.973388671875,2449.8212890625,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
101.0,2454.495849609375,2450.657470703125,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
102.0,2455.825927734375,2451.9873046875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
103.0,2454.78076171875,2451.11328125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
104.0,2454.781005859375,2451.113525390625,2463.7138671875,2457.900390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
105.0,2455.087646484375,2451.60400390625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2454.937255859375,2522.0,2282.0
106.0,2455.087646484375,2451.60400390625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
107.0,2455.76611328125,2452.68994140625,2463.7138671875,2456.572998046875,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
108.0,2455.76611328125,2452.689697265625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
109.0,2456.072265625,2453.179931640625,2465.045166015625,2456.572998046875,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
110.0,2456.072265625,2453.179931640625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
111.0,2456.77392578125,2454.302734375,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
112.0,2456.771728515625,2454.299072265625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
113.0,2457.4921875,2455.4521484375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
114.0,2457.4921875,2455.451904296875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
115.0,2468.78076171875,2473.526123046875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
116.0,2468.7802734375,2473.525634765625,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
117.0,2469.01611328125,2473.903076171875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
118.0,2470.350341796875,2473.903076171875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
119.0,2469.166015625,2474.1435546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
120.0,2469.166259765625,2474.1435546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2454.937255859375,2522.0,2282.0
121.0,2459.713623046875,2459.007568359375,2463.7138671875,2457.900390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
122.0,2459.713623046875,2459.007568359375,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2454.937255859375,2522.0,2282.0
123.0,2459.322021484375,2458.380859375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
124.0,2459.322021484375,2458.38232421875,2465.045166015625,2456.572998046875,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
125.0,2458.7998046875,2457.544921875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
126.0,2458.80078125,2457.546630859375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
127.0,2458.277099609375,2456.708251953125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
128.0,2458.2783203125,2456.71044921875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
129.0,2457.753662109375,2455.87060546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
130.0,2459.08203125,2455.870849609375,2463.7138671875,2457.900390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
131.0,2457.208251953125,2454.997802734375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2454.937255859375,2522.0,2282.0
132.0,2457.20849609375,2454.998046875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
133.0,2456.662353515625,2454.124267578125,2465.045166015625,2456.57275390625,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
134.0,2456.662353515625,2454.1240234375,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
135.0,2456.072265625,2453.179931640625,2465.045166015625,2456.57275390625,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
136.0,2456.072265625,2453.179931640625,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
137.0,2455.572021484375,2452.379150390625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
138.0,2455.569091796875,2452.374755859375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
139.0,2461.515625,2461.89208984375,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
140.0,2461.515380859375,2461.891845703125,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
141.0,2460.843017578125,2460.8154296875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
142.0,2460.84326171875,2460.81591796875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
143.0,2460.2568359375,2459.877197265625,2463.7138671875,2457.900390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
144.0,2460.2568359375,2459.877197265625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2454.937255859375,2522.0,2282.0
145.0,2459.713623046875,2459.0078125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
146.0,2459.713623046875,2459.007568359375,2463.7138671875,2456.572998046875,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
147.0,2459.235107421875,2458.24169921875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
148.0,2459.2353515625,2458.241943359375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
149.0,2458.886962890625,2457.684326171875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
150.0,2458.88671875,2457.684326171875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
151.0,2458.40771484375,2456.917236328125,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
152.0,2459.736083984375,2456.917236328125,2463.7138671875,2457.900390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
153.0,2458.05908203125,2456.359375,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2454.937255859375,2522.0,2282.0
154.0,2459.387451171875,2456.359375,2463.7138671875,2457.900390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
155.0,2457.75390625,2455.870849609375,2463.7138671875,2456.572998046875,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
156.0,2457.75390625,2455.870849609375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
157.0,2457.275634765625,2455.105712890625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
158.0,2457.27392578125,2455.102783203125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
159.0,2456.22802734375,2453.428955078125,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
160.0,2456.225341796875,2453.4248046875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
161.0,2455.659423828125,2452.519287109375,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
162.0,2455.65673828125,2452.514892578125,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
163.0,2454.912353515625,2451.323974609375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
164.0,2454.912353515625,2451.32373046875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2454.937255859375,2522.0,2282.0
165.0,2454.561767578125,2450.7626953125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
166.0,2454.561767578125,2450.7626953125,2465.045166015625,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
167.0,2453.77197265625,2449.499267578125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
168.0,2453.772216796875,2449.499267578125,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
169.0,2454.079345703125,2449.99072265625,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
170.0,2454.0791015625,2449.99072265625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
171.0,2454.561767578125,2450.764404296875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
172.0,2454.5615234375,2450.7626953125,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
173.0,2454.934326171875,2451.358642578125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2454.937255859375,2522.0,2282.0
174.0,2454.93408203125,2451.358642578125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
175.0,2455.197021484375,2451.779296875,2465.045166015625,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
176.0,2455.197021484375,2451.779296875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
177.0,2455.394287109375,2452.0947265625,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
178.0,2455.39404296875,2452.094482421875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
179.0,2456.983642578125,2453.840087890625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
180.0,2455.65673828125,2452.514892578125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
181.0,2457.268310546875,2454.295654296875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
182.0,2455.941162109375,2452.969970703125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
183.0,2456.072265625,2453.179931640625,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
184.0,2456.072265625,2453.179931640625,2465.04541015625,2456.57275390625,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
185.0,2455.919189453125,2452.93505859375,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
186.0,2455.919189453125,2452.934814453125,2465.045166015625,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
187.0,2455.328369140625,2451.989501953125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
188.0,2455.331298828125,2451.994140625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
189.0,2454.846435546875,2451.218505859375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
190.0,2454.8466796875,2451.218505859375,2463.7138671875,2457.900390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
191.0,2454.6494140625,2450.903076171875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
192.0,2454.6494140625,2450.903076171875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
193.0,2454.60546875,2450.832763671875,2465.045166015625,2456.572998046875,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
194.0,2454.60546875,2450.832763671875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
195.0,2454.2548828125,2450.271728515625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
196.0,2454.2548828125,2450.271484375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
197.0,2455.47119140625,2451.420166015625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
198.0,2454.14501953125,2450.09619140625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
199.0,2454.737060546875,2451.043212890625,2463.7138671875,2457.900390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
200.0,2454.737060546875,2451.043212890625,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
201.0,2455.459716796875,2452.19970703125,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
202.0,2455.459716796875,2452.19970703125,2465.045166015625,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
203.0,2456.115966796875,2453.25,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
204.0,2456.115966796875,2453.249755859375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
205.0,2457.0556640625,2454.75341796875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
