Time,Node 645.V2_rms,Node 646.V2_rms,Node 671.V1_rms,Node 671.V2_rms,Node 671.V3_rms,Node 692.V3_rms,Node 611.V3_rms,UpperBound,LowerBound
206.0,2457.0556640625,2454.75341796875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
207.0,2457.971923828125,2456.219970703125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
208.0,2457.971923828125,2456.219970703125,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
209.0,2458.9521484375,2457.788818359375,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
210.0,2460.281005859375,2457.788818359375,2463.7138671875,2457.900390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
211.0,2460.104736328125,2459.6337890625,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2454.937255859375,2522.0,2282.0
212.0,2460.104736328125,2459.633544921875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
213.0,2461.08154296875,2461.197509765625,2465.045166015625,2456.572998046875,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
214.0,2461.081787109375,2462.52783203125,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
215.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
216.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
217.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
218.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
219.0,2462.223388671875,2462.223388671875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
220.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
221.0,2462.223388671875,2462.223388671875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
222.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
223.0,2460.8935546875,2460.8935546875,2463.7138671875,2457.900390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
224.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2454.937255859375,2522.0,2282.0
225.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
226.0,2460.8935546875,2460.8935546875,2465.045166015625,2456.57275390625,2454.937255859375,2454.937255859375,2453.611328125,2522.0,2282.0
227.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
228.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
229.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
230.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
231.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
232.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
233.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
234.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
235.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
236.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
237.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
238.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.57275390625,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
239.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
240.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
241.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
242.0,2460.8935546875,2460.8935546875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
243.0,2462.223388671875,2462.223388671875,2463.7138671875,2456.572998046875,2453.611328125,2453.611328125,2453.611328125,2522.0,2282.0
